Tarih,TP_TG2_Y18
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,37.4362172606
2012-02-01,35.4338141349
2012-03-01,35.4058060225
2012-04-01,41.2610270207
2012-05-01,40.667601945
2012-06-01,32.2806541319
2012-07-01,29.3478878707
2012-08-01,29.1956641612
2012-09-01,26.3499693615
2012-10-01,27.26603172
2012-11-01,25.9570039268
2012-12-01,28.5620078503
2013-01-01,31.801544604
2013-02-01,34.734
2013-03-01,36.922
2013-04-01,35.5812551566
2013-05-01,42.335
2013-06-01,39.528
2013-07-01,38.35
2013-08-01,36.6
2013-09-01,33.066
2013-10-01,34.442
2013-11-01,34.368
2013-12-01,34.879
2014-01-01,33.6964763035
2014-02-01,32.8745389391
2014-03-01,37.6802525393
2014-04-01,38.1862080807
2014-05-01,37.7270203999
2014-06-01,35.4769099189
2014-07-01,32.375733328
2014-08-01,33.2867788701
2014-09-01,31.7237052524
2014-10-01,29.053377746
2014-11-01,27.7559327738
2014-12-01,28.189220565
2015-01-01,29.0073339406
2015-02-01,30.428418414
2015-03-01,31.7978392711
2015-04-01,37.0557039268
2015-05-01,33.7281338351
2015-06-01,33.6803510281
2015-07-01,29.3579873154
2015-08-01,27.829228356
2015-09-01,27.1299922956
2015-10-01,26.4212807544
2015-11-01,27.9776361609
2015-12-01,25.9659586258
