Tarih,TP_TG2_Y16
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,92.2281806142
2012-02-01,88.4409890129
2012-03-01,88.7310752821
2012-04-01,92.9819255668
2012-05-01,89.8769028968
2012-06-01,87.82826488
2012-07-01,86.7327758363
2012-08-01,86.9752160648
2012-09-01,88.3200257192
2012-10-01,90.0868264198
2012-11-01,91.2357877181
2012-12-01,91.1991839137
2013-01-01,90.0285566726
2013-02-01,89.267
2013-03-01,89.463
2013-04-01,89.5699294283
2013-05-01,91.354
2013-06-01,91.064
2013-07-01,95.382
2013-08-01,94.697
2013-09-01,93.813
2013-10-01,96.908
2013-11-01,97.235
2013-12-01,98.393
2014-01-01,96.468729783
2014-02-01,94.1240271775
2014-03-01,95.2349921457
2014-04-01,95.4251761517
2014-05-01,98.2766631142
2014-06-01,94.8007221362
2014-07-01,95.1379120723
2014-08-01,95.8333788746
2014-09-01,96.9970044214
2014-10-01,96.7538795399
2014-11-01,94.3250563332
2014-12-01,97.1462651378
2015-01-01,95.0117757675
2015-02-01,93.6631180898
2015-03-01,91.2030869165
2015-04-01,92.035269021
2015-05-01,91.6376335292
2015-06-01,92.8153782975
2015-07-01,92.1990427864
2015-08-01,89.9770379125
2015-09-01,95.2954929717
2015-10-01,97.149444749
2015-11-01,107.3453981057
2015-12-01,105.9573109748
