Tarih,TP_KALVADBG_K17
2016-04-01,53332.0
2016-05-01,54077.0
2016-06-01,54664.0
2016-07-01,52954.0
2016-08-01,53395.0
2016-09-01,52525.0
2016-10-01,53123.0
2016-11-01,53858.0
2016-12-01,52977.0
2017-01-01,53605.0
2017-02-01,53068.0
2017-03-01,53977.0
2017-04-01,56100.0
2017-05-01,58853.0
2017-06-01,58818.0
2017-07-01,61482.0
2017-08-01,62248.0
2017-09-01,60800.0
2017-10-01,62032.0
2017-11-01,62148.0
2017-12-01,63214.0
2018-01-01,66341.0
2018-02-01,66153.0
2018-03-01,65109.0
2018-04-01,65403.0
2018-05-01,66364.0
2018-06-01,64848.0
2018-07-01,66335.0
2018-08-01,64255.0
2018-09-01,64725.0
2018-10-01,64856.0
2018-11-01,65530.0
2018-12-01,67603.0
2019-01-01,68126.0
2019-02-01,68781.0
2019-03-01,70253.0
2019-04-01,72130.0
2019-05-01,74066.0
2019-06-01,74423.0
2019-07-01,74622.0
2019-08-01,70775.0
2019-09-01,71875.0
2019-10-01,69478.0
2019-11-01,67163.0
2019-12-01,67410.0
2020-01-01,72636.0
2020-02-01,70862.0
2020-03-01,70402.0
2020-04-01,65647.0
2020-05-01,61549.0
2020-06-01,61770.0
2020-07-01,63473.0
2020-08-01,65366.0
2020-09-01,67341.0
2020-10-01,66601.0
2020-11-01,67521.0
2020-12-01,69679.0
2021-01-01,67401.0
2021-02-01,67258.0
2021-03-01,70076.0
2021-04-01,71666.0
2021-05-01,71303.0
2021-06-01,45425.0
2021-07-01,48809.0
2021-08-01,49576.0
2021-09-01,49240.0
2021-10-01,52298.0
2021-11-01,54091.0
2021-12-01,57567.0
2022-01-01,56303.0
2022-02-01,56925.0
2022-03-01,58237.0
2022-04-01,60765.0
2022-05-01,61117.0
2022-06-01,61951.0
2022-07-01,61184.0
2022-08-01,62316.0
2022-09-01,62265.0
2022-10-01,62632.0
2022-11-01,63249.0
2022-12-01,64215.0
2023-01-01,67378.0
2023-02-01,67343.0
2023-03-01,68141.0
2023-04-01,66787.0
2023-05-01,67662.0
2023-06-01,66067.0
2023-07-01,66403.0
2023-08-01,66807.0
2023-09-01,65177.0
2023-10-01,71699.0
2023-11-01,72550.0
2023-12-01,71579.0
2024-01-01,70481.0
2024-02-01,70026.0
2024-03-01,69652.0
2024-04-01,71664.0
2024-05-01,72403.0
2024-06-01,70645.0
2024-07-01,70934.0
2024-08-01,70381.0
2024-09-01,70695.0
2024-10-01,71991.0
2024-11-01,71211.0
2024-12-01,72686.0
2025-01-01,73021.0
2025-02-01,73492.0
2025-03-01,74763.0
2025-04-01,76628.0
2025-05-01,77721.0
2025-06-01,76666.0
2025-07-01,78171.0
2025-08-01,78845.0
