Tarih,TP_IYABGS3S_S05_X
2015-06-01,475.0
2015-07-01,469.0
2015-08-01,465.0
2015-09-01,464.0
2015-10-01,461.0
2015-11-01,464.0
2015-12-01,464.0
2016-01-01,450.0
2016-02-01,456.0
2016-03-01,457.0
2016-04-01,463.0
2016-05-01,468.0
2016-06-01,473.0
2016-07-01,461.0
2016-08-01,460.0
2016-09-01,458.0
2016-10-01,471.0
2016-11-01,469.0
2016-12-01,467.0
2017-01-01,462.0
2017-02-01,464.0
2017-03-01,470.0
2017-04-01,444.0
2017-05-01,454.0
2017-06-01,456.0
2017-07-01,449.0
2017-08-01,449.0
2017-09-01,453.0
2017-10-01,451.0
2017-11-01,451.0
2017-12-01,450.0
2018-01-01,453.0
2018-02-01,456.0
2018-03-01,452.0
2018-04-01,451.0
2018-05-01,463.0
2018-06-01,460.0
2018-07-01,446.0
2018-08-01,445.0
2018-09-01,445.0
2018-10-01,456.0
2018-11-01,454.0
2018-12-01,454.0
2019-01-01,363.0
2019-02-01,365.0
2019-03-01,361.0
2019-04-01,359.0
2019-05-01,364.0
2019-06-01,362.0
2019-07-01,363.0
2019-08-01,364.0
2019-09-01,367.0
2019-10-01,366.0
2019-11-01,369.0
2019-12-01,369.0
2020-01-01,368.0
2020-02-01,378.0
2020-03-01,374.0
2020-04-01,347.0
2020-05-01,365.0
2020-06-01,371.0
2020-07-01,374.0
2020-08-01,376.0
2020-09-01,376.0
2020-10-01,378.0
2020-11-01,374.0
2020-12-01,383.0
2021-01-01,375.0
2021-02-01,371.0
2021-03-01,378.0
2021-04-01,374.0
2021-05-01,383.0
2021-06-01,388.0
2021-07-01,368.0
2021-08-01,384.0
2021-09-01,390.0
2021-10-01,380.0
2021-11-01,383.0
2021-12-01,389.0
2022-01-01,391.0
2022-02-01,379.0
2022-03-01,391.0
2022-04-01,375.0
2022-05-01,391.0
2022-06-01,400.0
2022-07-01,389.0
2022-08-01,388.0
2022-09-01,387.0
2022-10-01,388.0
2022-11-01,384.0
2022-12-01,378.0
2023-01-01,394.0
2023-02-01,372.0
2023-03-01,379.0
2023-04-01,381.0
2023-05-01,358.0
2023-06-01,363.0
2023-07-01,363.0
2023-08-01,360.0
2023-09-01,363.0
2023-10-01,357.0
2023-11-01,369.0
2023-12-01,359.0
2024-01-01,355.0
2024-02-01,356.0
2024-03-01,359.0
2024-04-01,354.0
2024-05-01,375.0
2024-06-01,366.0
2024-07-01,384.0
2024-08-01,377.0
2024-09-01,377.0
2024-10-01,380.0
2024-11-01,370.0
2024-12-01,375.0
2025-01-01,376.0
2025-02-01,376.0
2025-03-01,379.0
2025-04-01,379.0
2025-05-01,417.0
2025-06-01,415.0
2025-07-01,414.0
2025-08-01,416.0
2025-09-01,411.0
