Tarih,TP_KALANVADE_K4
2016-04-01,4198.0
2016-05-01,4241.0
2016-06-01,4391.0
2016-07-01,6111.0
2016-08-01,6245.0
2016-09-01,5458.0
2016-10-01,5436.0
2016-11-01,5443.0
2016-12-01,6113.0
2017-01-01,6117.0
2017-02-01,5342.0
2017-03-01,6433.0
2017-04-01,8028.0
2017-05-01,8021.0
2017-06-01,7954.0
2017-07-01,6341.0
2017-08-01,6296.0
2017-09-01,5812.0
2017-10-01,6933.0
2017-11-01,6454.0
2017-12-01,5723.0
2018-01-01,5715.0
2018-02-01,5806.0
2018-03-01,5619.0
2018-04-01,4412.0
2018-05-01,4315.0
2018-06-01,4311.0
2018-07-01,4263.0
2018-08-01,4736.0
2018-09-01,4602.0
2018-10-01,3893.0
2018-11-01,4450.0
2018-12-01,4686.0
2019-01-01,4614.0
2019-02-01,4588.0
2019-03-01,3577.0
2019-04-01,3027.0
2019-05-01,3875.0
2019-06-01,5043.0
2019-07-01,4932.0
2019-08-01,4629.0
2019-09-01,4617.0
2019-10-01,4644.0
2019-11-01,3705.0
2019-12-01,4291.0
2020-01-01,4231.0
2020-02-01,4352.0
2020-03-01,7121.0
2020-04-01,7118.0
2020-05-01,6260.0
2020-06-01,5670.0
2020-07-01,5797.0
2020-08-01,5831.0
2020-09-01,5854.0
2020-10-01,5807.0
2020-11-01,6408.0
2020-12-01,5928.0
2021-01-01,5982.0
2021-02-01,7137.0
2021-03-01,4571.0
2021-04-01,5689.0
2021-05-01,5446.0
2021-06-01,4934.0
2021-07-01,5070.0
2021-08-01,5079.0
2021-09-01,5982.0
2021-10-01,5888.0
2021-11-01,5195.0
2021-12-01,5080.0
2022-01-01,4949.0
2022-02-01,3828.0
2022-03-01,2926.0
2022-04-01,3852.0
2022-05-01,3818.0
2022-06-01,3641.0
2022-07-01,3701.0
2022-08-01,3569.0
2022-09-01,2712.0
2022-10-01,2680.0
2022-11-01,2926.0
2022-12-01,3188.0
2023-01-01,3335.0
2023-02-01,3261.0
2023-03-01,3846.0
2023-04-01,2758.0
2023-05-01,2653.0
2023-06-01,2670.0
2023-07-01,2693.0
2023-08-01,3359.0
2023-09-01,4042.0
2023-10-01,4011.0
2023-11-01,5254.0
2023-12-01,5300.0
2024-01-01,5265.0
2024-02-01,6322.0
2024-03-01,7793.0
2024-04-01,6686.0
2024-05-01,6972.0
2024-06-01,7157.0
2024-07-01,7071.0
2024-08-01,6498.0
2024-09-01,5669.0
2024-10-01,5590.0
2024-11-01,5742.0
2024-12-01,6401.0
2025-01-01,5679.0
2025-02-01,6265.0
2025-03-01,5867.0
2025-04-01,6187.0
2025-05-01,6207.0
2025-06-01,7449.0
2025-07-01,7199.0
2025-08-01,7362.0
