Tarih,TP_KALANVADE_K13
2016-04-01,33789.0
2016-05-01,34058.0
2016-06-01,35582.0
2016-07-01,34832.0
2016-08-01,35131.0
2016-09-01,34677.0
2016-10-01,35143.0
2016-11-01,35295.0
2016-12-01,36698.0
2017-01-01,37308.0
2017-02-01,36563.0
2017-03-01,37968.0
2017-04-01,38655.0
2017-05-01,40939.0
2017-06-01,41329.0
2017-07-01,42939.0
2017-08-01,42957.0
2017-09-01,42515.0
2017-10-01,43365.0
2017-11-01,43616.0
2017-12-01,45021.0
2018-01-01,46922.0
2018-02-01,46261.0
2018-03-01,46638.0
2018-04-01,47529.0
2018-05-01,48118.0
2018-06-01,47134.0
2018-07-01,47762.0
2018-08-01,45651.0
2018-09-01,45602.0
2018-10-01,46150.0
2018-11-01,46686.0
2018-12-01,47807.0
2019-01-01,48868.0
2019-02-01,49894.0
2019-03-01,51796.0
2019-04-01,53165.0
2019-05-01,54792.0
2019-06-01,54728.0
2019-07-01,55823.0
2019-08-01,52852.0
2019-09-01,53923.0
2019-10-01,51041.37
2019-11-01,48640.0
2019-12-01,50628.0
2020-01-01,55723.0
2020-02-01,54390.0
2020-03-01,53820.0
2020-04-01,49686.0
2020-05-01,46849.0
2020-06-01,47261.0
2020-07-01,49676.0
2020-08-01,51550.0
2020-09-01,54028.0
2020-10-01,54165.0
2020-11-01,55402.0
2020-12-01,56679.0
2021-01-01,54285.0
2021-02-01,54147.0
2021-03-01,57786.0
2021-04-01,59676.0
2021-05-01,59413.0
2021-06-01,33785.0
2021-07-01,36548.0
2021-08-01,37892.0
2021-09-01,38364.0
2021-10-01,40379.0
2021-11-01,42465.0
2021-12-01,45541.0
2022-01-01,43291.0
2022-02-01,43917.0
2022-03-01,45159.0
2022-04-01,46460.0
2022-05-01,46763.0
2022-06-01,47223.0
2022-07-01,47222.0
2022-08-01,48498.0
2022-09-01,48791.0
2022-10-01,49164.0
2022-11-01,49477.0
2022-12-01,49786.0
2023-01-01,53368.0
2023-02-01,52895.0
2023-03-01,52860.0
2023-04-01,52434.0
2023-05-01,53379.0
2023-06-01,51727.0
2023-07-01,51745.0
2023-08-01,51575.0
2023-09-01,50270.0
2023-10-01,56120.0
2023-11-01,54719.0
2023-12-01,56092.0
2024-01-01,55665.0
2024-02-01,54719.0
2024-03-01,55172.0
2024-04-01,57300.0
2024-05-01,57926.0
2024-06-01,56874.0
2024-07-01,57088.0
2024-08-01,56103.0
2024-09-01,55284.0
2024-10-01,56546.0
2024-11-01,57000.0
2024-12-01,59810.0
2025-01-01,59413.0
2025-02-01,60186.0
2025-03-01,61112.0
2025-04-01,62243.0
2025-05-01,62580.0
2025-06-01,61868.0
2025-07-01,62919.0
2025-08-01,62246.0
