Tarih,TP_KALANVADE_K1
2016-04-01,1137.0
2016-05-01,1091.0
2016-06-01,1064.0
2016-07-01,1029.0
2016-08-01,981.0
2016-09-01,941.0
2016-10-01,877.0
2016-11-01,843.0
2016-12-01,826.0
2017-01-01,834.0
2017-02-01,817.0
2017-03-01,811.0
2017-04-01,809.0
2017-05-01,804.0
2017-06-01,808.0
2017-07-01,791.0
2017-08-01,761.0
2017-09-01,703.0
2017-10-01,671.0
2017-11-01,669.0
2017-12-01,663.0
2018-01-01,675.0
2018-02-01,664.0
2018-03-01,652.0
2018-04-01,627.0
2018-05-01,592.0
2018-06-01,577.0
2018-07-01,558.0
2018-08-01,1520.0
2018-09-01,5496.0
2018-10-01,5715.0
2018-11-01,5931.0
2018-12-01,5914.0
2019-01-01,5918.0
2019-02-01,5915.0
2019-03-01,5898.0
2019-04-01,5424.0
2019-05-01,5418.0
2019-06-01,6492.0
2019-07-01,6471.0
2019-08-01,6412.0
2019-09-01,6397.0
2019-10-01,6406.0
2019-11-01,6402.0
2019-12-01,8413.0
2020-01-01,8412.0
2020-02-01,8395.0
2020-03-01,8385.0
2020-04-01,9370.0
2020-05-01,19372.0
2020-06-01,19633.0
2020-07-01,20095.0
2020-08-01,20694.0
2020-09-01,21021.0
2020-10-01,21132.0
2020-11-01,21309.0
2020-12-01,21382.0
2021-01-01,22752.0
2021-02-01,22774.0
2021-03-01,22662.0
2021-04-01,23834.0
2021-05-01,23621.0
2021-06-01,27071.0
2021-07-01,27097.0
2021-08-01,27026.0
2021-09-01,26019.0
2021-10-01,26086.0
2021-11-01,26020.0
2021-12-01,26052.0
2022-01-01,27164.0
2022-02-01,29837.0
2022-03-01,29812.0
2022-04-01,29444.0
2022-05-01,29429.0
2022-06-01,29428.0
2022-07-01,29754.0
2022-08-01,31610.0
2022-09-01,31975.0
2022-10-01,32269.0
2022-11-01,32483.0
2022-12-01,32790.0
2023-01-01,33646.0
2023-02-01,33793.0
2023-03-01,39321.0
2023-04-01,40291.0
2023-05-01,44416.0
2023-06-01,44378.0
2023-07-01,46356.0
2023-08-01,45989.0
2023-09-01,45714.0
2023-10-01,45796.0
2023-11-01,46263.0
2023-12-01,46360.0
2024-01-01,46103.0
2024-02-01,45999.0
2024-03-01,45918.0
2024-04-01,45567.0
2024-05-01,44662.0
2024-06-01,44691.0
2024-07-01,38674.0
2024-08-01,38130.0
2024-09-01,38372.0
2024-10-01,37554.0
2024-11-01,36135.0
2024-12-01,34775.0
2025-01-01,31528.0
2025-02-01,31644.0
2025-03-01,30165.0
2025-04-01,29735.0
2025-05-01,29553.0
2025-06-01,29335.0
2025-07-01,28853.0
2025-08-01,27536.0
