Tarih,TP_KALANVADE_K14
2016-04-01,30123.0
2016-05-01,30563.0
2016-06-01,32000.0
2016-07-01,31255.0
2016-08-01,31539.0
2016-09-01,31049.0
2016-10-01,31534.0
2016-11-01,31623.0
2016-12-01,33031.0
2017-01-01,33698.0
2017-02-01,32940.0
2017-03-01,34332.0
2017-04-01,34996.0
2017-05-01,37191.0
2017-06-01,37527.0
2017-07-01,39069.0
2017-08-01,39010.0
2017-09-01,38748.0
2017-10-01,39389.0
2017-11-01,39566.0
2017-12-01,40849.0
2018-01-01,42642.0
2018-02-01,41997.0
2018-03-01,42230.0
2018-04-01,43060.0
2018-05-01,43710.0
2018-06-01,42743.0
2018-07-01,43294.0
2018-08-01,41126.0
2018-09-01,40537.0
2018-10-01,40255.0
2018-11-01,39952.0
2018-12-01,40034.0
2019-01-01,40267.0
2019-02-01,40324.0
2019-03-01,41276.0
2019-04-01,41780.0
2019-05-01,42522.0
2019-06-01,41118.0
2019-07-01,41961.0
2019-08-01,41247.0
2019-09-01,41718.0
2019-10-01,42874.0
2019-11-01,43724.0
2019-12-01,45553.0
2020-01-01,51200.0
2020-02-01,50239.0
2020-03-01,49894.0
2020-04-01,46078.0
2020-05-01,43491.0
2020-06-01,43946.0
2020-07-01,46353.0
2020-08-01,48382.0
2020-09-01,50889.0
2020-10-01,51239.0
2020-11-01,52590.0
2020-12-01,53663.0
2021-01-01,51538.0
2021-02-01,51424.0
2021-03-01,54985.0
2021-04-01,56890.0
2021-05-01,56748.0
2021-06-01,31124.0
2021-07-01,33912.0
2021-08-01,35234.0
2021-09-01,35628.0
2021-10-01,37609.0
2021-11-01,39646.0
2021-12-01,42624.0
2022-01-01,40245.0
2022-02-01,40715.0
2022-03-01,41582.0
2022-04-01,43251.0
2022-05-01,43928.0
2022-06-01,44567.0
2022-07-01,44613.0
2022-08-01,45781.0
2022-09-01,46091.0
2022-10-01,46473.0
2022-11-01,46756.0
2022-12-01,47016.0
2023-01-01,50383.0
2023-02-01,49927.0
2023-03-01,49852.0
2023-04-01,49680.0
2023-05-01,50601.0
2023-06-01,48878.0
2023-07-01,48691.0
2023-08-01,48596.0
2023-09-01,47418.0
2023-10-01,53411.0
2023-11-01,51894.0
2023-12-01,52847.0
2024-01-01,52026.0
2024-02-01,51329.0
2024-03-01,52097.0
2024-04-01,54387.0
2024-05-01,54905.0
2024-06-01,53643.0
2024-07-01,52839.0
2024-08-01,52542.0
2024-09-01,51695.0
2024-10-01,53234.0
2024-11-01,52942.0
2024-12-01,55169.0
2025-01-01,54888.0
2025-02-01,55327.0
2025-03-01,56430.0
2025-04-01,57558.0
2025-05-01,58103.0
2025-06-01,57459.0
2025-07-01,58318.0
2025-08-01,57526.0
