Tarih,TP_KALANVADE_K7
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,6443.0
2011-08-01,7200.0
2011-09-01,7735.0
2011-10-01,7198.0
2011-11-01,7218.0
2011-12-01,8781.0
2012-01-01,9173.0
2012-02-01,10391.0
2012-03-01,10164.0
2012-04-01,10036.0
2012-05-01,10420.0
2012-06-01,10525.0
2012-07-01,9130.0
2012-08-01,9779.0
2012-09-01,10515.0
2012-10-01,10568.0
2012-11-01,10838.0
2012-12-01,11185.0
2013-01-01,11324.0
2013-02-01,11209.0
2013-03-01,11407.0
2013-04-01,11692.0
2013-05-01,11902.0
2013-06-01,12084.0
2013-07-01,12505.0
2013-08-01,13050.0
2013-09-01,13494.0
2013-10-01,13985.0
2013-11-01,14083.0
2013-12-01,14495.0
2014-01-01,14329.0
2014-02-01,14497.0
2014-03-01,14584.0
2014-04-01,15293.0
2014-05-01,14960.0
2014-06-01,15357.0
2014-07-01,15860.0
2014-08-01,16099.0
2014-09-01,16173.0
2014-10-01,16377.0
2014-11-01,16905.0
2014-12-01,16708.0
2015-01-01,15677.0
2015-02-01,15752.0
2015-03-01,16052.0
2015-04-01,16041.0
2015-05-01,16333.0
2015-06-01,17216.0
2015-07-01,18144.0
2015-08-01,18864.0
2015-09-01,18728.0
2015-10-01,18921.0
2015-11-01,18374.0
2015-12-01,18733.0
2016-01-01,18589.0
2016-02-01,18609.0
2016-03-01,19566.0
