Tarih,TP_KALANVADE_K7
2016-04-01,19616.0
2016-05-01,19603.0
2016-06-01,20002.0
2016-07-01,19643.0
2016-08-01,19550.0
2016-09-01,19353.0
2016-10-01,18519.0
2016-11-01,17960.0
2016-12-01,16671.0
2017-01-01,16690.0
2017-02-01,16608.0
2017-03-01,16774.0
2017-04-01,17023.0
2017-05-01,17673.0
2017-06-01,18011.0
2017-07-01,18440.0
2017-08-01,19496.0
2017-09-01,19042.0
2017-10-01,18940.0
2017-11-01,19409.0
2017-12-01,19583.0
2018-01-01,20615.0
2018-02-01,20626.0
2018-03-01,20756.0
2018-04-01,20532.0
2018-05-01,19854.0
2018-06-01,19045.0
2018-07-01,19409.0
2018-08-01,18982.0
2018-09-01,18976.0
2018-10-01,18488.0
2018-11-01,18381.0
2018-12-01,18833.0
2019-01-01,18977.0
2019-02-01,19118.0
2019-03-01,19442.0
2019-04-01,19475.0
2019-05-01,19673.0
2019-06-01,20025.0
2019-07-01,20435.0
2019-08-01,20650.0
2019-09-01,20625.0
2019-10-01,20847.0
2019-11-01,20794.0
2019-12-01,21083.0
2020-01-01,21065.0
2020-02-01,21067.0
2020-03-01,21076.0
2020-04-01,20901.0
2020-05-01,21047.0
2020-06-01,20693.0
2020-07-01,21490.0
2020-08-01,21749.0
2020-09-01,21449.0
2020-10-01,21338.0
2020-11-01,20334.0
2020-12-01,20110.0
2021-01-01,19843.0
2021-02-01,20018.0
2021-03-01,19673.0
2021-04-01,20083.0
2021-05-01,20724.0
2021-06-01,15479.0
2021-07-01,15860.0
2021-08-01,15735.0
2021-09-01,15973.0
2021-10-01,15321.0
2021-11-01,15203.0
2021-12-01,15213.0
2022-01-01,15368.0
2022-02-01,15300.0
2022-03-01,15511.0
2022-04-01,15088.0
2022-05-01,15425.0
2022-06-01,15913.0
2022-07-01,16363.0
2022-08-01,16707.0
2022-09-01,17569.0
2022-10-01,17896.0
2022-11-01,19237.0
2022-12-01,20278.0
2023-01-01,21031.0
2023-02-01,20231.0
2023-03-01,21675.0
2023-04-01,21500.0
2023-05-01,20550.0
2023-06-01,20386.0
2023-07-01,20651.0
2023-08-01,20338.0
2023-09-01,19699.0
2023-10-01,19969.0
2023-11-01,19854.0
2023-12-01,20000.0
2024-01-01,19546.0
2024-02-01,19121.0
2024-03-01,19178.0
2024-04-01,19260.0
2024-05-01,18631.0
2024-06-01,18839.0
2024-07-01,19121.0
2024-08-01,20059.0
2024-09-01,19765.0
2024-10-01,19596.0
2024-11-01,18677.0
2024-12-01,18598.0
2025-01-01,18304.0
2025-02-01,18810.0
2025-03-01,19474.0
2025-04-01,20418.0
2025-05-01,20440.0
2025-06-01,20923.0
2025-07-01,20899.0
2025-08-01,20765.0
