Tarih,TP_KALANVADE_K10
2016-04-01,14240.0
2016-05-01,13423.0
2016-06-01,13969.0
2016-07-01,13553.0
2016-08-01,14279.0
2016-09-01,14468.0
2016-10-01,13760.0
2016-11-01,12642.0
2016-12-01,12165.0
2017-01-01,12171.0
2017-02-01,14210.0
2017-03-01,14206.0
2017-04-01,13236.0
2017-05-01,13482.0
2017-06-01,14729.0
2017-07-01,14019.0
2017-08-01,13810.0
2017-09-01,13319.0
2017-10-01,12666.0
2017-11-01,12393.0
2017-12-01,13127.0
2018-01-01,14180.0
2018-02-01,14926.0
2018-03-01,14452.0
2018-04-01,14749.0
2018-05-01,13690.0
2018-06-01,13405.0
2018-07-01,12534.0
2018-08-01,10254.0
2018-09-01,10918.0
2018-10-01,12881.0
2018-11-01,14754.0
2018-12-01,14045.0
2019-01-01,15699.0
2019-02-01,15539.0
2019-03-01,15044.0
2019-04-01,13548.0
2019-05-01,13302.0
2019-06-01,13692.0
2019-07-01,14181.0
2019-08-01,13423.0
2019-09-01,13544.0
2019-10-01,13712.0
2019-11-01,13770.0
2019-12-01,13636.0
2020-01-01,15198.0
2020-02-01,15463.0
2020-03-01,14644.0
2020-04-01,14245.0
2020-05-01,15440.0
2020-06-01,15726.0
2020-07-01,15688.0
2020-08-01,16376.0
2020-09-01,14816.0
2020-10-01,13719.0
2020-11-01,14837.0
2020-12-01,15724.0
2021-01-01,17203.0
2021-02-01,17931.0
2021-03-01,15315.0
2021-04-01,15956.0
2021-05-01,15560.0
2021-06-01,14310.0
2021-07-01,14797.0
2021-08-01,15561.0
2021-09-01,14128.0
2021-10-01,13280.0
2021-11-01,10357.0
2021-12-01,9445.0
2022-01-01,10188.0
2022-02-01,11954.0
2022-03-01,11512.0
2022-04-01,11761.0
2022-05-01,10955.0
2022-06-01,10883.0
2022-07-01,10535.0
2022-08-01,10548.0
2022-09-01,11022.0
2022-10-01,11585.0
2022-11-01,11867.0
2022-12-01,12286.0
2023-01-01,14231.0
2023-02-01,16058.0
2023-03-01,16533.0
2023-04-01,16257.0
2023-05-01,16055.0
2023-06-01,13804.0
2023-07-01,13565.0
2023-08-01,14172.0
2023-09-01,14344.0
2023-10-01,14678.0
2023-11-01,14969.0
2023-12-01,15142.0
2024-01-01,16778.0
2024-02-01,16533.0
2024-03-01,16496.0
2024-04-01,18327.0
2024-05-01,20538.0
2024-06-01,19406.0
2024-07-01,20429.0
2024-08-01,18501.0
2024-09-01,19204.0
2024-10-01,20919.0
2024-11-01,20296.0
2024-12-01,20204.0
2025-01-01,22748.0
2025-02-01,21102.0
2025-03-01,21288.0
2025-04-01,20683.0
2025-05-01,22737.0
2025-06-01,22404.0
2025-07-01,24152.0
2025-08-01,22844.0
