Tarih,TP_KALANVADE_K12
2016-04-01,62770.0
2016-05-01,63346.0
2016-06-01,63865.0
2016-07-01,62065.0
2016-08-01,62421.0
2016-09-01,61572.0
2016-10-01,61912.0
2016-11-01,62022.0
2016-12-01,60969.0
2017-01-01,60923.0
2017-02-01,60130.0
2017-03-01,60419.0
2017-04-01,63023.0
2017-05-01,66179.0
2017-06-01,66543.0
2017-07-01,68951.0
2017-08-01,69927.0
2017-09-01,68069.0
2017-10-01,69308.0
2017-11-01,69523.0
2017-12-01,70662.0
2018-01-01,73985.0
2018-02-01,73788.0
2018-03-01,72677.0
2018-04-01,72599.0
2018-05-01,73206.0
2018-06-01,72103.0
2018-07-01,73426.0
2018-08-01,70584.0
2018-09-01,71268.0
2018-10-01,71379.0
2018-11-01,72044.0
2018-12-01,74346.0
2019-01-01,74949.0
2019-02-01,75364.0
2019-03-01,76411.0
2019-04-01,78489.0
2019-05-01,80604.0
2019-06-01,80949.0
2019-07-01,81320.0
2019-08-01,77214.0
2019-09-01,78233.0
2019-10-01,75870.37
2019-11-01,73423.0
2019-12-01,73952.0
2020-01-01,78740.0
2020-02-01,76865.0
2020-03-01,77514.0
2020-04-01,71642.0
2020-05-01,67503.0
2020-06-01,66964.0
2020-07-01,68372.0
2020-08-01,70155.0
2020-09-01,72001.0
2020-10-01,71124.0
2020-11-01,73059.0
2020-12-01,75448.0
2021-01-01,72848.0
2021-02-01,72805.0
2021-03-01,74145.0
2021-04-01,75815.0
2021-05-01,74996.0
2021-06-01,49127.0
2021-07-01,52483.0
2021-08-01,53185.0
2021-09-01,52799.0
2021-10-01,55799.0
2021-11-01,56653.0
2021-12-01,60288.0
2022-01-01,58725.0
2022-02-01,59311.0
2022-03-01,62981.0
2022-04-01,65189.0
2022-05-01,65731.0
2022-06-01,66718.0
2022-07-01,65794.0
2022-08-01,66938.0
2022-09-01,66992.0
2022-10-01,67408.0
2022-11-01,68372.0
2022-12-01,70154.0
2023-01-01,72339.0
2023-02-01,72386.0
2023-03-01,71117.0
2023-04-01,69700.0
2023-05-01,70749.0
2023-06-01,69033.0
2023-07-01,69847.0
2023-08-01,69891.0
2023-09-01,68466.0
2023-10-01,75101.0
2023-11-01,76152.0
2023-12-01,75367.0
2024-01-01,74014.0
2024-02-01,73573.0
2024-03-01,75117.0
2024-04-01,77197.0
2024-05-01,78044.0
2024-06-01,77397.0
2024-07-01,77599.0
2024-08-01,77003.0
2024-09-01,77462.0
2024-10-01,78719.0
2024-11-01,78032.33
2024-12-01,78640.0
2025-01-01,79200.0
2025-02-01,79752.0
2025-03-01,80314.0
2025-04-01,82097.0
2025-05-01,83460.0
2025-06-01,81638.0
2025-07-01,83420.0
2025-08-01,84367.0
