Tarih,TP_DT_IH_FIY_D02_2010
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,114.5488651327
2013-02-01,115.929132884
2013-03-01,113.0864780517
2013-04-01,113.1877958031
2013-05-01,114.1636119369
2013-06-01,114.5993865678
2013-07-01,114.2349677054
2013-08-01,115.7171387884
2013-09-01,115.5996845193
2013-10-01,115.8514612702
2013-11-01,115.0282189242
2013-12-01,115.5840617541
2014-01-01,118.6060202156
2014-02-01,115.9432225627
2014-03-01,115.6895997643
2014-04-01,116.6514758158
2014-05-01,116.1306575882
2014-06-01,116.4446689827
2014-07-01,117.8236122755
2014-08-01,113.393839254
2014-09-01,110.9726850183
2014-10-01,110.4085379705
2014-11-01,108.500720516
2014-12-01,106.0993148706
2015-01-01,104.5956184883
2015-02-01,101.6260583567
2015-03-01,99.0381545045
2015-04-01,97.4023777385
2015-05-01,102.1667742877
2015-06-01,101.4999160944
2015-07-01,100.7169585154
2015-08-01,98.6198452661
2015-09-01,100.6989183604
2015-10-01,99.7626567547
2015-11-01,95.5774846054
2015-12-01,98.2952370279
2016-01-01,95.6988884697
2016-02-01,97.453462353
