Tarih,TP_DT_IH_FIY_D17_2010
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,87.0014842127
2013-02-01,88.8150833212
2013-03-01,90.0889784952
2013-04-01,88.680511573
2013-05-01,86.4378189989
2013-06-01,86.3548787247
2013-07-01,82.5027892624
2013-08-01,86.5349944727
2013-09-01,87.4698828639
2013-10-01,93.551890116
2013-11-01,93.0700419517
2013-12-01,93.1332978026
2014-01-01,91.5127281201
2014-02-01,89.7612377722
2014-03-01,91.0329961554
2014-04-01,90.3637563663
2014-05-01,89.36985144
2014-06-01,91.5277325842
2014-07-01,91.9309762175
2014-08-01,94.7545222315
2014-09-01,101.0061443128
2014-10-01,107.2110961609
2014-11-01,106.4926288212
2014-12-01,105.5039068537
2015-01-01,103.2146521256
2015-02-01,104.9512863806
2015-03-01,101.9004142201
2015-04-01,101.6501402722
2015-05-01,103.8568281046
2015-06-01,105.2196710498
2015-07-01,104.5573263438
2015-08-01,102.6502724931
2015-09-01,93.3740474346
2015-10-01,92.0673379959
2015-11-01,92.4023443419
2015-12-01,94.1556792377
2016-01-01,92.0221087833
2016-02-01,91.4653230564
