Tarih,TP_DT_IH_FIY_D15_2010
2016-03-01,96.1818874804
2016-04-01,95.627652222
2016-05-01,92.6417122391
2016-06-01,98.1278765445
2016-07-01,99.5263001104
2016-08-01,91.2665948973
2016-09-01,90.1019332316
2016-10-01,86.6682107627
2016-11-01,86.927290171
2016-12-01,91.0787743282
2017-01-01,92.8982390482
2017-02-01,89.9817454951
2017-03-01,86.8673225488
2017-04-01,86.6991296984
2017-05-01,87.7379978083
2017-06-01,97.0553812909
2017-07-01,94.5596009831
2017-08-01,92.9953191745
2017-09-01,91.701527705
2017-10-01,89.0005506202
2017-11-01,91.2295882181
2017-12-01,96.572881974
2018-01-01,100.8627753192
2018-02-01,97.0288003989
2018-03-01,93.8602829898
2018-04-01,92.539609753
2018-05-01,89.061003151
2018-06-01,96.6872151803
2018-07-01,90.7565421863
2018-08-01,86.6679951747
2018-09-01,82.3886550283
2018-10-01,81.3528987649
2018-11-01,82.7564011352
2018-12-01,89.1713836159
2019-01-01,90.6323563954
2019-02-01,87.0188117073
2019-03-01,85.5388221782
2019-04-01,82.9170455892
2019-05-01,85.671257858
2019-06-01,89.1571344488
2019-07-01,86.2939601714
2019-08-01,84.6833580473
2019-09-01,80.8007428044
2019-10-01,80.097690725
2019-11-01,81.7329890037
2019-12-01,86.8035683146
2020-01-01,88.626227527
2020-02-01,82.8531204441
2020-03-01,82.2335788759
2020-04-01,91.6583298736
2020-05-01,85.0696578882
2020-06-01,83.9857461463
2020-07-01,88.4239996439
2020-08-01,86.9476479185
2020-09-01,79.8441323381
2020-10-01,77.0704543222
2020-11-01,78.8238355476
2020-12-01,85.6238812455
2021-01-01,84.9975506948
2021-02-01,81.9474699721
2021-03-01,77.7943536259
2021-04-01,80.0664221756
2021-05-01,86.5340716427
2021-06-01,86.1888574804
2021-07-01,87.2285185638
2021-08-01,82.9170913663
2021-09-01,77.8766239309
2021-10-01,76.9460840299
2021-11-01,78.9292426596
2021-12-01,84.0767945693
2022-01-01,88.0812505628
2022-02-01,86.6630747936
2022-03-01,85.7629351324
2022-04-01,89.4620331145
2022-05-01,85.4188112264
2022-06-01,88.3195515231
2022-07-01,90.4942366159
2022-08-01,85.2854238698
2022-09-01,83.189931086
2022-10-01,80.4443359132
2022-11-01,85.7667320807
2022-12-01,96.6640141135
2023-01-01,98.1147921953
2023-02-01,96.9434830077
2023-03-01,92.8062759895
2023-04-01,100.4831924747
2023-05-01,94.5414630462
2023-06-01,99.9885107831
2023-07-01,99.1291425333
2023-08-01,92.0357458005
2023-09-01,87.6087035606
2023-10-01,85.4219168378
2023-11-01,89.5856437764
2023-12-01,95.488810478
2024-01-01,97.965081971
2024-02-01,91.5233544307
2024-03-01,91.553210453
2024-04-01,96.1115797922
2024-05-01,96.3725064782
2024-06-01,103.0841202819
2024-07-01,100.5227938078
2024-08-01,97.1609521914
2024-09-01,92.4823314717
2024-10-01,91.5460427817
2024-11-01,93.0107024028
2024-12-01,96.0532365485
2025-01-01,97.0983732517
2025-02-01,94.6202895633
2025-03-01,100.5271755456
2025-04-01,102.360050855
2025-05-01,103.4730792365
2025-06-01,111.6109126627
2025-07-01,109.5826859166
2025-08-01,104.2130727888
