Tarih,TP_DT_IH_FIY_D08_2010
2016-03-01,97.5525685347
2016-04-01,97.7868619651
2016-05-01,96.930043463
2016-06-01,97.1085287775
2016-07-01,97.4085498879
2016-08-01,99.7583277289
2016-09-01,96.5253886842
2016-10-01,97.7355994239
2016-11-01,94.5837204102
2016-12-01,93.3982069128
2017-01-01,92.1732928976
2017-02-01,95.8581181037
2017-03-01,94.9447618422
2017-04-01,92.9972395903
2017-05-01,94.6987938563
2017-06-01,99.0483137702
2017-07-01,97.1337904079
2017-08-01,98.1693493657
2017-09-01,102.5409861443
2017-10-01,99.8152104466
2017-11-01,101.2629485767
2017-12-01,99.8166543211
2018-01-01,101.9698009237
2018-02-01,103.3565913563
2018-03-01,102.3890836008
2018-04-01,101.9827654063
2018-05-01,98.4068595646
2018-06-01,99.0071061288
2018-07-01,98.0464376649
2018-08-01,98.7192127743
2018-09-01,98.9303669895
2018-10-01,96.8286335821
2018-11-01,96.6941085167
2018-12-01,97.1794155307
2019-01-01,94.7279288489
2019-02-01,97.8115527217
2019-03-01,98.2154532078
2019-04-01,94.6057595968
2019-05-01,95.8137938955
2019-06-01,98.4858851111
2019-07-01,95.0987886923
2019-08-01,95.8918708361
2019-09-01,94.5870047903
2019-10-01,94.2241570779
2019-11-01,94.2719974041
2019-12-01,95.6046888846
2020-01-01,92.9892863077
2020-02-01,93.4058030834
2020-03-01,93.1267757769
2020-04-01,91.7888497897
2020-05-01,91.7612824042
2020-06-01,92.4170056187
2020-07-01,94.1335216035
2020-08-01,94.9595200763
2020-09-01,96.3925051321
2020-10-01,93.7081199279
2020-11-01,93.9541068144
2020-12-01,96.8552062204
2021-01-01,97.9739961831
2021-02-01,97.8767624344
2021-03-01,94.3147894307
2021-04-01,95.4577573792
2021-05-01,98.0388691437
2021-06-01,95.5863887381
2021-07-01,98.7644922837
2021-08-01,98.4121339538
2021-09-01,98.8209573883
2021-10-01,100.2601598681
2021-11-01,100.0406581968
2021-12-01,100.2834357127
2022-01-01,100.0695582333
2022-02-01,104.0370643711
2022-03-01,103.0442791762
2022-04-01,103.0517374665
2022-05-01,103.4860005221
2022-06-01,107.0724596492
2022-07-01,103.644160573
2022-08-01,105.8503820412
2022-09-01,106.5297471047
2022-10-01,108.3109780521
2022-11-01,109.887702472
2022-12-01,115.4592813236
2023-01-01,114.9450585767
2023-02-01,118.1755110121
2023-03-01,118.2278231064
2023-04-01,121.4161599703
2023-05-01,120.3688589917
2023-06-01,123.6575685045
2023-07-01,124.360794414
2023-08-01,123.4272871568
2023-09-01,121.8014014035
2023-10-01,124.3769800309
2023-11-01,123.4118081193
2023-12-01,123.9611659204
2024-01-01,120.9735001765
2024-02-01,122.2296084509
2024-03-01,121.3173620784
2024-04-01,122.3617745293
2024-05-01,119.2151584905
2024-06-01,123.621518999
2024-07-01,124.3235554047
2024-08-01,125.1502435322
2024-09-01,124.8104909342
2024-10-01,122.8227144522
2024-11-01,123.2923798735
2024-12-01,125.6236647887
2025-01-01,120.1952090091
2025-02-01,123.60083461
2025-03-01,126.4279853911
2025-04-01,128.7389667839
2025-05-01,128.4547900946
2025-06-01,131.5992813892
2025-07-01,132.5236949011
2025-08-01,131.184342183
