Tarih,TP_DT_IH_FIY_D16_2010
2016-03-01,95.1911908752
2016-04-01,94.8944511168
2016-05-01,94.4126885528
2016-06-01,99.0725894861
2016-07-01,97.6450849236
2016-08-01,93.9283395093
2016-09-01,95.0807953011
2016-10-01,88.4385151008
2016-11-01,89.1548995686
2016-12-01,91.8818697206
2017-01-01,93.6149617127
2017-02-01,89.6893351054
2017-03-01,89.4529774863
2017-04-01,88.8372304826
2017-05-01,90.2100918298
2017-06-01,95.5130180071
2017-07-01,92.2757887134
2017-08-01,91.4353701345
2017-09-01,91.3780731194
2017-10-01,90.7449946667
2017-11-01,92.2837872655
2017-12-01,97.4996054986
2018-01-01,100.5644890249
2018-02-01,96.9549698001
2018-03-01,93.6234963277
2018-04-01,92.0654028333
2018-05-01,89.6627070847
2018-06-01,94.3872303068
2018-07-01,88.3211759597
2018-08-01,84.6925132527
2018-09-01,82.556418892
2018-10-01,83.1221970984
2018-11-01,87.8149224472
2018-12-01,92.436195379
2019-01-01,92.0913102762
2019-02-01,88.3008711234
2019-03-01,87.2034059051
2019-04-01,88.1478223901
2019-05-01,89.2009253555
2019-06-01,86.1594381156
2019-07-01,85.4388634784
2019-08-01,84.3841408235
2019-09-01,81.775575987
2019-10-01,85.1439662442
2019-11-01,88.9443191481
2019-12-01,95.2832768563
2020-01-01,89.9996231119
2020-02-01,85.3124941632
2020-03-01,86.0575585375
2020-04-01,86.6116178845
2020-05-01,82.5764837633
2020-06-01,87.6814739894
2020-07-01,89.3979397505
2020-08-01,87.877463465
2020-09-01,84.3670852289
2020-10-01,83.9432409479
2020-11-01,87.6612201252
2020-12-01,96.3157366015
2021-01-01,93.6438168661
2021-02-01,89.1400927441
2021-03-01,86.4774912735
2021-04-01,89.0837540602
2021-05-01,90.5441167766
2021-06-01,89.4938509582
2021-07-01,89.3284490371
2021-08-01,80.573530548
2021-09-01,81.4214155087
2021-10-01,83.5695417813
2021-11-01,86.8818005329
2021-12-01,92.6119512208
2022-01-01,91.9034291788
2022-02-01,89.7013537383
2022-03-01,87.6336744751
2022-04-01,90.1983339657
2022-05-01,86.3478836528
2022-06-01,88.8477478937
2022-07-01,90.7214189853
2022-08-01,88.634442297
2022-09-01,85.1046531144
2022-10-01,86.722206922
2022-11-01,88.4914830272
2022-12-01,98.7091631452
2023-01-01,98.0113199601
2023-02-01,98.356952621
2023-03-01,95.0195141657
2023-04-01,99.1604000179
2023-05-01,93.7359077668
2023-06-01,96.0398324068
2023-07-01,95.2852992622
2023-08-01,92.1448554553
2023-09-01,90.1221157659
2023-10-01,90.2624403691
2023-11-01,95.2774137646
2023-12-01,97.804431436
2024-01-01,100.9989335432
2024-02-01,92.3010688844
2024-03-01,93.3615456036
2024-04-01,93.9713346316
2024-05-01,94.3063246043
2024-06-01,97.79482605
2024-07-01,96.3767819345
2024-08-01,96.4606191141
2024-09-01,93.6059101819
2024-10-01,93.8215979811
2024-11-01,94.7846129018
2024-12-01,95.4947104678
2025-01-01,97.8538352491
2025-02-01,98.8845282436
2025-03-01,100.1598333636
2025-04-01,101.1043414329
2025-05-01,101.505296098
2025-06-01,104.1346492558
2025-07-01,100.9224344763
2025-08-01,99.659836026
