Tarih,TP_DT_IH_FIY_D14_2010
2016-03-01,96.8311583642
2016-04-01,98.9488465414
2016-05-01,98.8573399885
2016-06-01,98.1776109171
2016-07-01,96.6863371276
2016-08-01,98.8096007181
2016-09-01,98.057301756
2016-10-01,98.2584369704
2016-11-01,96.0461612482
2016-12-01,97.1222062418
2017-01-01,93.5672459671
2017-02-01,95.7703765855
2017-03-01,96.1044112231
2017-04-01,98.0770671768
2017-05-01,98.2073663733
2017-06-01,99.4026411319
2017-07-01,98.830088454
2017-08-01,99.5983591614
2017-09-01,100.32794549
2017-10-01,98.8423886794
2017-11-01,99.1337556242
2017-12-01,100.9527556123
2018-01-01,101.3966697353
2018-02-01,101.3155470835
2018-03-01,102.1091283233
2018-04-01,101.980972577
2018-05-01,100.1746353136
2018-06-01,99.4005470264
2018-07-01,98.9601381202
2018-08-01,96.6146149799
2018-09-01,96.1312135524
2018-10-01,97.2227795951
2018-11-01,95.9110998324
2018-12-01,94.5453816016
2019-01-01,98.583806917
2019-02-01,98.4352877698
2019-03-01,96.9639711759
2019-04-01,96.9536862365
2019-05-01,95.0076680672
2019-06-01,97.5835727586
2019-07-01,97.2671705796
2019-08-01,93.8398164698
2019-09-01,95.482686479
2019-10-01,96.0435937997
2019-11-01,98.2459016018
2019-12-01,96.634270968
2020-01-01,100.0794682553
2020-02-01,99.5833777197
2020-03-01,99.0112462887
2020-04-01,95.9140598336
2020-05-01,90.4118379325
2020-06-01,96.6475220905
2020-07-01,97.8634811205
2020-08-01,98.8953095703
2020-09-01,99.1955698716
2020-10-01,101.1483419292
2020-11-01,103.5281659286
2020-12-01,105.1423086265
2021-01-01,106.4644749422
2021-02-01,104.5085982058
2021-03-01,99.149833615
2021-04-01,92.2384437762
2021-05-01,84.9613950575
2021-06-01,75.7517768989
2021-07-01,92.4283032666
2021-08-01,92.157230364
2021-09-01,94.1867844597
2021-10-01,92.3226612893
2021-11-01,84.6580462821
2021-12-01,82.0047427045
2022-01-01,93.9653873265
2022-02-01,96.0284265676
2022-03-01,92.8498552897
2022-04-01,96.4996981592
2022-05-01,94.7345954366
2022-06-01,99.562935354
2022-07-01,97.1171471577
2022-08-01,96.3524035298
2022-09-01,94.0479921829
2022-10-01,95.9651399282
2022-11-01,93.4652058812
2022-12-01,82.3330664065
2023-01-01,89.4682956132
2023-02-01,92.2115828446
2023-03-01,93.8037536884
2023-04-01,81.8602566071
2023-05-01,92.183782668
2023-06-01,99.637231273
2023-07-01,94.9071639368
2023-08-01,95.5624723579
2023-09-01,96.0191221854
2023-10-01,96.1632342313
2023-11-01,96.5764153038
2023-12-01,78.8790057786
2024-01-01,90.7345925486
2024-02-01,88.9836937494
2024-03-01,98.141804207
2024-04-01,92.5792805144
2024-05-01,97.0289734696
2024-06-01,97.5491737319
2024-07-01,96.9279186982
2024-08-01,101.0991662687
2024-09-01,84.5839759958
2024-10-01,89.1626155702
2024-11-01,83.4032352963
2024-12-01,72.080214271
2025-01-01,91.0649777215
2025-02-01,97.1005813508
2025-03-01,92.2980070494
2025-04-01,89.9876134151
2025-05-01,93.6567807137
2025-06-01,86.8837197146
2025-07-01,95.9767493103
2025-08-01,100.6908580474
