Tarih,TP_DT_IH_FIY_D03_2010
2016-03-01,97.9952789382
2016-04-01,98.7306246017
2016-05-01,100.198964102
2016-06-01,97.2168317019
2016-07-01,99.2106186173
2016-08-01,100.2667274151
2016-09-01,99.7344615499
2016-10-01,98.3047928178
2016-11-01,96.181823839
2016-12-01,96.3535939841
2017-01-01,93.6647775755
2017-02-01,94.9318873749
2017-03-01,93.6733277213
2017-04-01,94.8464854951
2017-05-01,96.4789895289
2017-06-01,97.2250453715
2017-07-01,98.9370912966
2017-08-01,100.41289575
2017-09-01,103.6736602117
2017-10-01,103.3057673049
2017-11-01,101.9678160528
2017-12-01,102.7496481693
2018-01-01,102.3634147701
2018-02-01,105.6800060555
2018-03-01,104.1972822831
2018-04-01,103.9304835868
2018-05-01,101.2851325939
2018-06-01,98.6392767488
2018-07-01,99.1603158996
2018-08-01,98.8836200445
2018-09-01,98.5179508078
2018-10-01,98.4595968765
2018-11-01,99.6924775238
2018-12-01,98.2443564433
2019-01-01,98.4216303059
2019-02-01,96.9021262149
2019-03-01,97.75962187
2019-04-01,95.8261808174
2019-05-01,96.6868215601
2019-06-01,98.5126272045
2019-07-01,95.1070718799
2019-08-01,93.2991518466
2019-09-01,94.5447944375
2019-10-01,93.5660925346
2019-11-01,94.5314041053
2019-12-01,96.4548913403
2020-01-01,93.7857292807
2020-02-01,93.7883051749
2020-03-01,95.8070059778
2020-04-01,97.1953352222
2020-05-01,96.0155587145
2020-06-01,95.9891934265
2020-07-01,95.381714873
2020-08-01,97.7878998952
2020-09-01,97.8837926403
2020-10-01,97.224205912
2020-11-01,96.278931953
2020-12-01,98.2048782639
2021-01-01,100.390158268
2021-02-01,100.1213528808
2021-03-01,99.6304651812
2021-04-01,98.1318796554
2021-05-01,101.5758001773
2021-06-01,102.8783180391
2021-07-01,102.2795837864
2021-08-01,103.8426374369
2021-09-01,102.4394594815
2021-10-01,104.7751908104
2021-11-01,105.7247040392
2021-12-01,105.8473624347
2022-01-01,105.5772397274
2022-02-01,107.2058288661
2022-03-01,105.7181513875
2022-04-01,106.5670436911
2022-05-01,105.5197638205
2022-06-01,106.9993824478
2022-07-01,109.2457262979
2022-08-01,111.1393507022
2022-09-01,108.4427676249
2022-10-01,110.1682473896
2022-11-01,113.5620088062
2022-12-01,117.3248445767
2023-01-01,123.0584620454
2023-02-01,125.1502523466
2023-03-01,124.074610626
2023-04-01,127.7540888777
2023-05-01,126.3584697209
2023-06-01,125.7234174944
2023-07-01,127.9971371117
2023-08-01,128.722732327
2023-09-01,127.4390335883
2023-10-01,125.5918187928
2023-11-01,128.8056046203
2023-12-01,129.5294436278
2024-01-01,130.8066632927
2024-02-01,128.4781997418
2024-03-01,128.6756482969
2024-04-01,130.5184556576
2024-05-01,129.7667202497
2024-06-01,129.3993709338
2024-07-01,127.2909301351
2024-08-01,132.3285530026
2024-09-01,129.9860910678
2024-10-01,130.544719027
2024-11-01,128.4565516034
2024-12-01,130.7428197667
2025-01-01,124.9200375364
2025-02-01,125.689978257
2025-03-01,126.9649792108
2025-04-01,130.9689609726
2025-05-01,133.2511111272
2025-06-01,134.3930512831
2025-07-01,136.5942982233
2025-08-01,139.7173500304
