Tarih,TP_DT_IH_FIY_D01_2010
2016-03-01,94.5202960088
2016-04-01,95.602876034
2016-05-01,96.0429400598
2016-06-01,96.8321210296
2016-07-01,96.924846615
2016-08-01,95.9586096072
2016-09-01,95.8690865932
2016-10-01,94.7610242589
2016-11-01,93.7763267771
2016-12-01,94.0326683962
2017-01-01,94.241907381
2017-02-01,93.9662249175
2017-03-01,93.4519163329
2017-04-01,93.9786533739
2017-05-01,95.397566655
2017-06-01,97.3337083265
2017-07-01,97.6879590834
2017-08-01,98.7472064899
2017-09-01,99.8023469362
2017-10-01,98.5874792847
2017-11-01,99.1368436138
2017-12-01,100.7775269077
2018-01-01,102.4298313983
2018-02-01,103.6763778926
2018-03-01,102.6047985649
2018-04-01,102.8811233779
2018-05-01,100.5443477563
2018-06-01,101.1029590084
2018-07-01,99.526089816
2018-08-01,97.6777164626
2018-09-01,97.1157347855
2018-10-01,96.0509718332
2018-11-01,95.8664316732
2018-12-01,95.8194376892
2019-01-01,96.6383252691
2019-02-01,96.0188847557
2019-03-01,95.802486318
2019-04-01,95.2787873485
2019-05-01,95.4127789747
2019-06-01,96.760550715
2019-07-01,95.6612583299
2019-08-01,94.52203081
2019-09-01,94.0878116069
2019-10-01,94.0256557973
2019-11-01,94.4050894341
2019-12-01,95.2112077439
2020-01-01,95.7774229949
2020-02-01,93.9026760314
2020-03-01,92.8835200783
2020-04-01,92.290371753
2020-05-01,90.5231769148
2020-06-01,92.9502544166
2020-07-01,93.9523330162
2020-08-01,95.1175670924
2020-09-01,94.1056815451
2020-10-01,93.9542630766
2020-11-01,94.5221194304
2020-12-01,97.7920297351
2021-01-01,99.4289384211
2021-02-01,100.357348356
2021-03-01,99.9489588382
2021-04-01,100.7634145261
2021-05-01,102.4040307628
2021-06-01,103.3525786041
2021-07-01,107.6950644241
2021-08-01,104.5429925442
2021-09-01,105.2405881514
2021-10-01,105.1835037124
2021-11-01,103.7146342586
2021-12-01,104.2084576432
2022-01-01,109.6494688819
2022-02-01,111.0399680081
2022-03-01,111.8230233066
2022-04-01,115.469208938
2022-05-01,115.338590578
2022-06-01,116.8179811541
2022-07-01,115.9695636702
2022-08-01,112.4789821808
2022-09-01,110.0371964035
2022-10-01,109.4349661921
2022-11-01,110.9429126686
2022-12-01,112.7567460186
2023-01-01,115.6638669351
2023-02-01,116.4308639525
2023-03-01,114.825245389
2023-04-01,115.2520338398
2023-05-01,114.0998847906
2023-06-01,115.0479561231
2023-07-01,113.8925041168
2023-08-01,111.9288990238
2023-09-01,110.8271499543
2023-10-01,109.8138067371
2023-11-01,111.3971491401
2023-12-01,109.8860686819
2024-01-01,113.4660181137
2024-02-01,112.1281316043
2024-03-01,114.0410250453
2024-04-01,113.97652827
2024-05-01,114.7903301697
2024-06-01,115.8647423061
2024-07-01,115.9171265429
2024-08-01,116.870635316
2024-09-01,114.6929638544
2024-10-01,114.9001937915
2024-11-01,113.4729969483
2024-12-01,111.895065936
2025-01-01,113.4300745545
2025-02-01,114.9999557905
2025-03-01,116.095903809
2025-04-01,117.6881434063
2025-05-01,118.3728981367
2025-06-01,119.0363858135
2025-07-01,121.3494824169
2025-08-01,121.2535928368
