Tarih,TP_DT_IH_FIY_D11_2010
2016-03-01,61.006997248
2016-04-01,65.8427724703
2016-05-01,76.1757342653
2016-06-01,78.7447839412
2016-07-01,81.2189197215
2016-08-01,85.7899847511
2016-09-01,84.3021041332
2016-10-01,86.3416690138
2016-11-01,85.3875016111
2016-12-01,91.9562403628
2017-01-01,95.730999333
2017-02-01,94.9010586604
2017-03-01,88.5630491506
2017-04-01,92.7401609914
2017-05-01,91.9888467644
2017-06-01,89.5124823701
2017-07-01,90.6575817412
2017-08-01,94.9885390421
2017-09-01,97.081428009
2017-10-01,100.7644894891
2017-11-01,106.8425369027
2017-12-01,106.7353956761
2018-01-01,110.3413573592
2018-02-01,113.0905053578
2018-03-01,111.1016559085
2018-04-01,112.5347978048
2018-05-01,115.6699970952
2018-06-01,118.2328782955
2018-07-01,124.5287123837
2018-08-01,130.1988846148
2018-09-01,127.5411871989
2018-10-01,135.4154015762
2018-11-01,133.750823723
2018-12-01,108.7193372504
2019-01-01,108.0200127239
2019-02-01,115.1957077143
2019-03-01,118.9453274898
2019-04-01,119.9117071116
2019-05-01,117.2025294874
2019-06-01,115.2788501987
2019-07-01,113.1210874959
2019-08-01,109.1568648056
2019-09-01,109.0393917581
2019-10-01,110.328441651
2019-11-01,105.5424015005
2019-12-01,103.652457175
2020-01-01,113.1013239343
2020-02-01,105.7601838952
2020-03-01,85.1642287167
2020-04-01,58.6970575145
2020-05-01,51.3568154202
2020-06-01,78.1771264015
2020-07-01,71.5452715172
2020-08-01,80.701263237
2020-09-01,76.1417908184
2020-10-01,69.0562203377
2020-11-01,77.3487392768
2020-12-01,85.5743219272
2021-01-01,90.4639120376
2021-02-01,97.2059810691
2021-03-01,103.6079752276
2021-04-01,106.8712825022
2021-05-01,106.5442600626
2021-06-01,118.6993645035
2021-07-01,114.9322468788
2021-08-01,112.138283637
2021-09-01,125.2061858646
2021-10-01,134.6455564102
2021-11-01,131.7745010748
2021-12-01,131.1843652391
2022-01-01,142.2236991035
2022-02-01,150.2602870897
2022-03-01,192.3247645329
2022-04-01,200.4169320979
2022-05-01,206.7738999202
2022-06-01,219.1968629356
2022-07-01,221.6347054938
2022-08-01,206.5203299454
2022-09-01,199.115314932
2022-10-01,199.9600591808
2022-11-01,190.5013610797
2022-12-01,178.3352076732
2023-01-01,167.4980776297
2023-02-01,155.9095722097
2023-03-01,146.8772298597
2023-04-01,144.3131346653
2023-05-01,131.3601346361
2023-06-01,132.7231785848
2023-07-01,132.3662948893
2023-08-01,146.1524456997
2023-09-01,153.8917220186
2023-10-01,154.8196848381
2023-11-01,151.4843471908
2023-12-01,143.6665569609
2024-01-01,142.0089205439
2024-02-01,143.7855694562
2024-03-01,150.2790613522
2024-04-01,147.34515385
2024-05-01,144.0694950006
2024-06-01,139.6204350657
2024-07-01,138.661300273
2024-08-01,139.2011876524
2024-09-01,137.1539863842
2024-10-01,140.0777177065
2024-11-01,134.7853208038
2024-12-01,136.9939413934
2025-01-01,136.0326404038
2025-02-01,133.7976898477
2025-03-01,129.8737571551
2025-04-01,125.0312606812
2025-05-01,122.4628453615
2025-06-01,127.5420415146
2025-07-01,133.1712253518
2025-08-01,135.042543018
