Tarih,TP_DT_IH_FIY_D11_2010
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,175.7340238387
2013-02-01,172.4043437183
2013-03-01,169.7720212384
2013-04-01,162.5538359099
2013-05-01,152.5717796699
2013-06-01,165.0248204038
2013-07-01,157.0283210298
2013-08-01,157.7436430164
2013-09-01,168.5564691376
2013-10-01,157.5530717635
2013-11-01,161.521144947
2013-12-01,180.5901986377
2014-01-01,182.1287334936
2014-02-01,183.1360219848
2014-03-01,180.4297741852
2014-04-01,180.5501649319
2014-05-01,179.5424025108
2014-06-01,180.5143835059
2014-07-01,180.3549025748
2014-08-01,180.3430634318
2014-09-01,172.8591551837
2014-10-01,161.4825357848
2014-11-01,146.2432062168
2014-12-01,122.4323063526
2015-01-01,110.3719442669
2015-02-01,110.7109170995
2015-03-01,104.9272916569
2015-04-01,109.3931944959
2015-05-01,112.8859922916
2015-06-01,112.6748312236
2015-07-01,109.6468393366
2015-08-01,101.1992025034
2015-09-01,94.7201012669
2015-10-01,87.9620526216
2015-11-01,80.4595718671
2015-12-01,65.0480613699
2016-01-01,62.2915325288
2016-02-01,58.6441309504
