Tarih,TP_DT_IH_FIY_D13_2010
2016-03-01,101.3868871942
2016-04-01,104.4450830109
2016-05-01,101.5189776398
2016-06-01,101.6368211239
2016-07-01,105.7021515782
2016-08-01,108.3574636251
2016-09-01,105.740983822
2016-10-01,106.9543051877
2016-11-01,105.9378460139
2016-12-01,107.8205416934
2017-01-01,110.8303968446
2017-02-01,105.8170385261
2017-03-01,104.1243193319
2017-04-01,105.8337597443
2017-05-01,112.313691218
2017-06-01,111.5980452191
2017-07-01,115.4866872469
2017-08-01,119.855930658
2017-09-01,118.5728042338
2017-10-01,115.5840365356
2017-11-01,114.5477715602
2017-12-01,118.1516459152
2018-01-01,118.1244253195
2018-02-01,123.6246957588
2018-03-01,118.9627073314
2018-04-01,121.8756408641
2018-05-01,119.2350462235
2018-06-01,116.7099426967
2018-07-01,115.1309441432
2018-08-01,113.3408811063
2018-09-01,118.5393885975
2018-10-01,113.1104340622
2018-11-01,111.2194936671
2018-12-01,113.7841700625
2019-01-01,112.0800942835
2019-02-01,112.1715187994
2019-03-01,111.1394190497
2019-04-01,109.9403772017
2019-05-01,109.7368647022
2019-06-01,117.4548658107
2019-07-01,117.6462431549
2019-08-01,116.4708770859
2019-09-01,113.2097820454
2019-10-01,116.8858913012
2019-11-01,116.6294990018
2019-12-01,117.3676770405
2020-01-01,120.8762126887
2020-02-01,117.39592593
2020-03-01,114.3394222575
2020-04-01,119.0258428959
2020-05-01,117.6540859588
2020-06-01,122.4281925938
2020-07-01,120.3264041992
2020-08-01,124.0104289596
2020-09-01,121.67275676
2020-10-01,121.8745546795
2020-11-01,121.7074498812
2020-12-01,120.9166470016
2021-01-01,128.3487384916
2021-02-01,129.6801130787
2021-03-01,131.800958723
2021-04-01,132.0043390292
2021-05-01,127.3543306105
2021-06-01,125.3593393592
2021-07-01,133.0837645572
2021-08-01,126.8206764305
2021-09-01,130.2467650285
2021-10-01,128.0855237615
2021-11-01,123.3611692727
2021-12-01,118.1588765893
2022-01-01,126.7580961116
2022-02-01,126.6650297287
2022-03-01,124.3823811961
2022-04-01,128.4459519463
2022-05-01,124.5825019575
2022-06-01,123.9883795603
2022-07-01,125.3995239038
2022-08-01,115.180409221
2022-09-01,115.5290420841
2022-10-01,115.2815626118
2022-11-01,119.6914195795
2022-12-01,125.0414003136
2023-01-01,133.5904207631
2023-02-01,130.4296958716
2023-03-01,130.0057406353
2023-04-01,133.1441027528
2023-05-01,130.1709759693
2023-06-01,124.2200629693
2023-07-01,129.9908487367
2023-08-01,127.2252941405
2023-09-01,125.4251601817
2023-10-01,124.3325969829
2023-11-01,125.9086093247
2023-12-01,132.5034284883
2024-01-01,140.6679587433
2024-02-01,138.4097858444
2024-03-01,138.1685545829
2024-04-01,135.5759684797
2024-05-01,137.1579113825
2024-06-01,134.8529525563
2024-07-01,137.2759950822
2024-08-01,137.3660813355
2024-09-01,143.4734162803
2024-10-01,142.4361675811
2024-11-01,142.296810495
2024-12-01,141.948586724
2025-01-01,139.4461443407
2025-02-01,139.6455714373
2025-03-01,135.7288326557
2025-04-01,142.1294732187
2025-05-01,143.311180027
2025-06-01,146.9697838702
2025-07-01,146.3356118879
2025-08-01,145.7421975282
