Tarih,TP_DT_IH_FIY_D19_2010
2016-03-01,78.3656117558
2016-04-01,82.1904422111
2016-05-01,87.8137784624
2016-06-01,86.2241720009
2016-07-01,76.5967218076
2016-08-01,82.7662141012
2016-09-01,84.1364281817
2016-10-01,87.631876971
2016-11-01,85.005145538
2016-12-01,94.0316054002
2017-01-01,96.7399016452
2017-02-01,96.5420797205
2017-03-01,90.6761788267
2017-04-01,94.4305699211
2017-05-01,91.1709273239
2017-06-01,85.5009973556
2017-07-01,90.0675732472
2017-08-01,97.4498991939
2017-09-01,99.6712577268
2017-10-01,101.8126769001
2017-11-01,105.3371288426
2017-12-01,107.8212159535
2018-01-01,115.1380257424
2018-02-01,109.5229123484
2018-03-01,113.7139943169
2018-04-01,120.8764388595
2018-05-01,124.4876031396
2018-06-01,124.2866074915
2018-07-01,123.9922421884
2018-08-01,124.3908936029
2018-09-01,125.9936275247
2018-10-01,124.1381991628
2018-11-01,103.0543628513
2018-12-01,86.0866510939
2019-01-01,88.6376231689
2019-02-01,97.6425600594
2019-03-01,106.2438276343
2019-04-01,117.6703288396
2019-05-01,113.4359813009
2019-06-01,104.8849447957
2019-07-01,112.7259436765
2019-08-01,99.1926640236
2019-09-01,107.7065642239
2019-10-01,104.5427165294
2019-11-01,104.1230015777
2019-12-01,103.1857705302
2020-01-01,98.7252161297
2020-02-01,87.2478935682
2020-03-01,46.1807197062
2020-04-01,91.3933874157
2020-05-01,42.1055604356
2020-06-01,53.6640807195
2020-07-01,66.0463935838
2020-08-01,67.8658597377
2020-09-01,64.3979049571
2020-10-01,65.5376401575
2020-11-01,63.3139941337
2020-12-01,73.2810924364
2021-01-01,87.1888460397
2021-02-01,97.3795714397
2021-03-01,108.8837506434
2021-04-01,104.6271819081
2021-05-01,111.1368639089
2021-06-01,117.9173216125
2021-07-01,131.8927034289
2021-08-01,128.7156932608
2021-09-01,130.1668427799
2021-10-01,141.0849985314
2021-11-01,138.4832270793
2021-12-01,126.985569965
2022-01-01,143.8489817022
2022-02-01,159.2127753197
2022-03-01,183.565076224
2022-04-01,188.1572430803
2022-05-01,219.2634720565
2022-06-01,244.5426267623
2022-07-01,201.8609420082
2022-08-01,167.3141135319
2022-09-01,160.844159638
2022-10-01,169.5153601039
2022-11-01,168.357531713
2022-12-01,141.3960527783
2023-01-01,162.6114571789
2023-02-01,158.94681838
2023-03-01,145.2935437851
2023-04-01,163.9104260466
2023-05-01,128.7631844854
2023-06-01,157.3374195786
2023-07-01,173.9277479317
2023-08-01,180.6761875987
2023-09-01,158.4676002658
2023-10-01,138.8751041993
2023-11-01,134.320827419
2023-12-01,132.2158354601
2024-01-01,142.6741825216
2024-02-01,153.3371649053
2024-03-01,159.5984963587
2024-04-01,158.8830759005
2024-05-01,145.8686811685
2024-06-01,143.3993157031
2024-07-01,148.8478557859
2024-08-01,131.936365916
2024-09-01,130.9525880055
2024-10-01,130.5757909191
2024-11-01,124.0492474358
2024-12-01,119.7529177312
2025-01-01,118.8361761986
2025-02-01,119.3003355094
2025-03-01,120.1879343236
2025-04-01,109.4064315283
2025-05-01,105.8989827881
2025-06-01,112.0452454997
2025-07-01,119.8114649291
2025-08-01,121.7815950917
