Tarih,TP_DT_IH_FIY_D19_2010
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,180.755875023
2013-02-01,190.9282132847
2013-03-01,176.2062321465
2013-04-01,162.3845604881
2013-05-01,165.1853266049
2013-06-01,171.205474381
2013-07-01,175.8261126712
2013-08-01,177.5621738372
2013-09-01,166.5074076974
2013-10-01,165.0179924443
2013-11-01,164.5187132179
2013-12-01,167.0423398163
2014-01-01,166.2941047816
2014-02-01,172.3223246678
2014-03-01,172.0867589937
2014-04-01,179.900604963
2014-05-01,176.808620795
2014-06-01,181.1637807353
2014-07-01,180.1991046887
2014-08-01,169.5947822459
2014-09-01,160.2493771572
2014-10-01,145.9265623434
2014-11-01,127.3486765867
2014-12-01,100.9530653482
2015-01-01,92.6233862239
2015-02-01,112.0112329054
2015-03-01,102.5386328839
2015-04-01,110.1381341353
2015-05-01,118.0878829485
2015-06-01,120.4836999701
2015-07-01,112.0007846347
2015-08-01,96.3475660239
2015-09-01,88.2703367872
2015-10-01,86.683040826
2015-11-01,83.7572587663
2015-12-01,77.0580438949
2016-01-01,70.146096375
2016-02-01,64.8056147418
