Tarih,TP_DT_IH_FIY_D07_2010
2016-03-01,94.226487028
2016-04-01,95.0142051646
2016-05-01,97.0720867148
2016-06-01,97.4215536319
2016-07-01,97.6857895935
2016-08-01,96.6049254644
2016-09-01,96.2086806814
2016-10-01,95.0633284974
2016-11-01,94.8291627412
2016-12-01,93.2089101404
2017-01-01,94.5688917154
2017-02-01,95.472413454
2017-03-01,95.7791739108
2017-04-01,97.4999329151
2017-05-01,98.3015298243
2017-06-01,99.1358510059
2017-07-01,99.4110979948
2017-08-01,100.1325407249
2017-09-01,103.3978050576
2017-10-01,103.3221898119
2017-11-01,103.2948528717
2017-12-01,104.7256769495
2018-01-01,107.0863891304
2018-02-01,108.7563822789
2018-03-01,108.7561640596
2018-04-01,108.8556027366
2018-05-01,107.2284630126
2018-06-01,106.3257328303
2018-07-01,105.422765657
2018-08-01,102.2367120014
2018-09-01,102.5852938234
2018-10-01,102.3077429263
2018-11-01,101.6886718034
2018-12-01,100.5657994595
2019-01-01,99.894877169
2019-02-01,98.7630709199
2019-03-01,98.3195443838
2019-04-01,98.1363209344
2019-05-01,98.5792558827
2019-06-01,98.2954699757
2019-07-01,97.7604511562
2019-08-01,98.1268746181
2019-09-01,96.7044098373
2019-10-01,94.4133782958
2019-11-01,94.1062150447
2019-12-01,94.0652016618
2020-01-01,94.4580092837
2020-02-01,93.3870459282
2020-03-01,93.1704971107
2020-04-01,92.1538146719
2020-05-01,92.505271313
2020-06-01,92.1934130744
2020-07-01,91.7791773205
2020-08-01,94.0298053658
2020-09-01,93.4234394307
2020-10-01,95.2768194734
2020-11-01,94.1967829846
2020-12-01,96.9830578825
2021-01-01,99.8845126648
2021-02-01,103.1269006025
2021-03-01,105.5313575403
2021-04-01,110.2746819197
2021-05-01,114.1798968721
2021-06-01,117.0320194282
2021-07-01,118.6245000062
2021-08-01,120.009917329
2021-09-01,122.2380984112
2021-10-01,122.7219862422
2021-11-01,120.2538150983
2021-12-01,122.0792294907
2022-01-01,127.9122498264
2022-02-01,130.0682998423
2022-03-01,130.7782710956
2022-04-01,135.9583035165
2022-05-01,137.3254293414
2022-06-01,137.2973290335
2022-07-01,133.5418681153
2022-08-01,129.0251489953
2022-09-01,125.8154846449
2022-10-01,123.7412092827
2022-11-01,125.7982188689
2022-12-01,128.2998847419
2023-01-01,128.8317686837
2023-02-01,130.0794969203
2023-03-01,129.2212019638
2023-04-01,130.3163239017
2023-05-01,128.927754531
2023-06-01,126.4463012558
2023-07-01,125.6161054631
2023-08-01,121.8351533632
2023-09-01,120.2999089914
2023-10-01,118.4393139655
2023-11-01,119.5736610894
2023-12-01,118.4319165867
2024-01-01,119.5710925285
2024-02-01,119.3908160085
2024-03-01,121.1864796733
2024-04-01,122.405395999
2024-05-01,123.4807327284
2024-06-01,123.6247178396
2024-07-01,124.0486449198
2024-08-01,123.8621292599
2024-09-01,124.1087745301
2024-10-01,122.6918943721
2024-11-01,121.7176983585
2024-12-01,120.3845470686
2025-01-01,119.7584528145
2025-02-01,120.9902113479
2025-03-01,123.3994428444
2025-04-01,125.6220752728
2025-05-01,125.1914350839
2025-06-01,125.0722492534
2025-07-01,127.183249126
2025-08-01,125.3866021524
