Tarih,TP_DT_IH_FIY_D07_2010
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,120.1481609324
2013-02-01,121.0779498629
2013-03-01,118.7712556689
2013-04-01,118.1118449095
2013-05-01,117.5101493611
2013-06-01,117.0332543257
2013-07-01,114.6723598415
2013-08-01,115.4953369877
2013-09-01,115.9388171594
2013-10-01,115.6207244807
2013-11-01,115.3023600207
2013-12-01,114.7473210255
2014-01-01,115.0203223043
2014-02-01,115.9199881098
2014-03-01,115.2146949502
2014-04-01,114.5762484401
2014-05-01,114.2371800873
2014-06-01,115.3534549231
2014-07-01,116.1852750759
2014-08-01,114.6176610311
2014-09-01,113.1531439046
2014-10-01,111.5430634576
2014-11-01,110.8208078447
2014-12-01,109.6027520649
2015-01-01,107.6084556855
2015-02-01,105.3881823392
2015-03-01,101.6289322739
2015-04-01,101.0706935668
2015-05-01,101.821796551
2015-06-01,101.6375312303
2015-07-01,99.4183771651
2015-08-01,99.2124169102
2015-09-01,98.0571791582
2015-10-01,96.9151425489
2015-11-01,93.9902792591
2015-12-01,93.2510133119
2016-01-01,92.0552792235
2016-02-01,93.9429873413
