Tarih,TP_DT_IH_FIY_D05_2010
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,119.8583146473
2013-02-01,120.5233470914
2013-03-01,119.1106879277
2013-04-01,117.8458720269
2013-05-01,116.7024131499
2013-06-01,116.7421291872
2013-07-01,114.9171870241
2013-08-01,115.5124761593
2013-09-01,116.7252034078
2013-10-01,115.6778988206
2013-11-01,116.0733218299
2013-12-01,116.9672676658
2014-01-01,116.7302266324
2014-02-01,117.2642553145
2014-03-01,116.1167240348
2014-04-01,116.4675645223
2014-05-01,116.0927264733
2014-06-01,116.8331137223
2014-07-01,118.0975225909
2014-08-01,116.865450194
2014-09-01,114.1794453825
2014-10-01,112.7596493169
2014-11-01,111.4236476209
2014-12-01,109.7699430593
2015-01-01,106.4043222815
2015-02-01,104.4735155248
2015-03-01,100.6994775128
2015-04-01,100.72820196
2015-05-01,102.1829865711
2015-06-01,101.791765437
2015-07-01,100.4909600479
2015-08-01,99.7106941268
2015-09-01,98.7552677966
2015-10-01,97.4095188007
2015-11-01,94.021352721
2015-12-01,93.3319372197
2016-01-01,92.2682073452
2016-02-01,93.5840771747
