Tarih,TP_DT_IH_FIY_D05_2010
2016-03-01,93.9305348049
2016-04-01,95.0688375091
2016-05-01,96.6055083291
2016-06-01,96.9261171152
2016-07-01,97.2507361347
2016-08-01,96.6836332704
2016-09-01,96.3094445
2016-10-01,95.7975750424
2016-11-01,95.230531971
2016-12-01,93.7545871422
2017-01-01,94.4884401753
2017-02-01,95.4617510392
2017-03-01,95.6446261256
2017-04-01,96.3578889506
2017-05-01,97.2905186414
2017-06-01,98.2663149343
2017-07-01,98.6440727907
2017-08-01,100.2033672348
2017-09-01,102.5225384503
2017-10-01,101.8027944961
2017-11-01,102.5893725075
2017-12-01,103.076649793
2018-01-01,104.9790119003
2018-02-01,106.8486526792
2018-03-01,106.5127695926
2018-04-01,107.3840221107
2018-05-01,105.3395361931
2018-06-01,105.060509657
2018-07-01,103.9190103274
2018-08-01,102.0923898486
2018-09-01,102.1531461743
2018-10-01,101.0125501248
2018-11-01,100.8964173124
2018-12-01,99.2767129843
2019-01-01,99.3648655391
2019-02-01,99.0295792672
2019-03-01,98.9007969076
2019-04-01,98.4405482085
2019-05-01,98.4510313554
2019-06-01,98.7960236928
2019-07-01,97.645516067
2019-08-01,97.8445629783
2019-09-01,97.208762134
2019-10-01,96.1633617658
2019-11-01,95.3972366801
2019-12-01,95.5275629651
2020-01-01,96.149892862
2020-02-01,94.6716307652
2020-03-01,93.6837853542
2020-04-01,90.1983640321
2020-05-01,90.6341856711
2020-06-01,92.4059049503
2020-07-01,92.6303449116
2020-08-01,94.8395071157
2020-09-01,94.5783601525
2020-10-01,95.0550154724
2020-11-01,94.7231550925
2020-12-01,97.7496803459
2021-01-01,99.6808185321
2021-02-01,102.2606852933
2021-03-01,104.3533353684
2021-04-01,107.5099218164
2021-05-01,110.9646808039
2021-06-01,112.6504075284
2021-07-01,114.6279421431
2021-08-01,115.2423322831
2021-09-01,117.1610951352
2021-10-01,118.1500538518
2021-11-01,115.8263131964
2021-12-01,117.5005656587
2022-01-01,122.254006896
2022-02-01,124.893370125
2022-03-01,127.6890332005
2022-04-01,132.0368530586
2022-05-01,133.2156510358
2022-06-01,133.765703431
2022-07-01,131.1517950905
2022-08-01,128.0013626531
2022-09-01,124.9263226089
2022-10-01,123.1574206942
2022-11-01,124.7338181849
2022-12-01,127.0028100291
2023-01-01,126.9154933421
2023-02-01,127.6941958041
2023-03-01,125.8584015452
2023-04-01,126.7681486454
2023-05-01,124.6569071493
2023-06-01,123.7647614044
2023-07-01,122.3467492305
2023-08-01,120.274486549
2023-09-01,119.3717163209
2023-10-01,118.1945897356
2023-11-01,118.5810306491
2023-12-01,117.4879517468
2024-01-01,118.9873464135
2024-02-01,118.9414704555
2024-03-01,120.5837266122
2024-04-01,120.9186496306
2024-05-01,121.1547061217
2024-06-01,121.6442082374
2024-07-01,122.4167209215
2024-08-01,122.8043542783
2024-09-01,122.7189702297
2024-10-01,122.1536606656
2024-11-01,120.4119946046
2024-12-01,120.2116923232
2025-01-01,118.7018927302
2025-02-01,119.8158233285
2025-03-01,121.5466353623
2025-04-01,123.2926002441
2025-05-01,123.1009182578
2025-06-01,123.8184799006
2025-07-01,126.0798609426
2025-08-01,125.0737533192
