Tarih,TP_DT_IH_FIY_D18_2010
2016-03-01,89.0503644062
2016-04-01,89.5543434411
2016-05-01,88.308036926
2016-06-01,88.4178552582
2016-07-01,88.2662864367
2016-08-01,88.1089396253
2016-09-01,89.5693498798
2016-10-01,89.2692949244
2016-11-01,87.6136575015
2016-12-01,86.9414124835
2017-01-01,85.2739757612
2017-02-01,84.7615574657
2017-03-01,84.0952510271
2017-04-01,82.8677659978
2017-05-01,84.5634078089
2017-06-01,85.8446846415
2017-07-01,87.0448933038
2017-08-01,86.6044704204
2017-09-01,87.6405323303
2017-10-01,85.8960634239
2017-11-01,85.4773745569
2017-12-01,85.4766490046
2018-01-01,84.8823894668
2018-02-01,84.9078231455
2018-03-01,85.1026001956
2018-04-01,85.0446187669
2018-05-01,82.75162095
2018-06-01,83.3122557263
2018-07-01,82.6288339297
2018-08-01,81.5655831324
2018-09-01,80.1472673211
2018-10-01,79.8845427594
2018-11-01,79.4877063833
2018-12-01,79.7659413858
2019-01-01,78.4419555366
2019-02-01,78.2133628945
2019-03-01,79.2308890661
2019-04-01,79.421796589
2019-05-01,81.1139567671
2019-06-01,81.6131359032
2019-07-01,80.4549217955
2019-08-01,79.7049751321
2019-09-01,81.3763131929
2019-10-01,81.0434279206
2019-11-01,80.4051440793
2019-12-01,80.6125929225
2020-01-01,80.4915147085
2020-02-01,80.2603050987
2020-03-01,80.459112562
2020-04-01,80.6333439986
2020-05-01,81.1535796518
2020-06-01,81.2698497832
2020-07-01,82.0011833099
2020-08-01,82.2853391981
2020-09-01,80.9427287947
2020-10-01,79.703555029
2020-11-01,80.3910687542
2020-12-01,82.4371435376
2021-01-01,82.65696143
2021-02-01,85.0832219498
2021-03-01,85.8331704146
2021-04-01,87.1325536829
2021-05-01,88.0859346453
2021-06-01,90.1289635276
2021-07-01,89.6453454009
2021-08-01,89.6557825553
2021-09-01,91.0671691986
2021-10-01,91.7235156866
2021-11-01,91.7275752031
2021-12-01,92.8763201232
2022-01-01,93.8736454365
2022-02-01,94.2224219821
2022-03-01,94.7679029817
2022-04-01,98.831722599
2022-05-01,102.1299321185
2022-06-01,103.9642216735
2022-07-01,104.5529665367
2022-08-01,103.5374266751
2022-09-01,103.9034271597
2022-10-01,103.0699712581
2022-11-01,103.7517125725
2022-12-01,104.7044540783
2023-01-01,106.6015890758
2023-02-01,107.9420590551
2023-03-01,107.2545215616
2023-04-01,108.2713437862
2023-05-01,107.7378218099
2023-06-01,107.8986616877
2023-07-01,105.1975395071
2023-08-01,103.9530419232
2023-09-01,103.9745982035
2023-10-01,103.8563385464
2023-11-01,104.664303129
2023-12-01,106.1429522916
2024-01-01,107.3732726402
2024-02-01,107.9421608507
2024-03-01,107.4164589079
2024-04-01,107.4772862743
2024-05-01,107.1778975685
2024-06-01,109.7701738012
2024-07-01,108.4752678154
2024-08-01,109.9699662775
2024-09-01,110.9998242559
2024-10-01,111.4796842374
2024-11-01,112.7279441151
2024-12-01,112.9570332183
2025-01-01,110.4265942678
2025-02-01,113.6097281245
2025-03-01,115.7746767223
2025-04-01,118.0128148218
2025-05-01,117.5646370173
2025-06-01,119.2910231225
2025-07-01,119.1163797866
2025-08-01,118.3974373547
