Tarih,TP_DT_IH_FIY_D18_2010
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,101.3881750886
2013-02-01,102.2665220945
2013-03-01,99.3934357696
2013-04-01,100.2773774946
2013-05-01,101.1436236222
2013-06-01,101.2405124306
2013-07-01,100.6202376804
2013-08-01,101.3940227503
2013-09-01,100.6486809297
2013-10-01,100.1107797346
2013-11-01,100.2621445264
2013-12-01,100.4490513418
2014-01-01,99.4164364859
2014-02-01,98.3948798463
2014-03-01,97.8667123385
2014-04-01,99.0782008411
2014-05-01,98.7483959267
2014-06-01,100.1273914357
2014-07-01,100.7989370726
2014-08-01,100.5923708382
2014-09-01,102.1098961701
2014-10-01,103.9774882632
2014-11-01,105.1011535009
2014-12-01,105.2741920221
2015-01-01,104.5265014367
2015-02-01,105.4906142371
2015-03-01,101.727720735
2015-04-01,101.4407109635
2015-05-01,102.3362710739
2015-06-01,102.1451460673
2015-07-01,101.6535794808
2015-08-01,100.7182827187
2015-09-01,98.0776886344
2015-10-01,94.4926404179
2015-11-01,94.2654684707
2015-12-01,93.125375764
2016-01-01,89.7883644003
2016-02-01,90.4464929843
