Tarih,TP_DT_IH_FIY_D09_2010
2016-03-01,99.1356596904
2016-04-01,101.77957282
2016-05-01,101.1694419393
2016-06-01,100.0854547506
2016-07-01,100.2826684747
2016-08-01,101.156241995
2016-09-01,100.5453805498
2016-10-01,99.61624392
2016-11-01,98.7311155755
2016-12-01,96.0485736711
2017-01-01,94.4052172677
2017-02-01,95.799555011
2017-03-01,95.9263127201
2017-04-01,94.613108501
2017-05-01,95.6313441083
2017-06-01,97.5786558576
2017-07-01,98.2904068159
2017-08-01,104.4520507599
2017-09-01,103.77905591
2017-10-01,100.9162658668
2017-11-01,104.1353924384
2017-12-01,102.8992879067
2018-01-01,104.8040526742
2018-02-01,107.506011609
2018-03-01,106.2311334032
2018-04-01,108.6407272294
2018-05-01,104.8515380735
2018-06-01,104.3481472839
2018-07-01,100.7534541908
2018-08-01,102.8527442136
2018-09-01,100.1531058621
2018-10-01,96.7584311224
2018-11-01,97.5505479041
2018-12-01,97.9049091887
2019-01-01,100.9891061208
2019-02-01,100.8564792571
2019-03-01,99.5483314744
2019-04-01,99.7411187954
2019-05-01,99.5054588799
2019-06-01,100.529458922
2019-07-01,99.5867498575
2019-08-01,101.1029831252
2019-09-01,103.205955678
2019-10-01,104.0113016754
2019-11-01,102.5780932133
2019-12-01,104.4051816792
2020-01-01,105.0225212469
2020-02-01,100.2454976538
2020-03-01,102.8752246462
2020-04-01,101.4373371349
2020-05-01,97.984838993
2020-06-01,100.7017475117
2020-07-01,105.9454251424
2020-08-01,108.3029085818
2020-09-01,108.69025269
2020-10-01,108.2865264662
2020-11-01,106.5837218171
2020-12-01,107.7396101237
2021-01-01,105.8492541644
2021-02-01,105.5737348935
2021-03-01,106.6347940204
2021-04-01,104.0306844792
2021-05-01,105.9075056059
2021-06-01,104.6430201863
2021-07-01,105.6480402451
2021-08-01,104.0816105258
2021-09-01,103.8354480275
2021-10-01,104.6108007932
2021-11-01,102.3463875924
2021-12-01,102.664256155
2022-01-01,103.7415856358
2022-02-01,108.5764763774
2022-03-01,104.9937820047
2022-04-01,108.3506239274
2022-05-01,105.5719416747
2022-06-01,106.527711502
2022-07-01,105.0801716285
2022-08-01,106.818896836
2022-09-01,103.5414972102
2022-10-01,104.1006346829
2022-11-01,109.4986505956
2022-12-01,111.1400280836
2023-01-01,115.4528143351
2023-02-01,115.8664683375
2023-03-01,116.2216614606
2023-04-01,120.5112085144
2023-05-01,119.189614567
2023-06-01,118.0328899891
2023-07-01,119.5611671004
2023-08-01,117.7247854786
2023-09-01,114.459668784
2023-10-01,112.6987615428
2023-11-01,113.9871212866
2023-12-01,113.6695980925
2024-01-01,116.267928022
2024-02-01,115.9249525183
2024-03-01,115.872568217
2024-04-01,114.3096835338
2024-05-01,116.0275407691
2024-06-01,117.1451418159
2024-07-01,118.0874442613
2024-08-01,123.0795528129
2024-09-01,123.4941315686
2024-10-01,122.5099895981
2024-11-01,120.3342957345
2024-12-01,119.7670789553
2025-01-01,116.9908466899
2025-02-01,118.4692680598
2025-03-01,122.2901779709
2025-04-01,127.4019781958
2025-05-01,128.3554371581
2025-06-01,128.9626656092
2025-07-01,130.7871073015
2025-08-01,131.2051232914
