Tarih,TP_DT_IH_FIY_D09_2010
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,112.2359020098
2013-02-01,114.0347377461
2013-03-01,110.718144917
2013-04-01,110.7836437066
2013-05-01,110.4728137357
2013-06-01,109.9846534915
2013-07-01,109.7455941153
2013-08-01,113.6022229641
2013-09-01,113.4958984852
2013-10-01,113.4234039006
2013-11-01,114.2942071858
2013-12-01,113.9616660889
2014-01-01,111.9281923589
2014-02-01,113.816604309
2014-03-01,113.3534217046
2014-04-01,115.0456618292
2014-05-01,113.1449902758
2014-06-01,112.3690024238
2014-07-01,113.715175734
2014-08-01,113.6688515578
2014-09-01,107.8810739727
2014-10-01,105.3093074006
2014-11-01,106.8284292016
2014-12-01,108.659254456
2015-01-01,100.3977758577
2015-02-01,98.3477193439
2015-03-01,94.7107573814
2015-04-01,97.0162505439
2015-05-01,101.7106765261
2015-06-01,100.1561700018
2015-07-01,103.6180936879
2015-08-01,102.6764529018
2015-09-01,102.1011191422
2015-10-01,102.4564458668
2015-11-01,97.7526626729
2015-12-01,99.0558760735
2016-01-01,97.903265788
2016-02-01,98.1559494237
