Tarih,TP_DT_IH_FIY_D10_2010
2016-03-01,89.0276036247
2016-04-01,89.385408042
2016-05-01,87.8286722154
2016-06-01,88.2983373746
2016-07-01,87.0194319459
2016-08-01,86.0347129577
2016-09-01,86.1928588675
2016-10-01,87.5905976387
2016-11-01,86.9875688651
2016-12-01,85.7872993594
2017-01-01,88.3868164292
2017-02-01,88.3238960941
2017-03-01,88.2453200989
2017-04-01,87.2706937066
2017-05-01,88.5173244143
2017-06-01,89.7757618878
2017-07-01,87.5349631932
2017-08-01,87.6045414327
2017-09-01,87.8031029557
2017-10-01,86.6531507566
2017-11-01,86.6073833671
2017-12-01,87.3216067342
2018-01-01,88.6921180995
2018-02-01,87.4593126444
2018-03-01,86.8989773474
2018-04-01,86.9073705739
2018-05-01,87.1436814733
2018-06-01,86.9266416076
2018-07-01,86.5695725152
2018-08-01,84.3557008578
2018-09-01,85.9937053744
2018-10-01,86.8622501708
2018-11-01,89.3259139986
2018-12-01,90.2061450975
2019-01-01,90.5244487304
2019-02-01,91.9025375076
2019-03-01,93.5352601099
2019-04-01,91.7837228207
2019-05-01,90.5777996576
2019-06-01,88.66750861
2019-07-01,89.4255855997
2019-08-01,86.9362043266
2019-09-01,86.5488797088
2019-10-01,87.6348498349
2019-11-01,87.1828390316
2019-12-01,89.4303422434
2020-01-01,88.7690899822
2020-02-01,90.5824067526
2020-03-01,90.4390465709
2020-04-01,90.0352629909
2020-05-01,90.8675572272
2020-06-01,91.0841786844
2020-07-01,90.1547788914
2020-08-01,87.583473173
2020-09-01,87.7576770512
2020-10-01,90.1680427864
2020-11-01,90.809316895
2020-12-01,96.9459361643
2021-01-01,97.4505140588
2021-02-01,102.5707305272
2021-03-01,105.2995798623
2021-04-01,107.8694929553
2021-05-01,107.1139313981
2021-06-01,112.543517423
2021-07-01,113.0662431287
2021-08-01,110.983476853
2021-09-01,116.3274809449
2021-10-01,117.7362483627
2021-11-01,118.3821258783
2021-12-01,124.0984657486
2022-01-01,127.5812014013
2022-02-01,128.0827002861
2022-03-01,134.1701861851
2022-04-01,144.8854322179
2022-05-01,148.2836724836
2022-06-01,155.5623288519
2022-07-01,153.6706080161
2022-08-01,146.5560953089
2022-09-01,139.1099485377
2022-10-01,132.7766377962
2022-11-01,133.1906245611
2022-12-01,132.7360334172
2023-01-01,135.6890083061
2023-02-01,131.3235689621
2023-03-01,124.7961973692
2023-04-01,125.4506771263
2023-05-01,125.2038028414
2023-06-01,113.9262943001
2023-07-01,108.8479970718
2023-08-01,110.2389746957
2023-09-01,109.8365537159
2023-10-01,110.1839965949
2023-11-01,108.2003030152
2023-12-01,106.6997029939
2024-01-01,110.7911049413
2024-02-01,109.444921507
2024-03-01,108.5593552535
2024-04-01,108.5378969786
2024-05-01,109.5040981703
2024-06-01,113.6662555463
2024-07-01,114.8523041254
2024-08-01,116.7609275788
2024-09-01,117.9736823978
2024-10-01,118.2095175146
2024-11-01,117.4082110865
2024-12-01,118.3884967095
2025-01-01,118.2983515881
2025-02-01,121.7256279502
2025-03-01,120.6193737571
2025-04-01,120.9366980266
2025-05-01,123.9080499566
2025-06-01,130.4480509347
2025-07-01,121.323100971
2025-08-01,121.7593434054
