Tarih,TP_DT_IH_FIY_D12_2010
2016-03-01,94.4956913274
2016-04-01,95.2057545421
2016-05-01,94.1433008786
2016-06-01,95.963709988
2016-07-01,95.941683864
2016-08-01,93.7653311879
2016-09-01,93.9491349036
2016-10-01,92.4164405883
2016-11-01,91.2897049608
2016-12-01,93.4142443287
2017-01-01,93.3540500138
2017-02-01,91.9483433164
2017-03-01,90.4010132416
2017-04-01,90.5179135628
2017-05-01,92.2575247875
2017-06-01,95.4819660894
2017-07-01,95.1131212085
2017-08-01,95.3548263988
2017-09-01,94.9674689165
2017-10-01,93.3966815355
2017-11-01,94.1132152512
2017-12-01,97.2090068528
2018-01-01,98.8941108993
2018-02-01,98.1304913796
2018-03-01,96.6318671829
2018-04-01,96.3965474038
2018-05-01,94.024393286
2018-06-01,96.1037275522
2018-07-01,93.614006545
2018-08-01,90.9731178509
2018-09-01,89.638504956
2018-10-01,88.9966385318
2018-11-01,88.8473184188
2018-12-01,90.6312282287
2019-01-01,91.8539101741
2019-02-01,90.8178680567
2019-03-01,90.2956803771
2019-04-01,89.9934163599
2019-05-01,90.2273262617
2019-06-01,92.1577566157
2019-07-01,91.4734717086
2019-08-01,89.2723270685
2019-09-01,88.6160055826
2019-10-01,89.6986631141
2019-11-01,90.9535308456
2019-12-01,92.5612531416
2020-01-01,93.7033920831
2020-02-01,90.7965726398
2020-03-01,89.1699881295
2020-04-01,92.8163708508
2020-05-01,87.8572044558
2020-06-01,90.6468944103
2020-07-01,92.5008572862
2020-08-01,92.2289258596
2020-09-01,89.667048959
2020-10-01,89.2789153296
2020-11-01,90.8873815911
2020-12-01,94.728049952
2021-01-01,96.0106551354
2021-02-01,95.7085312269
2021-03-01,92.6234421149
2021-04-01,91.9016148895
2021-05-01,91.3014145395
2021-06-01,91.9105584495
2021-07-01,99.2350603949
2021-08-01,90.9811811472
2021-09-01,90.6369545528
2021-10-01,90.440446494
2021-11-01,88.8966237433
2021-12-01,89.5623149869
2022-01-01,95.4742188363
2022-02-01,95.6837154981
2022-03-01,94.8661537284
2022-04-01,98.5244847325
2022-05-01,96.7986344887
2022-06-01,99.6273906935
2022-07-01,100.8577209298
2022-08-01,95.8884479332
2022-09-01,94.0353325946
2022-10-01,94.444504077
2022-11-01,95.7058602417
2022-12-01,97.038123534
2023-01-01,101.5829763624
2023-02-01,102.2086788706
2023-03-01,100.5205585718
2023-04-01,100.2649357933
2023-05-01,99.7979258187
2023-06-01,102.9706648975
2023-07-01,101.8766399621
2023-08-01,99.3202389693
2023-09-01,97.9383308675
2023-10-01,97.1536266317
2023-11-01,99.4437371487
2023-12-01,97.4248781691
2024-01-01,103.2157932617
2024-02-01,100.2799074036
2024-03-01,102.8334283085
2024-04-01,102.3287121632
2024-05-01,103.6840900658
2024-06-01,106.1611174391
2024-07-01,105.7580763278
2024-08-01,105.9742950481
2024-09-01,101.0516942349
2024-10-01,102.6034387231
2024-11-01,101.6285370681
2024-12-01,98.4878251352
2025-01-01,104.0517995563
2025-02-01,105.9438796753
2025-03-01,106.5006059185
2025-04-01,107.3924320609
2025-05-01,108.5934406223
2025-06-01,109.8046955802
2025-07-01,111.7765253347
2025-08-01,111.9794436944
