Tarih,TP_TARIMGFE_GK378650484
2017-08-01,65.41
2017-09-01,65.97
2017-10-01,67.16
2017-11-01,68.65
2017-12-01,69.42
2018-01-01,71.78
2018-02-01,72.5
2018-03-01,73.38
2018-04-01,74.94
2018-05-01,75.82
2018-06-01,76.66
2018-07-01,77.75
2018-08-01,80.71
2018-09-01,83.49
2018-10-01,85.76
2018-11-01,85.83
2018-12-01,85.29
2019-01-01,87.16
2019-02-01,87.59
2019-03-01,88.76
2019-04-01,89.51
2019-05-01,90.88
2019-06-01,90.91
2019-07-01,91.49
2019-08-01,91.62
2019-09-01,91.61
2019-10-01,92.44
2019-11-01,93.18
2019-12-01,93.95
2020-01-01,94.95
2020-02-01,95.35
2020-03-01,95.71
2020-04-01,96.82
2020-05-01,97.1
2020-06-01,97.01
2020-07-01,97.73
2020-08-01,99.48
2020-09-01,101.51
2020-10-01,104.9
2020-11-01,108.43
2020-12-01,111.02
2021-01-01,113.97
2021-02-01,115.91
2021-03-01,117.63
2021-04-01,120.26
2021-05-01,123.64
2021-06-01,128.67
2021-07-01,132.57
2021-08-01,134.18
2021-09-01,136.95
2021-10-01,144.86
2021-11-01,159.56
2021-12-01,182.51
2022-01-01,206.69
2022-02-01,225.41
2022-03-01,254.12
2022-04-01,272.79
2022-05-01,286.87
2022-06-01,309.78
2022-07-01,315.73
2022-08-01,323.02
2022-09-01,335.3
2022-10-01,344.56
2022-11-01,349.59
2022-12-01,348.83
2023-01-01,358.79
2023-02-01,359.74
2023-03-01,363.92
2023-04-01,364.67
2023-05-01,365.64
2023-06-01,382.85
2023-07-01,412.62
2023-08-01,444.57
2023-09-01,457.3
2023-10-01,467.2
2023-11-01,472.6
2023-12-01,484.26
2024-01-01,520.65
2024-02-01,539.34
2024-03-01,545.62
2024-04-01,555.01
2024-05-01,559.73
2024-06-01,564.93
2024-07-01,584.25
2024-08-01,592.39
2024-09-01,602.88
2024-10-01,619.47
2024-11-01,628.19
2024-12-01,641.58
2025-01-01,679.38
2025-02-01,695.32
2025-03-01,707.81
2025-04-01,722.19
2025-05-01,737.73
2025-06-01,756.31
2025-07-01,784.16
