Tarih,TP_IHRISICREV4_58
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,5356.127
2013-02-01,5885.78
2013-03-01,5767.406
2013-04-01,6174.408
2013-05-01,6841.749
2013-06-01,7987.505
2013-07-01,8698.019
2013-08-01,9451.358
2013-09-01,7625.715
2013-10-01,4804.063
2013-11-01,7271.815
2013-12-01,6555.868
2014-01-01,5649.999
2014-02-01,5240.743
2014-03-01,7248.699
2014-04-01,6972.39
2014-05-01,7177.519
2014-06-01,7156.739
2014-07-01,12631.431
2014-08-01,10466.235
2014-09-01,7013.157
2014-10-01,5850.757
2014-11-01,6506.928
2014-12-01,6176.19
2015-01-01,4196.308
2015-02-01,4236.154
2015-03-01,6756.683
2015-04-01,5182.007
2015-05-01,8132.62
2015-06-01,7276.417
2015-07-01,10256.002
2015-08-01,6369.051
2015-09-01,6837.372
2015-10-01,6667.566
2015-11-01,5514.35
2015-12-01,6455.588
2016-01-01,4056.917
2016-02-01,5688.001
2016-03-01,8953.906
2016-04-01,5756.845
2016-05-01,5259.544
2016-06-01,5498.633
2016-07-01,4876.83
2016-08-01,6655.778
2016-09-01,8243.179
