Tarih,TP_IHRISICREV4_58
2016-10-01,6569.646
2016-11-01,5195.875
2016-12-01,5013.764
2017-01-01,3324.08
2017-02-01,4046.202
2017-03-01,4549.317
2017-04-01,6297.912
2017-05-01,4810.725
2017-06-01,5740.191
2017-07-01,6665.723
2017-08-01,10922.711
2017-09-01,6558.901
2017-10-01,8934.161
2017-11-01,8923.706
2017-12-01,8550.606
2018-01-01,5280.311
2018-02-01,4554.019
2018-03-01,7371.084
2018-04-01,4940.227
2018-05-01,5089.954
2018-06-01,5489.682
2018-07-01,7880.617
2018-08-01,8025.787
2018-09-01,9244.707
2018-10-01,7920.808
2018-11-01,8436.192
2018-12-01,7441.364
2019-01-01,6164.669
2019-02-01,7895.782
2019-03-01,8468.4
2019-04-01,8774.86
2019-05-01,8387.907
2019-06-01,7082.934
2019-07-01,13813.206
2019-08-01,17297.717
2019-09-01,9281.978
2019-10-01,9264.501
2019-11-01,9223.907
2019-12-01,10954.871
2020-01-01,7006.158
2020-02-01,7774.909
2020-03-01,8100.449
2020-04-01,7284.188
2020-05-01,9540.101
2020-06-01,9394.797
2020-07-01,11201.254
2020-08-01,13587.366
2020-09-01,21442.185
2020-10-01,9914.725
2020-11-01,11309.606
2020-12-01,11510.711
2021-01-01,9655.0
2021-02-01,8770.0
2021-03-01,11756.0
2021-04-01,11432.0
2021-05-01,9122.0
2021-06-01,11082.0
2021-07-01,12348.0
2021-08-01,13511.0
2021-09-01,13515.0
2021-10-01,13614.0
2021-11-01,14476.0
2021-12-01,13359.0
2022-01-01,18223.0
2022-02-01,14983.0
2022-03-01,14712.0
2022-04-01,14567.0
2022-05-01,11340.0
2022-06-01,26534.0
2022-07-01,16502.0
2022-08-01,16413.0
2022-09-01,17422.0
2022-10-01,23346.0
2022-11-01,14249.0
2022-12-01,16197.0
2023-01-01,10624.0
2023-02-01,12055.0
2023-03-01,16135.0
2023-04-01,12890.0
2023-05-01,13364.0
2023-06-01,16674.0
2023-07-01,17449.0
2023-08-01,16837.0
2023-09-01,15033.0
2023-10-01,13957.0
2023-11-01,15700.0
2023-12-01,16457.0
2024-01-01,12107.0
2024-02-01,15154.0
2024-03-01,14898.0
2024-04-01,12227.0
2024-05-01,15538.0
2024-06-01,12424.0
2024-07-01,25037.0
2024-08-01,26335.0
2024-09-01,17230.0
2024-10-01,16152.0
2024-11-01,15063.0
2024-12-01,14353.0
2025-01-01,16241.0
2025-02-01,14701.0
2025-03-01,15158.0
2025-04-01,15756.0
2025-05-01,13865.0
2025-06-01,13679.0
2025-07-01,22893.0
2025-08-01,17958.0
