Tarih,TP_IHRISICREV4_32
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,285598.895
2013-02-01,339502.822
2013-03-01,356238.636
2013-04-01,405307.261
2013-05-01,424357.395
2013-06-01,403874.023
2013-07-01,420573.598
2013-08-01,312204.184
2013-09-01,387700.088
2013-10-01,333461.453
2013-11-01,426550.154
2013-12-01,357462.191
2014-01-01,394726.051
2014-02-01,416166.902
2014-03-01,423549.792
2014-04-01,434133.744
2014-05-01,435546.057
2014-06-01,352394.228
2014-07-01,498639.823
2014-08-01,348678.366
2014-09-01,648096.749
2014-10-01,532137.08
2014-11-01,691968.599
2014-12-01,537566.149
2015-01-01,486966.042
2015-02-01,304917.895
2015-03-01,387169.84
2015-04-01,434209.772
2015-05-01,501224.75
2015-06-01,427309.635
2015-07-01,335540.136
2015-08-01,435877.18
2015-09-01,371688.376
2015-10-01,438971.328
2015-11-01,359470.248
2015-12-01,397674.395
2016-01-01,316769.521
2016-02-01,347440.431
2016-03-01,420676.038
2016-04-01,463357.592
2016-05-01,387937.842
2016-06-01,406494.746
2016-07-01,248608.437
2016-08-01,463834.102
2016-09-01,349320.811
