Tarih,TP_IHRISICREV4_90
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,234.382
2013-02-01,417.707
2013-03-01,154.527
2013-04-01,151.908
2013-05-01,326.618
2013-06-01,260.56
2013-07-01,100.365
2013-08-01,315.141
2013-09-01,156.917
2013-10-01,161.39
2013-11-01,11215.588
2013-12-01,1590.679
2014-01-01,273.153
2014-02-01,156.074
2014-03-01,226.323
2014-04-01,263.96
2014-05-01,73.82
2014-06-01,396.711
2014-07-01,265.638
2014-08-01,384.624
2014-09-01,206.892
2014-10-01,173.417
2014-11-01,458.209
2014-12-01,771.651
2015-01-01,174.358
2015-02-01,171.956
2015-03-01,193.525
2015-04-01,94.786
2015-05-01,115.316
2015-06-01,247.129
2015-07-01,125.984
2015-08-01,636.001
2015-09-01,1128.222
2015-10-01,55.711
2015-11-01,200.062
2015-12-01,669.232
2016-01-01,652.753
2016-02-01,131.652
2016-03-01,28.885
2016-04-01,207.021
2016-05-01,175.425
2016-06-01,815.816
2016-07-01,296.645
2016-08-01,4064.363
2016-09-01,48.992
2016-10-01,99.248
2016-11-01,189.281
2016-12-01,804.057
2017-01-01,425.457
