Tarih,TP_IHRISICREV4_90
2017-02-01,309.038
2017-03-01,586.726
2017-04-01,954.85
2017-05-01,936.727
2017-06-01,1567.202
2017-07-01,323.136
2017-08-01,321.02
2017-09-01,352.745
2017-10-01,115.285
2017-11-01,496.907
2017-12-01,2569.841
2018-01-01,70.125
2018-02-01,1112.533
2018-03-01,179.236
2018-04-01,610.752
2018-05-01,1815.254
2018-06-01,359.992
2018-07-01,375.692
2018-08-01,286.944
2018-09-01,4977.66
2018-10-01,2524.977
2018-11-01,8161.041
2018-12-01,1018.196
2019-01-01,541.895
2019-02-01,908.652
2019-03-01,684.737
2019-04-01,971.029
2019-05-01,1067.642
2019-06-01,987.63
2019-07-01,147.035
2019-08-01,2056.19
2019-09-01,1182.625
2019-10-01,2833.703
2019-11-01,602.871
2019-12-01,408.973
2020-01-01,602.273
2020-02-01,207.023
2020-03-01,2409.599
2020-04-01,868.179
2020-05-01,259.329
2020-06-01,2326.75
2020-07-01,1139.805
2020-08-01,926.443
2020-09-01,583.146
2020-10-01,497.004
2020-11-01,500.721
2020-12-01,401.056
2021-01-01,1827.0
2021-02-01,478.0
2021-03-01,622.0
2021-04-01,554.0
2021-05-01,578.0
2021-06-01,1549.0
2021-07-01,466.0
2021-08-01,1900.0
2021-09-01,933.0
2021-10-01,604.0
2021-11-01,741.0
2021-12-01,1348.0
2022-01-01,1038.0
2022-02-01,2515.0
2022-03-01,1397.0
2022-04-01,694.0
2022-05-01,910.0
2022-06-01,696.0
2022-07-01,658.0
2022-08-01,1148.0
2022-09-01,647.0
2022-10-01,3975.0
2022-11-01,989.0
2022-12-01,1614.0
2023-01-01,1760.0
2023-02-01,943.0
2023-03-01,1213.0
2023-04-01,1285.0
2023-05-01,700.0
2023-06-01,676.0
2023-07-01,1127.0
2023-08-01,868.0
2023-09-01,916.0
2023-10-01,1713.0
2023-11-01,1204.0
2023-12-01,1081.0
2024-01-01,975.0
2024-02-01,1416.0
2024-03-01,1135.0
2024-04-01,871.0
2024-05-01,1839.0
2024-06-01,775.0
2024-07-01,1631.0
2024-08-01,997.0
2024-09-01,761.0
2024-10-01,896.0
2024-11-01,1095.0
2024-12-01,1559.0
2025-01-01,1300.0
2025-02-01,1074.0
2025-03-01,2249.0
2025-04-01,796.0
2025-05-01,1411.0
2025-06-01,1033.0
2025-07-01,806.0
2025-08-01,1141.0
