Tarih,TP_IHRISICREV4_59
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,2952.409
2013-02-01,4354.99
2013-03-01,2857.772
2013-04-01,281.33
2013-05-01,3072.334
2013-06-01,409.353
2013-07-01,2593.557
2013-08-01,587.745
2013-09-01,562.089
2013-10-01,1137.469
2013-11-01,1462.864
2013-12-01,1764.399
2014-01-01,630.481
2014-02-01,388.867
2014-03-01,1180.84
2014-04-01,647.257
2014-05-01,2456.528
2014-06-01,4809.672
2014-07-01,1798.204
2014-08-01,759.677
2014-09-01,4608.891
2014-10-01,367.551
2014-11-01,670.015
2014-12-01,3181.595
2015-01-01,514.578
2015-02-01,2044.149
2015-03-01,863.156
2015-04-01,1812.721
2015-05-01,476.048
2015-06-01,3375.381
2015-07-01,1510.979
2015-08-01,1115.103
2015-09-01,393.183
2015-10-01,2012.77
2015-11-01,2362.05
2015-12-01,1777.85
2016-01-01,158.791
2016-02-01,493.043
2016-03-01,1381.189
2016-04-01,422.761
2016-05-01,714.557
2016-06-01,539.24
2016-07-01,274.923
2016-08-01,279.19
2016-09-01,102.031
2016-10-01,219.79
2016-11-01,2417.148
