Tarih,TP_IHRISICREV4_02
2016-11-01,1377.953
2016-12-01,797.692
2017-01-01,181.108
2017-02-01,251.671
2017-03-01,944.823
2017-04-01,1912.513
2017-05-01,1448.614
2017-06-01,1172.516
2017-07-01,845.035
2017-08-01,1397.349
2017-09-01,1404.453
2017-10-01,2335.304
2017-11-01,2682.484
2017-12-01,1201.815
2018-01-01,379.354
2018-02-01,485.79
2018-03-01,1827.654
2018-04-01,2100.665
2018-05-01,1806.436
2018-06-01,1485.381
2018-07-01,1635.52
2018-08-01,1869.364
2018-09-01,2613.155
2018-10-01,5169.489
2018-11-01,2980.022
2018-12-01,1263.059
2019-01-01,501.84
2019-02-01,411.554
2019-03-01,1292.804
2019-04-01,1912.724
2019-05-01,2184.688
2019-06-01,1691.154
2019-07-01,1574.091
2019-08-01,1588.029
2019-09-01,2105.025
2019-10-01,2714.159
2019-11-01,1997.54
2019-12-01,1124.642
2020-01-01,935.325
2020-02-01,658.836
2020-03-01,520.015
2020-04-01,724.298
2020-05-01,1127.206
2020-06-01,1363.579
2020-07-01,1984.082
2020-08-01,1684.266
2020-09-01,2822.917
2020-10-01,2783.863
2020-11-01,1825.448
2020-12-01,1453.204
2021-01-01,930.0
2021-02-01,1208.0
2021-03-01,1850.0
2021-04-01,2403.0
2021-05-01,1498.0
2021-06-01,1981.0
2021-07-01,1439.0
2021-08-01,2521.0
2021-09-01,2694.0
2021-10-01,3062.0
2021-11-01,3141.0
2021-12-01,2137.0
2022-01-01,1058.0
2022-02-01,1248.0
2022-03-01,1214.0
2022-04-01,2779.0
2022-05-01,1116.0
2022-06-01,3402.0
2022-07-01,2997.0
2022-08-01,2167.0
2022-09-01,1634.0
2022-10-01,1915.0
2022-11-01,2356.0
2022-12-01,1298.0
2023-01-01,700.0
2023-02-01,748.0
2023-03-01,1325.0
2023-04-01,1944.0
2023-05-01,2447.0
2023-06-01,1581.0
2023-07-01,1569.0
2023-08-01,2013.0
2023-09-01,1716.0
2023-10-01,2335.0
2023-11-01,1567.0
2023-12-01,1421.0
2024-01-01,777.0
2024-02-01,762.0
2024-03-01,1480.0
2024-04-01,1640.0
2024-05-01,1498.0
2024-06-01,1240.0
2024-07-01,1313.0
2024-08-01,1341.0
2024-09-01,2790.0
2024-10-01,2398.0
2024-11-01,1786.0
2024-12-01,1106.0
2025-01-01,687.0
2025-02-01,541.0
2025-03-01,729.0
2025-04-01,1507.0
2025-05-01,1509.0
2025-06-01,628.0
2025-07-01,1067.0
2025-08-01,1166.0
