Tarih,TP_IHRISICREV4_10
2016-08-01,952301.742
2016-09-01,918410.725
2016-10-01,1178198.608
2016-11-01,1130447.086
2016-12-01,1096249.476
2017-01-01,966178.98
2017-02-01,983994.399
2017-03-01,1129872.033
2017-04-01,970774.064
2017-05-01,991299.113
2017-06-01,903349.277
2017-07-01,852154.723
2017-08-01,990584.041
2017-09-01,978102.796
2017-10-01,1260646.033
2017-11-01,1200058.826
2017-12-01,1120637.603
2018-01-01,1061632.487
2018-02-01,1021578.097
2018-03-01,1115003.332
2018-04-01,1051970.622
2018-05-01,1085976.05
2018-06-01,866959.22
2018-07-01,992135.85
2018-08-01,838092.236
2018-09-01,1082377.827
2018-10-01,1225111.751
2018-11-01,1265339.149
2018-12-01,1154709.487
2019-01-01,1064087.469
2019-02-01,1056772.092
2019-03-01,1148936.095
2019-04-01,1114838.276
2019-05-01,1157581.1
2019-06-01,705939.077
2019-07-01,1050449.269
2019-08-01,877551.927
2019-09-01,1289308.511
2019-10-01,1461011.764
2019-11-01,1323627.246
2019-12-01,1186489.418
2020-01-01,1151692.757
2020-02-01,1133976.611
2020-03-01,1242090.807
2020-04-01,1186606.785
2020-05-01,933877.577
2020-06-01,1023842.209
2020-07-01,1117034.311
2020-08-01,974191.544
2020-09-01,1310858.605
2020-10-01,1363987.878
2020-11-01,1200332.397
2020-12-01,1365829.96
2021-01-01,1125148.0
2021-02-01,1250210.0
2021-03-01,1411486.0
2021-04-01,1391795.0
2021-05-01,1193067.0
2021-06-01,1447692.0
2021-07-01,1191832.0
2021-08-01,1441786.0
2021-09-01,1618096.0
2021-10-01,1712916.0
2021-11-01,1731022.0
2021-12-01,1782582.0
2022-01-01,1482974.0
2022-02-01,1654744.0
2022-03-01,1778792.0
2022-04-01,1726507.0
2022-05-01,1519708.0
2022-06-01,1837435.0
2022-07-01,1552409.0
2022-08-01,1792191.0
2022-09-01,1931849.0
2022-10-01,1979655.0
2022-11-01,2060990.0
2022-12-01,2137085.0
2023-01-01,1683650.0
2023-02-01,1460556.0
2023-03-01,2021430.0
2023-04-01,1580303.0
2023-05-01,1730871.0
2023-06-01,1553542.0
2023-07-01,1594553.0
2023-08-01,1635291.0
2023-09-01,1770628.0
2023-10-01,1916889.0
2023-11-01,1889702.0
2023-12-01,1972609.0
2024-01-01,1951838.0
2024-02-01,1912083.0
2024-03-01,1936715.0
2024-04-01,1607984.0
2024-05-01,1918613.0
2024-06-01,1443617.0
2024-07-01,1771729.0
2024-08-01,1774842.0
2024-09-01,1825746.0
2024-10-01,2128765.0
2024-11-01,2024896.0
2024-12-01,2119814.0
2025-01-01,1816261.0
2025-02-01,1797811.0
2025-03-01,1919453.0
2025-04-01,1687569.0
2025-05-01,1927416.0
2025-06-01,1626576.0
2025-07-01,1885478.0
2025-08-01,1722037.0
