Tarih,TP_IHRISICREV4_26
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,217024.598
2013-02-01,217889.971
2013-03-01,228840.039
2013-04-01,258785.465
2013-05-01,283329.255
2013-06-01,242955.573
2013-07-01,302086.395
2013-08-01,241453.698
2013-09-01,309130.989
2013-10-01,330343.559
2013-11-01,326171.242
2013-12-01,336377.574
2014-01-01,222194.03
2014-02-01,278539.506
2014-03-01,333762.302
2014-04-01,317212.02
2014-05-01,309733.895
2014-06-01,288120.988
2014-07-01,257236.57
2014-08-01,252170.042
2014-09-01,325628.512
2014-10-01,313238.201
2014-11-01,334048.791
2014-12-01,437515.976
2015-01-01,177171.689
2015-02-01,245455.595
2015-03-01,283435.533
2015-04-01,227725.672
2015-05-01,216455.385
2015-06-01,283020.744
2015-07-01,241589.363
2015-08-01,256762.104
2015-09-01,295983.079
2015-10-01,350267.303
2015-11-01,348005.686
2015-12-01,325786.398
2016-01-01,166468.882
2016-02-01,212543.157
2016-03-01,270561.174
2016-04-01,245163.678
2016-05-01,204895.764
2016-06-01,198365.36
2016-07-01,148009.715
2016-08-01,193935.429
2016-09-01,213794.165
