Tarih,TP_IHRISICREV4_22
2016-10-01,557938.525
2016-11-01,549815.0
2016-12-01,527868.105
2017-01-01,478605.424
2017-02-01,531523.908
2017-03-01,638642.619
2017-04-01,542772.765
2017-05-01,600355.064
2017-06-01,595340.645
2017-07-01,565097.643
2017-08-01,640452.489
2017-09-01,564098.946
2017-10-01,645660.815
2017-11-01,635038.723
2017-12-01,630775.653
2018-01-01,600636.509
2018-02-01,637387.304
2018-03-01,730711.308
2018-04-01,661937.527
2018-05-01,688169.57
2018-06-01,635248.678
2018-07-01,671887.237
2018-08-01,565790.147
2018-09-01,648652.018
2018-10-01,701955.852
2018-11-01,693372.581
2018-12-01,610388.24
2019-01-01,619580.443
2019-02-01,637305.323
2019-03-01,710188.561
2019-04-01,687237.672
2019-05-01,769167.471
2019-06-01,496433.365
2019-07-01,728158.093
2019-08-01,603517.294
2019-09-01,693559.457
2019-10-01,727389.973
2019-11-01,680717.102
2019-12-01,629468.538
2020-01-01,628622.19
2020-02-01,645221.917
2020-03-01,642679.199
2020-04-01,473220.02
2020-05-01,493202.547
2020-06-01,671241.455
2020-07-01,750232.492
2020-08-01,644583.288
2020-09-01,772169.217
2020-10-01,780678.012
2020-11-01,740589.483
2020-12-01,806173.419
2021-01-01,685072.0
2021-02-01,761086.0
2021-03-01,901822.0
2021-04-01,916642.0
2021-05-01,815130.0
2021-06-01,958452.0
2021-07-01,749933.0
2021-08-01,871918.0
2021-09-01,954446.0
2021-10-01,884828.0
2021-11-01,932690.0
2021-12-01,941890.0
2022-01-01,806557.0
2022-02-01,943129.0
2022-03-01,1037517.0
2022-04-01,1075161.0
2022-05-01,840694.0
2022-06-01,1054500.0
2022-07-01,799566.0
2022-08-01,962641.0
2022-09-01,999173.0
2022-10-01,890820.0
2022-11-01,930454.0
2022-12-01,911716.0
2023-01-01,857191.0
2023-02-01,851503.0
2023-03-01,1049490.0
2023-04-01,860335.0
2023-05-01,952204.0
2023-06-01,899627.0
2023-07-01,853928.0
2023-08-01,975071.0
2023-09-01,941209.0
2023-10-01,932936.0
2023-11-01,922825.0
2023-12-01,863859.0
2024-01-01,854581.0
2024-02-01,927984.0
2024-03-01,958905.0
2024-04-01,800714.0
2024-05-01,1009453.0
2024-06-01,752414.0
2024-07-01,993665.0
2024-08-01,981277.0
2024-09-01,973705.0
2024-10-01,984100.0
2024-11-01,947004.0
2024-12-01,897964.0
2025-01-01,898174.0
2025-02-01,897078.0
2025-03-01,989080.0
2025-04-01,962630.0
2025-05-01,1062395.0
2025-06-01,885448.0
2025-07-01,1057243.0
2025-08-01,962179.0
