Tarih,TP_IHRISICREV4_20
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,514267.899
2013-02-01,605338.311
2013-03-01,599515.886
2013-04-01,582042.988
2013-05-01,647550.191
2013-06-01,557748.74
2013-07-01,618270.366
2013-08-01,579639.255
2013-09-01,599363.524
2013-10-01,605306.399
2013-11-01,666118.605
2013-12-01,639934.322
2014-01-01,584259.527
2014-02-01,588263.29
2014-03-01,632719.594
2014-04-01,644282.158
2014-05-01,697031.634
2014-06-01,632834.411
2014-07-01,644166.594
2014-08-01,616668.155
2014-09-01,629706.669
2014-10-01,607629.74
2014-11-01,596936.477
2014-12-01,626496.73
2015-01-01,503617.273
2015-02-01,512649.54
2015-03-01,599734.66
2015-04-01,603738.511
2015-05-01,607739.571
2015-06-01,646599.941
2015-07-01,615844.994
2015-08-01,571440.752
2015-09-01,513970.369
2015-10-01,621635.427
2015-11-01,593109.563
2015-12-01,575178.74
2016-01-01,451969.047
2016-02-01,526978.02
2016-03-01,542733.257
2016-04-01,562155.69
2016-05-01,526292.96
2016-06-01,618369.581
2016-07-01,444529.168
2016-08-01,574183.632
2016-09-01,517334.755
