Tarih,TP_IHRISICREV4_30
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,132314.526
2013-02-01,265023.443
2013-03-01,211998.874
2013-04-01,221716.865
2013-05-01,219565.27
2013-06-01,274505.857
2013-07-01,219249.078
2013-08-01,286334.548
2013-09-01,235230.374
2013-10-01,145233.076
2013-11-01,150616.511
2013-12-01,233416.888
2014-01-01,163866.526
2014-02-01,206995.414
2014-03-01,217968.939
2014-04-01,239173.537
2014-05-01,323824.476
2014-06-01,276739.672
2014-07-01,285900.862
2014-08-01,242996.937
2014-09-01,298090.796
2014-10-01,273082.85
2014-11-01,188406.985
2014-12-01,293005.196
2015-01-01,150593.831
2015-02-01,160735.242
2015-03-01,189677.797
2015-04-01,296599.328
2015-05-01,216190.86
2015-06-01,167312.458
2015-07-01,302252.585
2015-08-01,210283.717
2015-09-01,195266.581
2015-10-01,182385.031
2015-11-01,226652.95
2015-12-01,235050.246
2016-01-01,160557.746
2016-02-01,203592.379
2016-03-01,231546.083
2016-04-01,202762.895
2016-05-01,167360.65
2016-06-01,214228.634
2016-07-01,133346.841
2016-08-01,181159.217
2016-09-01,132085.13
