Tarih,TP_PB_SKY244
2015-09-01,0.0
2015-10-01,0.0
2015-11-01,0.0
2015-12-01,0.0
2016-01-01,0.0
2016-02-01,0.0
2016-03-01,0.0
2016-04-01,0.0
2016-05-01,0.0
2016-06-01,0.0
2016-07-01,0.0
2016-08-01,0.0
2016-09-01,0.0
2016-10-01,0.0
2016-11-01,272.0
2016-12-01,0.0
2017-01-01,0.0
2017-02-01,0.0
2017-03-01,0.0
2017-04-01,0.0
2017-05-01,8180.0
2017-06-01,21771.0
2017-07-01,4211.0
2017-08-01,36241.0
2017-09-01,8059.0
2017-10-01,39032.0
2017-11-01,4988.0
2017-12-01,32430.0
2018-01-01,21576.0
2018-02-01,43632.0
2018-03-01,22011.0
2018-04-01,18495.0
2018-05-01,33743.0
2018-06-01,16194.0
2018-07-01,46428.0
2018-08-01,48748.0
2018-09-01,40920.0
2018-10-01,44541.0
2018-11-01,41075.0
2018-12-01,38106.0
2019-01-01,34767.0
2019-02-01,35518.0
2019-03-01,50091.0
2019-04-01,50544.0
2019-05-01,102579.0
2019-06-01,109561.0
2019-07-01,17171.0
2019-08-01,45250.0
2019-09-01,24495.0
2019-10-01,106314.0
2019-11-01,27014.0
2019-12-01,19130.0
2020-01-01,53230.0
2020-02-01,48111.0
2020-03-01,159797.0
2020-04-01,123817.0
2020-05-01,490691.0
2020-06-01,314788.0
2020-07-01,185393.0
2020-08-01,155124.0
2020-09-01,117898.0
2020-10-01,216752.0
2020-11-01,164441.0
2020-12-01,293618.0
2021-01-01,107640.0
2021-02-01,285682.0
2021-03-01,299419.0
2021-04-01,325046.0
2021-05-01,443603.0
2021-06-01,910349.0
2021-07-01,1152102.0
2021-08-01,1325260.0
2021-09-01,1724783.0
2021-10-01,2318052.0
2021-11-01,2034337.0
2021-12-01,1117959.0
2022-01-01,779963.0
2022-02-01,422475.0
2022-03-01,536989.0
2022-04-01,394559.0
2022-05-01,273492.0
2022-06-01,267873.0
2022-07-01,483894.0
2022-08-01,347104.0
2022-09-01,40971.0
2022-10-01,405552.0
2022-11-01,689869.0
2022-12-01,1503435.0
2023-01-01,4050607.0
2023-02-01,6920687.0
2023-03-01,6819615.0
2023-04-01,7781529.0
2023-05-01,6980422.0
2023-06-01,10895178.0
2023-07-01,9618282.0
2023-08-01,11439771.0
2023-09-01,12721442.0
2023-10-01,14536246.0
2023-11-01,14305837.0
2023-12-01,14935793.0
2024-01-01,12684896.0
2024-02-01,16947734.0
2024-03-01,16844284.0
2024-04-01,15999613.0
2024-05-01,24970503.0
2024-06-01,31466726.0
2024-07-01,42297237.0
2024-08-01,53919775.0
2024-09-01,44390157.0
2024-10-01,52504216.0
2024-11-01,87558557.0
2024-12-01,72082381.0
2025-01-01,108216323.0
2025-02-01,113701131.0
2025-03-01,107672092.0
2025-04-01,83073571.0
2025-05-01,83867648.0
2025-06-01,86805408.0
2025-07-01,84914822.0
2025-08-01,121385146.0
