Tarih,TP_FINHESTNKS129_ZP19
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,
2006-01-01,
2006-04-01,
2006-07-01,
2006-10-01,
2007-01-01,
2007-04-01,
2007-07-01,
2007-10-01,
2008-01-01,
2008-04-01,
2008-07-01,
2008-10-01,
2009-01-01,
2009-04-01,
2009-07-01,
2009-10-01,
2010-01-01,
2010-04-01,
2010-07-01,
2010-10-01,
2011-01-01,
2011-04-01,
2011-07-01,
2011-10-01,
2012-01-01,
2012-04-01,
2012-07-01,
2012-10-01,
2013-01-01,
2013-04-01,
2013-07-01,
2013-10-01,0.0
2014-01-01,
2014-04-01,
2014-07-01,
2014-10-01,0.0
2015-01-01,
2015-04-01,
2015-07-01,
2015-10-01,
2016-01-01,0.0
2016-04-01,0.0
2016-07-01,0.0
2016-10-01,0.0
2017-01-01,0.0
2017-04-01,0.0
2017-07-01,0.0
2017-10-01,0.0
2018-01-01,0.0
2018-04-01,0.0
2018-07-01,0.0
2018-10-01,0.0
2019-01-01,0.0
2019-04-01,0.0
2019-07-01,0.0
2019-10-01,0.0
2020-01-01,3083427.4
2020-04-01,4090050.15
2020-07-01,4837735.36
2020-10-01,5359779.47
2021-01-01,6036447.6
2021-04-01,6580870.91
2021-07-01,7527318.9
2021-10-01,13120740.81
2022-01-01,16193811.8
2022-04-01,21839167.86
2022-07-01,25790665.5
2022-10-01,37544384.96
2023-01-01,50660238.79
2023-04-01,59570566.22
2023-07-01,68892729.98
2023-10-01,92545410.38
2024-01-01,114381364.92
2024-04-01,116830114.83
2024-07-01,173290709.41
2024-10-01,184546214.37
2025-01-01,199634215.26
2025-04-01,223987067.54
