Tarih,TP_IYA_INTM2_S02_X
2015-04-01,1034.0
2015-05-01,1050.0
2015-06-01,1072.0
2015-07-01,1036.0
2015-08-01,1033.0
2015-09-01,1041.0
2015-10-01,1037.0
2015-11-01,1035.0
2015-12-01,1042.0
2016-01-01,1015.0
2016-02-01,1009.0
2016-03-01,1001.0
2016-04-01,1016.0
2016-05-01,993.0
2016-06-01,1007.0
2016-07-01,1007.0
2016-08-01,1000.0
2016-09-01,996.0
2016-10-01,990.0
2016-11-01,990.0
2016-12-01,998.0
2017-01-01,997.0
2017-02-01,992.0
2017-03-01,1013.0
2017-04-01,991.0
2017-05-01,1038.0
2017-06-01,1037.0
2017-07-01,1032.0
2017-08-01,1035.0
2017-09-01,1021.0
2017-10-01,1025.0
2017-11-01,1017.0
2017-12-01,1018.0
2018-01-01,1020.0
2018-02-01,1022.0
2018-03-01,1017.0
2018-04-01,1036.0
2018-05-01,1045.0
2018-06-01,1028.0
2018-07-01,1014.0
2018-08-01,1009.0
2018-09-01,1016.0
2018-10-01,1028.0
2018-11-01,1018.0
2018-12-01,1014.0
2019-01-01,843.0
2019-02-01,842.0
2019-03-01,845.0
2019-04-01,846.0
2019-05-01,833.0
2019-06-01,828.0
2019-07-01,836.0
2019-08-01,863.0
2019-09-01,870.0
2019-10-01,863.0
2019-11-01,867.0
2019-12-01,868.0
2020-01-01,862.0
2020-02-01,877.0
2020-03-01,877.0
2020-04-01,839.0
2020-05-01,843.0
2020-06-01,859.0
2020-07-01,857.0
2020-08-01,864.0
2020-09-01,854.0
2020-10-01,853.0
2020-11-01,834.0
2020-12-01,853.0
2021-01-01,842.0
2021-02-01,868.0
2021-03-01,870.0
2021-04-01,855.0
2021-05-01,853.0
2021-06-01,857.0
2021-07-01,825.0
2021-08-01,852.0
2021-09-01,860.0
2021-10-01,860.0
2021-11-01,859.0
2021-12-01,868.0
2022-01-01,857.0
2022-02-01,853.0
2022-03-01,864.0
2022-04-01,858.0
2022-05-01,861.0
2022-06-01,872.0
2022-07-01,849.0
2022-08-01,867.0
2022-09-01,854.0
2022-10-01,858.0
2022-11-01,849.0
2022-12-01,856.0
2023-01-01,862.0
2023-02-01,821.0
2023-03-01,839.0
2023-04-01,844.0
2023-05-01,838.0
2023-06-01,852.0
2023-07-01,848.0
2023-08-01,835.0
2023-09-01,840.0
2023-10-01,832.0
2023-11-01,854.0
2023-12-01,845.0
2024-01-01,845.0
2024-02-01,839.0
2024-03-01,840.0
2024-04-01,835.0
2024-05-01,838.0
2024-06-01,814.0
2024-07-01,838.0
2024-08-01,832.0
2024-09-01,834.0
2024-10-01,844.0
2024-11-01,840.0
2024-12-01,833.0
2025-01-01,828.0
2025-02-01,835.0
2025-03-01,826.0
2025-04-01,827.0
2025-05-01,895.0
2025-06-01,887.0
2025-07-01,889.0
2025-08-01,879.0
2025-09-01,875.0
