Tarih,TP_HPBITABLO1_21,TP_HPBITABLO1_21
2007-09-07,2007-36,
2007-09-14,2007-37,
2007-09-21,2007-38,
2007-09-28,2007-39,
2007-10-05,2007-40,
2007-10-12,2007-41,
2007-10-19,2007-42,
2007-10-26,2007-43,
2007-11-02,2007-44,
2007-11-09,2007-45,
2007-11-16,2007-46,
2007-11-23,2007-47,
2007-11-30,2007-48,
2007-12-07,2007-49,
2007-12-14,2007-50,
2007-12-21,2007-51,
2007-12-28,2007-52,
2008-01-04,2008-1,
2008-01-11,2008-2,
2008-01-18,2008-3,
2008-01-25,2008-4,
2008-02-01,2008-5,
2008-02-08,2008-6,
2008-02-15,2008-7,
2008-02-22,2008-8,
2008-02-29,2008-9,
2008-03-07,2008-10,
2008-03-14,2008-11,
2008-03-21,2008-12,
2008-03-28,2008-13,
2008-04-04,2008-14,
2008-04-11,2008-15,
2008-04-18,2008-16,
2008-04-25,2008-17,
2008-05-02,2008-18,
2008-05-09,2008-19,
2008-05-16,2008-20,
2008-05-23,2008-21,
2008-05-30,2008-22,
2008-06-06,2008-23,
2008-06-13,2008-24,
2008-06-20,2008-25,
2008-06-27,2008-26,
2008-07-04,2008-27,
2008-07-11,2008-28,
2008-07-18,2008-29,
2008-07-25,2008-30,
2008-08-01,2008-31,
2008-08-08,2008-32,
2008-08-15,2008-33,
2008-08-22,2008-34,
2008-08-29,2008-35,
2008-09-05,2008-36,
2008-09-12,2008-37,
2008-09-19,2008-38,
2008-09-26,2008-39,
2008-10-03,2008-40,
2008-10-10,2008-41,
2008-10-17,2008-42,
2008-10-24,2008-43,
2008-10-31,2008-44,
2008-11-07,2008-45,
2008-11-14,2008-46,
2008-11-21,2008-47,
2008-11-28,2008-48,
2008-12-05,2008-49,
2008-12-12,2008-50,
2008-12-19,2008-51,
2008-12-26,2008-52,
2009-01-02,2009-1,
2009-01-09,2009-2,
2009-01-16,2009-3,
2009-01-23,2009-4,
2009-01-30,2009-5,
2009-02-06,2009-6,
2009-02-13,2009-7,
2009-02-20,2009-8,
2009-02-27,2009-9,
2009-03-06,2009-10,
2009-03-13,2009-11,
2009-03-20,2009-12,
2009-03-27,2009-13,
2009-04-03,2009-14,
2009-04-10,2009-15,
2009-04-17,2009-16,
2009-04-24,2009-17,
2009-05-01,2009-18,
2009-05-08,2009-19,
2009-05-15,2009-20,
2009-05-22,2009-21,
2009-05-29,2009-22,
2009-06-05,2009-23,
2009-06-12,2009-24,
2009-06-19,2009-25,
2009-06-26,2009-26,
2009-07-03,2009-27,
2009-07-10,2009-28,
2009-07-17,2009-29,
2009-07-24,2009-30,
2009-07-31,2009-31,
2009-08-07,2009-32,
2009-08-14,2009-33,
2009-08-21,2009-34,
2009-08-28,2009-35,
2009-09-04,2009-36,
2009-09-11,2009-37,
2009-09-18,2009-38,
2009-09-25,2009-39,
2009-10-02,2009-40,
2009-10-09,2009-41,
2009-10-16,2009-42,
2009-10-23,2009-43,
2009-10-30,2009-44,
2009-11-06,2009-45,
2009-11-13,2009-46,
2009-11-20,2009-47,
2009-11-27,2009-48,
2009-12-04,2009-49,
2009-12-11,2009-50,
2009-12-18,2009-51,
2009-12-25,2009-52,
2010-01-01,2010-1,
2010-01-08,2010-2,
2010-01-15,2010-3,
2010-01-22,2010-4,
2010-01-29,2010-5,
2010-02-05,2010-6,
2010-02-12,2010-7,
2010-02-19,2010-8,
2010-02-26,2010-9,
2010-03-05,2010-10,
2010-03-12,2010-11,
2010-03-19,2010-12,
2010-03-26,2010-13,
2010-04-02,2010-14,
2010-04-09,2010-15,
2010-04-16,2010-16,
2010-04-23,2010-17,
2010-04-30,2010-18,
2010-05-07,2010-19,
2010-05-14,2010-20,
2010-05-21,2010-21,
2010-05-28,2010-22,
2010-06-04,2010-23,
2010-06-11,2010-24,
2010-06-18,2010-25,
2010-06-25,2010-26,
2010-07-02,2010-27,
2010-07-09,2010-28,
2010-07-16,2010-29,
2010-07-23,2010-30,
2010-07-30,2010-31,
2010-08-06,2010-32,
2010-08-13,2010-33,
2010-08-20,2010-34,
2010-08-27,2010-35,
2010-09-03,2010-36,
2010-09-10,2010-37,
2010-09-17,2010-38,
2010-09-24,2010-39,
2010-10-01,2010-40,
2010-10-08,2010-41,
2010-10-15,2010-42,
2010-10-22,2010-43,
2010-10-29,2010-44,
2010-11-05,2010-45,
2010-11-12,2010-46,
2010-11-19,2010-47,
2010-11-26,2010-48,
2010-12-03,2010-49,
2010-12-10,2010-50,
2010-12-17,2010-51,
2010-12-24,2010-52,
2010-12-31,2010-53,1112613.8
2011-01-07,2011-1,1089455.5
2011-01-14,2011-2,1244134.3
2011-01-21,2011-3,1262485.3
2011-01-28,2011-4,1283381.2
2011-02-04,2011-5,2644169.6
2011-02-11,2011-6,3173944.2
2011-02-18,2011-7,3471524.3
2011-02-25,2011-8,3406983.8
2011-03-04,2011-9,3370309.7
2011-03-11,2011-10,3656756.0
2011-03-18,2011-11,3518963.3
2011-03-25,2011-12,3421726.8
2011-04-01,2011-13,3549106.0
2011-04-08,2011-14,3546350.9
2011-04-15,2011-15,3550212.8
2011-04-22,2011-16,4751368.3
2011-04-29,2011-17,4749728.3
2011-05-06,2011-18,4559882.4
2011-05-13,2011-19,5020772.4
2011-05-20,2011-20,5254753.0
2011-05-27,2011-21,5938133.0
2011-06-03,2011-22,5916250.0
2011-06-10,2011-23,6713016.0
2011-06-17,2011-24,7633049.0
2011-06-24,2011-25,7654482.0
2011-07-01,2011-26,7711480.0
2011-07-08,2011-27,7736762.0
2011-07-15,2011-28,7745802.0
2011-07-22,2011-29,8064788.0
2011-07-29,2011-30,8128510.0
2011-08-05,2011-31,8748389.0
2011-08-12,2011-32,9241928.0
2011-08-19,2011-33,9284824.0
2011-08-26,2011-34,9288846.0
2011-09-02,2011-35,9303481.0
2011-09-09,2011-36,9346896.0
2011-09-16,2011-37,9324089.0
2011-09-23,2011-38,9323625.0
2011-09-30,2011-39,9378880.0
2011-10-07,2011-40,9123711.0
2011-10-14,2011-41,9675329.0
2011-10-21,2011-42,9727242.0
2011-10-28,2011-43,9767698.0
2011-11-04,2011-44,10259617.0
2011-11-11,2011-45,10293922.0
2011-11-18,2011-46,10300778.0
2011-11-25,2011-47,10300782.0
2011-12-02,2011-48,10367269.0
2011-12-09,2011-49,10484604.0
2011-12-16,2011-50,10511389.0
2011-12-23,2011-51,10429580.0
2011-12-30,2011-52,10402025.0
2012-01-06,2012-1,10485960.0
2012-01-13,2012-2,10286032.0
2012-01-20,2012-3,10132746.0
2012-01-27,2012-4,11270227.0
2012-02-03,2012-5,11655695.0
2012-02-10,2012-6,11933927.0
2012-02-17,2012-7,12987798.0
2012-02-24,2012-8,12965882.0
2012-03-02,2012-9,12889257.0
2012-03-09,2012-10,12843528.0
2012-03-16,2012-11,13198912.0
2012-03-23,2012-12,13194816.0
2012-03-30,2012-13,13384009.0
2012-04-06,2012-14,13216711.0
2012-04-13,2012-15,13513801.0
2012-04-20,2012-16,13643486.0
2012-04-27,2012-17,13323823.0
2012-05-04,2012-18,15571109.0
2012-05-11,2012-19,15890166.0
2012-05-18,2012-20,16133323.0
2012-05-25,2012-21,16068522.0
2012-06-01,2012-22,17070743.0
2012-06-08,2012-23,18199043.0
2012-06-15,2012-24,17922198.0
2012-06-22,2012-25,17884264.0
2012-06-29,2012-26,17774075.0
2012-07-06,2012-27,17724621.0
2012-07-13,2012-28,17856218.0
2012-07-20,2012-29,16650836.0
2012-07-27,2012-30,16823533.0
2012-08-03,2012-31,16856077.0
2012-08-10,2012-32,16889281.0
2012-08-17,2012-33,17544103.0
2012-08-24,2012-34,17384803.0
2012-08-31,2012-35,17309755.0
2012-09-07,2012-36,17228665.0
2012-09-14,2012-37,17530221.0
2012-09-21,2012-38,18441923.0
2012-09-28,2012-39,17868589.0
2012-10-05,2012-40,18258636.0
2012-10-12,2012-41,18435580.0
2012-10-19,2012-42,18174377.0
2012-10-26,2012-43,18129774.0
2012-11-02,2012-44,18078338.0
2012-11-09,2012-45,17052184.0
2012-11-16,2012-46,18795328.0
2012-11-23,2012-47,19477109.0
2012-11-30,2012-48,18907192.0
2012-12-07,2012-49,18336532.0
2012-12-14,2012-50,18637912.0
2012-12-21,2012-51,18045987.0
2012-12-28,2012-52,18557927.0
2013-01-04,2013-1,18257963.0
2013-01-11,2013-2,17388291.0
2013-01-18,2013-3,18794436.0
2013-01-25,2013-4,18792150.0
2013-02-01,2013-5,18959933.0
2013-02-08,2013-6,19330977.0
2013-02-15,2013-7,20094727.0
2013-02-22,2013-8,20733267.0
2013-03-01,2013-9,20414966.0
2013-03-08,2013-10,20525652.0
2013-03-15,2013-11,19851574.0
2013-03-22,2013-12,19733420.0
2013-03-29,2013-13,20835934.0
2013-04-05,2013-14,21418037.0
2013-04-12,2013-15,20194909.0
2013-04-19,2013-16,21206126.0
2013-04-26,2013-17,21134201.0
2013-05-03,2013-18,21197238.0
2013-05-10,2013-19,19508376.0
2013-05-17,2013-20,20912954.0
2013-05-24,2013-21,20965707.0
2013-05-31,2013-22,20836006.0
2013-06-07,2013-23,20144541.0
2013-06-14,2013-24,19989830.0
2013-06-21,2013-25,19983321.0
2013-06-28,2013-26,20344623.0
2013-07-05,2013-27,20476578.0
2013-07-12,2013-28,19739040.0
2013-07-19,2013-29,20090676.0
2013-07-26,2013-30,20444960.0
2013-08-02,2013-31,20501345.0
2013-08-09,2013-32,20570240.0
2013-08-16,2013-33,20278049.0
2013-08-23,2013-34,21042531.0
2013-08-30,2013-35,19632360.0
2013-09-06,2013-36,22370260.0
2013-09-13,2013-37,21333208.0
2013-09-20,2013-38,21972758.0
2013-09-27,2013-39,21714996.0
2013-10-04,2013-40,21657961.0
2013-10-11,2013-41,23396566.0
2013-10-18,2013-42,23396090.0
2013-10-25,2013-43,23308918.0
2013-11-01,2013-44,23445075.0
2013-11-08,2013-45,22102787.0
2013-11-15,2013-46,23778030.0
2013-11-22,2013-47,23526349.0
2013-11-29,2013-48,22365586.0
2013-12-06,2013-49,22702731.0
2013-12-13,2013-50,23488261.0
2013-12-20,2013-51,23622240.0
2013-12-27,2013-52,24025912.0
2014-01-03,2014-1,23925073.0
2014-01-10,2014-2,23003110.0
2014-01-17,2014-3,23725748.0
2014-01-24,2014-4,24131867.0
2014-01-31,2014-5,22913691.0
2014-02-07,2014-6,23751537.0
2014-02-14,2014-7,23357336.0
2014-02-21,2014-8,23957959.0
2014-02-28,2014-9,23157126.0
2014-03-07,2014-10,22732841.0
2014-03-14,2014-11,23072776.0
2014-03-21,2014-12,22822758.0
2014-03-28,2014-13,22325803.0
2014-04-04,2014-14,23004599.0
2014-04-11,2014-15,22393749.0
2014-04-18,2014-16,22916961.0
2014-04-25,2014-17,23040044.0
2014-05-02,2014-18,23323431.0
2014-05-09,2014-19,23272100.0
2014-05-16,2014-20,23598226.0
2014-05-23,2014-21,23599457.0
2014-05-30,2014-22,23580698.0
2014-06-06,2014-23,23475698.0
2014-06-13,2014-24,23936991.0
2014-06-20,2014-25,23806812.0
2014-06-27,2014-26,23984908.0
2014-07-04,2014-27,24205124.0
2014-07-11,2014-28,24243807.0
2014-07-18,2014-29,23990065.0
2014-07-25,2014-30,23853181.0
2014-08-01,2014-31,23900682.0
2014-08-08,2014-32,24026319.0
2014-08-15,2014-33,24125938.0
2014-08-22,2014-34,25113430.0
2014-08-29,2014-35,25195963.0
2014-09-05,2014-36,24919919.0
2014-09-12,2014-37,25538860.0
2014-09-19,2014-38,25665479.0
2014-09-26,2014-39,26116150.0
2014-10-03,2014-40,25129717.0
2014-10-10,2014-41,25146912.0
2014-10-17,2014-42,25342690.0
2014-10-24,2014-43,25191793.0
2014-10-31,2014-44,25068515.0
2014-11-07,2014-45,24666931.0
2014-11-14,2014-46,25445108.0
2014-11-21,2014-47,25883555.0
2014-11-28,2014-48,25588609.0
2014-12-05,2014-49,25779789.0
2014-12-12,2014-50,25936744.0
2014-12-19,2014-51,24649998.0
2014-12-26,2014-52,25233077.0
2015-01-02,2015-1,25062946.0
2015-01-09,2015-2,24920169.0
2015-01-16,2015-3,25195361.0
2015-01-23,2015-4,25993060.0
2015-01-30,2015-5,25316190.0
2015-02-06,2015-6,26380871.0
2015-02-13,2015-7,25621173.0
2015-02-20,2015-8,25905894.0
2015-02-27,2015-9,25940753.0
2015-03-06,2015-10,25153965.0
2015-03-13,2015-11,25328334.0
2015-03-20,2015-12,23302444.0
2015-03-27,2015-13,25512096.0
2015-04-03,2015-14,25675930.0
2015-04-10,2015-15,25854187.0
2015-04-17,2015-16,25843996.0
2015-04-24,2015-17,26053329.0
2015-05-01,2015-18,25707601.0
2015-05-08,2015-19,25220556.0
2015-05-15,2015-20,26026715.0
2015-05-22,2015-21,25859107.0
2015-05-29,2015-22,26039011.0
2015-06-05,2015-23,25969982.0
2015-06-12,2015-24,25549796.0
2015-06-19,2015-25,25879732.0
2015-06-26,2015-26,25730295.0
2015-07-03,2015-27,25823168.0
2015-07-10,2015-28,25889449.0
2015-07-17,2015-29,25857405.0
2015-07-24,2015-30,25954989.0
2015-07-31,2015-31,25840074.0
2015-08-07,2015-32,25986920.0
2015-08-14,2015-33,26056761.0
2015-08-21,2015-34,26118444.0
2015-08-28,2015-35,26190232.0
2015-09-04,2015-36,25833498.8
2015-09-11,2015-37,26126236.9
2015-09-18,2015-38,26063373.0
2015-09-25,2015-39,26128905.0
2015-10-02,2015-40,26091290.0
2015-10-09,2015-41,26228777.0
2015-10-16,2015-42,26404767.0
2015-10-23,2015-43,26642484.8
2015-10-30,2015-44,26573916.0
2015-11-06,2015-45,26297570.3
2015-11-13,2015-46,26843674.3
2015-11-20,2015-47,26809304.3
2015-11-27,2015-48,26390325.3
2015-12-04,2015-49,26177430.3
2015-12-11,2015-50,25830116.3
2015-12-18,2015-51,25547468.4
2015-12-25,2015-52,25571870.4
2016-01-01,2016-1,25470564.4
2016-01-08,2016-2,25544778.7
2016-01-15,2016-3,25733758.6
2016-01-22,2016-4,26027226.0
2016-01-29,2016-5,26015320.0
2016-02-05,2016-6,25914600.7
2016-02-12,2016-7,25504342.7
2016-02-19,2016-8,25490640.7
2016-02-26,2016-9,25792210.4
2016-03-04,2016-10,25758516.4
2016-03-11,2016-11,25273067.2
2016-03-18,2016-12,25464129.2
2016-03-25,2016-13,25926450.2
2016-04-01,2016-14,26166937.2
2016-04-08,2016-15,26032128.2
2016-04-15,2016-16,25631254.2
2016-04-22,2016-17,25771722.2
2016-04-29,2016-18,25864877.2
2016-05-06,2016-19,25500186.2
2016-05-13,2016-20,25521000.5
2016-05-20,2016-21,25697315.5
2016-05-27,2016-22,25697517.5
2016-06-03,2016-23,24900104.4
2016-06-10,2016-24,25252743.0
2016-06-17,2016-25,25718401.9
2016-06-24,2016-26,25840779.9
2016-07-01,2016-27,26076914.9
2016-07-08,2016-28,26074633.9
2016-07-15,2016-29,25715112.9
2016-07-22,2016-30,25046206.2
2016-07-29,2016-31,25413108.8
2016-08-05,2016-32,25427684.0
2016-08-12,2016-33,25392976.4
2016-08-19,2016-34,25397046.0
2016-08-26,2016-35,25623760.0
2016-09-02,2016-36,25468081.7
2016-09-09,2016-37,25081481.8
2016-09-16,2016-38,25079511.8
2016-09-23,2016-39,25293990.7
2016-09-30,2016-40,25558327.7
2016-10-07,2016-41,25078927.7
2016-10-14,2016-42,25328032.4
2016-10-21,2016-43,25403543.4
2016-10-28,2016-44,25498755.4
2016-11-04,2016-45,25390649.0
2016-11-11,2016-46,25551196.6
2016-11-18,2016-47,25462158.9
2016-11-25,2016-48,24956532.6
2016-12-02,2016-49,24550326.6
2016-12-09,2016-50,24603234.3
2016-12-16,2016-51,24648460.7
2016-12-23,2016-52,24500646.0
2016-12-30,2016-53,24381450.6
2017-01-06,2017-1,25077977.7
2017-01-13,2017-2,25045526.9
2017-01-20,2017-3,25049894.2
2017-01-27,2017-4,24735985.5
2017-02-03,2017-5,25072441.1
2017-02-10,2017-6,25165219.1
2017-02-17,2017-7,24913588.6
2017-02-24,2017-8,24642846.6
2017-03-03,2017-9,24573535.6
2017-03-10,2017-10,24548885.6
2017-03-17,2017-11,24611404.6
2017-03-24,2017-12,24333308.9
2017-03-31,2017-13,24322583.8
2017-04-07,2017-14,23984680.3
2017-04-14,2017-15,24194031.9
2017-04-21,2017-16,24917441.8
2017-04-28,2017-17,25127049.8
2017-05-05,2017-18,25260177.7
2017-05-12,2017-19,25016954.7
2017-05-19,2017-20,25159288.3
2017-05-26,2017-21,25287521.3
2017-06-02,2017-22,25303927.0
2017-06-09,2017-23,25909786.6
2017-06-16,2017-24,26016941.5
2017-06-23,2017-25,26478722.7
2017-06-30,2017-26,26892615.2
2017-07-07,2017-27,26290855.8
2017-07-14,2017-28,26712080.8
2017-07-21,2017-29,27131353.8
2017-07-28,2017-30,27262363.7
2017-08-04,2017-31,27998587.4
2017-08-11,2017-32,28228854.3
2017-08-18,2017-33,28931902.6
2017-08-25,2017-34,29149784.2
2017-09-01,2017-35,28582724.9
2017-09-08,2017-36,28728137.7
2017-09-15,2017-37,29151421.1
2017-09-22,2017-38,29435578.8
2017-09-29,2017-39,29335800.7
2017-10-06,2017-40,29836921.7
2017-10-13,2017-41,30841725.6
2017-10-20,2017-42,31500697.0
2017-10-27,2017-43,31575512.7
2017-11-03,2017-44,30717594.5
2017-11-10,2017-45,30981640.8
2017-11-17,2017-46,31674907.9
