Tarih,TP_HPBITABLO1_12,TP_HPBITABLO1_12
2007-03-16,2007-11,155379276.0
2007-03-23,2007-12,153330342.0
2007-03-30,2007-13,152968684.0
2007-04-06,2007-14,153139831.0
2007-04-13,2007-15,153652253.0
2007-04-20,2007-16,153466014.0
2007-04-27,2007-17,153822890.0
2007-05-04,2007-18,154288238.0
2007-05-11,2007-19,157377081.0
2007-05-18,2007-20,157748606.0
2007-05-25,2007-21,158119228.0
2007-06-01,2007-22,156203227.0
2007-06-08,2007-23,158145629.0
2007-06-15,2007-24,158529380.0
2007-06-22,2007-25,158946143.0
2007-06-29,2007-26,160430913.0
2007-07-06,2007-27,162479833.0
2007-07-13,2007-28,162327877.0
2007-07-20,2007-29,162710701.0
2007-07-27,2007-30,163741190.2
2007-08-03,2007-31,164466317.3
2007-08-10,2007-32,164909341.6
2007-08-17,2007-33,168502253.7
2007-08-24,2007-34,168897417.0
2007-08-31,2007-35,167853207.0
2007-09-07,2007-36,168315626.0
2007-09-14,2007-37,169465638.0
2007-09-21,2007-38,168473953.0
2007-09-28,2007-39,168425158.0
2007-10-05,2007-40,169244429.0
2007-10-12,2007-41,170350950.0
2007-10-19,2007-42,170513121.0
2007-10-26,2007-43,170685109.0
2007-11-02,2007-44,170876143.0
2007-11-09,2007-45,173300393.0
2007-11-16,2007-46,174350195.0
2007-11-23,2007-47,174646746.0
2007-11-30,2007-48,173281704.0
2007-12-07,2007-49,175618099.0
2007-12-14,2007-50,176538309.0
2007-12-21,2007-51,177359641.0
2007-12-28,2007-52,178863316.0
2008-01-04,2008-1,181605426.0
2008-01-11,2008-2,181727217.0
2008-01-18,2008-3,183230264.0
2008-01-25,2008-4,185185416.0
2008-02-01,2008-5,185281949.0
2008-02-08,2008-6,185874964.0
2008-02-15,2008-7,186717373.0
2008-02-22,2008-8,186989265.0
2008-02-29,2008-9,187129510.0
2008-03-07,2008-10,190673586.0
2008-03-14,2008-11,191115354.0
2008-03-21,2008-12,192461006.3
2008-03-28,2008-13,194077362.0
2008-04-04,2008-14,195848303.0
2008-04-11,2008-15,198136045.0
2008-04-18,2008-16,198507658.0
2008-04-25,2008-17,199195226.0
2008-05-02,2008-18,195340646.5
2008-05-09,2008-19,195481869.0
2008-05-16,2008-20,195861775.1
2008-05-23,2008-21,196031871.1
2008-05-30,2008-22,194740510.5
2008-06-06,2008-23,196407875.0
2008-06-13,2008-24,198116267.8
2008-06-20,2008-25,197890914.0
2008-06-27,2008-26,198882670.0
2008-07-04,2008-27,200200446.0
2008-07-11,2008-28,201089592.0
2008-07-18,2008-29,201796308.0
2008-07-25,2008-30,201954290.0
2008-08-01,2008-31,202239537.0
2008-08-08,2008-32,202596817.0
2008-08-15,2008-33,204124814.0
2008-08-22,2008-34,203591283.0
2008-08-29,2008-35,204954831.6
2008-09-05,2008-36,207255313.0
2008-09-12,2008-37,210615691.0
2008-09-19,2008-38,211304187.0
2008-09-26,2008-39,213382699.0
2008-10-03,2008-40,213815637.0
2008-10-10,2008-41,217873250.0
2008-10-17,2008-42,220011505.0
2008-10-24,2008-43,224682456.0
2008-10-31,2008-44,224453024.0
2008-11-07,2008-45,225859314.0
2008-11-14,2008-46,227874699.0
2008-11-21,2008-47,230000644.0
2008-11-28,2008-48,232217163.0
2008-12-05,2008-49,233740573.0
2008-12-12,2008-50,234712041.0
2008-12-19,2008-51,237142084.0
2008-12-26,2008-52,238494346.0
2009-01-02,2009-1,240070969.0
2009-01-09,2009-2,240628905.6
2009-01-16,2009-3,242407926.0
2009-01-23,2009-4,242064999.0
2009-01-30,2009-5,240675651.0
2009-02-06,2009-6,240949609.0
2009-02-13,2009-7,242016044.0
2009-02-20,2009-8,241875183.0
2009-02-27,2009-9,241386782.0
2009-03-06,2009-10,242959951.0
2009-03-13,2009-11,242825696.0
2009-03-20,2009-12,241284457.0
2009-03-27,2009-13,240190715.0
2009-04-03,2009-14,237722779.0
2009-04-10,2009-15,235756472.0
2009-04-17,2009-16,236527986.0
2009-04-24,2009-17,237641886.0
2009-05-01,2009-18,235578556.0
2009-05-08,2009-19,237718051.0
2009-05-15,2009-20,236915501.0
2009-05-22,2009-21,237017748.0
2009-05-29,2009-22,237299943.4
2009-06-05,2009-23,238871339.0
2009-06-12,2009-24,239920246.0
2009-06-19,2009-25,242186771.0
2009-06-26,2009-26,243696988.0
2009-07-03,2009-27,244116391.6
2009-07-10,2009-28,245902230.0
2009-07-17,2009-29,245567268.0
2009-07-24,2009-30,245604850.0
2009-07-31,2009-31,244350824.0
2009-08-07,2009-32,245573683.0
2009-08-14,2009-33,245816690.0
2009-08-21,2009-34,246305774.0
2009-08-28,2009-35,245684350.0
2009-09-04,2009-36,247911963.0
2009-09-11,2009-37,248062938.7
2009-09-18,2009-38,246645165.0
2009-09-25,2009-39,248451245.0
2009-10-02,2009-40,248567261.0
2009-10-09,2009-41,250461726.0
2009-10-16,2009-42,250167865.0
2009-10-23,2009-43,252045645.0
2009-10-30,2009-44,252413142.0
2009-11-06,2009-45,256026282.0
2009-11-13,2009-46,254378257.0
2009-11-20,2009-47,255415437.0
2009-11-27,2009-48,257401325.0
2009-12-04,2009-49,259116877.0
2009-12-11,2009-50,261253221.0
2009-12-18,2009-51,262646916.0
2009-12-25,2009-52,266638534.0
2010-01-01,2010-1,266610255.0
2010-01-08,2010-2,268296276.0
2010-01-15,2010-3,269777107.0
2010-01-22,2010-4,270954661.0
2010-01-29,2010-5,269679645.9
2010-02-05,2010-6,271725114.0
2010-02-12,2010-7,273289894.0
2010-02-19,2010-8,273975908.0
2010-02-26,2010-9,276508835.0
2010-03-05,2010-10,278717464.0
2010-03-12,2010-11,279816347.0
2010-03-19,2010-12,281019263.0
2010-03-26,2010-13,282977179.0
2010-04-02,2010-14,282584380.0
2010-04-09,2010-15,281971357.0
2010-04-16,2010-16,282802132.0
2010-04-23,2010-17,282715369.0
2010-04-30,2010-18,280250596.0
2010-05-07,2010-19,286865652.0
2010-05-14,2010-20,287388117.0
2010-05-21,2010-21,289157759.0
2010-05-28,2010-22,290804996.0
2010-06-04,2010-23,294673271.0
2010-06-11,2010-24,296547321.0
2010-06-18,2010-25,296453428.0
2010-06-25,2010-26,301303964.0
2010-07-02,2010-27,302236586.0
2010-07-09,2010-28,304289925.0
2010-07-16,2010-29,302571535.0
2010-07-23,2010-30,302666919.0
2010-07-30,2010-31,300603135.0
2010-08-06,2010-32,299955502.0
2010-08-13,2010-33,300324688.0
2010-08-20,2010-34,299885346.0
2010-08-27,2010-35,300760161.0
2010-09-03,2010-36,302188601.0
2010-09-10,2010-37,303463612.0
2010-09-17,2010-38,303167855.0
2010-09-24,2010-39,304842817.0
2010-10-01,2010-40,301504442.0
2010-10-08,2010-41,303626232.0
2010-10-15,2010-42,301969702.0
2010-10-22,2010-43,304984753.0
2010-10-29,2010-44,304182468.0
2010-11-05,2010-45,306452963.0
2010-11-12,2010-46,306745566.0
2010-11-19,2010-47,308500837.0
2010-11-26,2010-48,312303195.0
2010-12-03,2010-49,316300733.0
2010-12-10,2010-50,318896407.0
2010-12-17,2010-51,323735149.0
2010-12-24,2010-52,327714139.0
2010-12-31,2010-53,330176675.0
2011-01-07,2011-1,334017044.0
2011-01-14,2011-2,333496836.0
2011-01-21,2011-3,334877763.0
2011-01-28,2011-4,333997624.0
2011-02-04,2011-5,336163360.0
2011-02-11,2011-6,337343557.0
2011-02-18,2011-7,337024265.0
2011-02-25,2011-8,341241753.0
2011-03-04,2011-9,342457514.0
2011-03-11,2011-10,342975277.0
2011-03-18,2011-11,346559615.0
2011-03-25,2011-12,347489516.0
2011-04-01,2011-13,345617411.0
2011-04-08,2011-14,346124270.0
2011-04-15,2011-15,344223694.0
2011-04-22,2011-16,347074373.0
2011-04-29,2011-17,345736839.0
2011-05-06,2011-18,351086536.0
2011-05-13,2011-19,355376381.0
2011-05-20,2011-20,353433889.0
2011-05-27,2011-21,355119822.0
2011-06-03,2011-22,356788504.0
2011-06-10,2011-23,357822608.0
2011-06-17,2011-24,357957595.0
2011-06-24,2011-25,360543554.0
2011-07-01,2011-26,359164639.0
2011-07-08,2011-27,361491463.0
2011-07-15,2011-28,361276626.0
2011-07-22,2011-29,359861221.0
2011-07-29,2011-30,361170860.0
2011-08-05,2011-31,362820998.0
2011-08-12,2011-32,364664580.0
2011-08-19,2011-33,360303523.0
2011-08-26,2011-34,358827658.0
2011-09-02,2011-35,357935018.0
2011-09-09,2011-36,361704885.0
2011-09-16,2011-37,358990787.0
2011-09-23,2011-38,360351979.0
2011-09-30,2011-39,358962155.0
2011-10-07,2011-40,362234610.0
2011-10-14,2011-41,360318879.0
2011-10-21,2011-42,360712649.0
2011-10-28,2011-43,355254089.0
2011-11-04,2011-44,355215916.0
2011-11-11,2011-45,357955115.0
2011-11-18,2011-46,355929892.0
2011-11-25,2011-47,357303297.0
2011-12-02,2011-48,355536578.0
2011-12-09,2011-49,358230458.0
2011-12-16,2011-50,358541265.0
2011-12-23,2011-51,359465761.0
2011-12-30,2011-52,359639744.0
2012-01-06,2012-1,360977490.0
2012-01-13,2012-2,361294872.0
2012-01-20,2012-3,359605338.0
2012-01-27,2012-4,360710200.0
2012-02-03,2012-5,359294807.0
2012-02-10,2012-6,362621919.0
2012-02-17,2012-7,358536538.0
2012-02-24,2012-8,361024630.0
2012-03-02,2012-9,358585723.0
2012-03-09,2012-10,363312652.0
2012-03-16,2012-11,361701420.0
2012-03-23,2012-12,364441756.0
2012-03-30,2012-13,363685484.0
2012-04-06,2012-14,365979974.0
2012-04-13,2012-15,364678571.0
2012-04-20,2012-16,365341359.0
2012-04-27,2012-17,363386849.0
2012-05-04,2012-18,365841602.0
2012-05-11,2012-19,366141241.0
2012-05-18,2012-20,366544367.0
2012-05-25,2012-21,367238386.0
2012-06-01,2012-22,366493817.0
2012-06-08,2012-23,367112126.0
2012-06-15,2012-24,368452288.0
2012-06-22,2012-25,367313184.0
2012-06-29,2012-26,368298958.0
2012-07-06,2012-27,369841092.0
2012-07-13,2012-28,372481934.0
2012-07-20,2012-29,374015723.0
2012-07-27,2012-30,379272817.0
2012-08-03,2012-31,373255052.0
2012-08-10,2012-32,377490649.0
2012-08-17,2012-33,377181015.0
2012-08-24,2012-34,380165842.0
2012-08-31,2012-35,380488070.0
2012-09-07,2012-36,387736343.0
2012-09-14,2012-37,387022311.0
2012-09-21,2012-38,388489701.0
2012-09-28,2012-39,384993494.0
2012-10-05,2012-40,386980807.0
2012-10-12,2012-41,389325994.0
2012-10-19,2012-42,389442759.0
2012-10-26,2012-43,391487539.0
2012-11-02,2012-44,390203249.0
2012-11-09,2012-45,397105828.0
2012-11-16,2012-46,396441762.0
2012-11-23,2012-47,394922719.0
2012-11-30,2012-48,393047121.0
2012-12-07,2012-49,399434804.0
2012-12-14,2012-50,399677266.0
2012-12-21,2012-51,398773499.0
2012-12-28,2012-52,400391910.0
2013-01-04,2013-1,406866004.0
2013-01-11,2013-2,407149175.0
2013-01-18,2013-3,404134038.0
2013-01-25,2013-4,407984400.0
2013-02-01,2013-5,404109898.0
2013-02-08,2013-6,407140482.0
2013-02-15,2013-7,405386317.0
2013-02-22,2013-8,409292266.0
2013-03-01,2013-9,410429152.0
2013-03-08,2013-10,415878391.0
2013-03-15,2013-11,412734745.0
2013-03-22,2013-12,416355959.0
2013-03-29,2013-13,413174653.0
2013-04-05,2013-14,417556860.0
2013-04-12,2013-15,415177916.0
2013-04-19,2013-16,416381494.0
2013-04-26,2013-17,418171936.0
2013-05-03,2013-18,422853847.0
2013-05-10,2013-19,426101262.0
2013-05-17,2013-20,428098281.0
2013-05-24,2013-21,428245781.0
2013-05-31,2013-22,430449970.0
2013-06-07,2013-23,434800202.0
2013-06-14,2013-24,433450137.0
2013-06-21,2013-25,434771705.0
2013-06-28,2013-26,433812191.0
2013-07-05,2013-27,438073300.0
2013-07-12,2013-28,441733007.0
2013-07-19,2013-29,439732998.0
2013-07-26,2013-30,443885530.0
2013-08-02,2013-31,438727520.0
2013-08-09,2013-32,440632176.0
2013-08-16,2013-33,438149752.0
2013-08-23,2013-34,441121446.0
2013-08-30,2013-35,437630784.0
2013-09-06,2013-36,447380261.0
2013-09-13,2013-37,444615141.0
2013-09-20,2013-38,444863355.0
2013-09-27,2013-39,446256250.0
2013-10-04,2013-40,451695089.0
2013-10-11,2013-41,447291240.0
2013-10-18,2013-42,448875857.0
2013-10-25,2013-43,450580923.0
2013-11-01,2013-44,452132280.0
2013-11-08,2013-45,455925258.0
2013-11-15,2013-46,458303397.0
2013-11-22,2013-47,452760408.0
2013-11-29,2013-48,453239614.0
2013-12-06,2013-49,456133412.0
2013-12-13,2013-50,457980995.0
2013-12-20,2013-51,454276088.0
2013-12-27,2013-52,460981473.0
2014-01-03,2014-1,463643159.0
2014-01-10,2014-2,467391002.0
2014-01-17,2014-3,462495582.0
2014-01-24,2014-4,463410153.0
2014-01-31,2014-5,453572974.0
2014-02-07,2014-6,459161108.0
2014-02-14,2014-7,453605904.0
2014-02-21,2014-8,452446231.0
2014-02-28,2014-9,450898664.0
2014-03-07,2014-10,454208251.0
2014-03-14,2014-11,453695458.0
2014-03-21,2014-12,453948286.0
2014-03-28,2014-13,447785625.0
2014-04-04,2014-14,450080274.0
2014-04-11,2014-15,451171413.0
2014-04-18,2014-16,450889422.0
2014-04-25,2014-17,451112491.0
2014-05-02,2014-18,451115475.0
2014-05-09,2014-19,455337710.0
2014-05-16,2014-20,454588653.0
2014-05-23,2014-21,452467853.0
2014-05-30,2014-22,453120936.0
2014-06-06,2014-23,458036339.0
2014-06-13,2014-24,463365019.0
2014-06-20,2014-25,463118624.0
2014-06-27,2014-26,470956923.0
2014-07-04,2014-27,475701590.0
2014-07-11,2014-28,478709128.0
2014-07-18,2014-29,475989200.0
2014-07-25,2014-30,476148170.0
2014-08-01,2014-31,479710045.0
2014-08-08,2014-32,480522305.0
2014-08-15,2014-33,474434682.0
2014-08-22,2014-34,473941213.0
2014-08-29,2014-35,470698092.0
2014-09-05,2014-36,478673190.0
2014-09-12,2014-37,480680180.0
2014-09-19,2014-38,482050503.0
2014-09-26,2014-39,481150002.0
2014-10-03,2014-40,483918671.0
2014-10-10,2014-41,483446937.0
2014-10-17,2014-42,479582487.0
2014-10-24,2014-43,475346706.0
2014-10-31,2014-44,471181844.0
2014-11-07,2014-45,477302307.0
2014-11-14,2014-46,476389109.0
2014-11-21,2014-47,472874782.0
2014-11-28,2014-48,477422874.0
2014-12-05,2014-49,487668133.0
2014-12-12,2014-50,497177074.0
2014-12-19,2014-51,497003728.0
2014-12-26,2014-52,507414932.0
2015-01-02,2015-1,504679687.0
2015-01-09,2015-2,507373917.0
2015-01-16,2015-3,500594802.0
2015-01-23,2015-4,506222119.0
2015-01-30,2015-5,504755839.0
2015-02-06,2015-6,514531980.0
2015-02-13,2015-7,512391599.0
2015-02-20,2015-8,507463219.0
2015-02-27,2015-9,506705680.0
2015-03-06,2015-10,516648946.0
2015-03-13,2015-11,514244811.0
2015-03-20,2015-12,513152232.0
2015-03-27,2015-13,512662172.0
2015-04-03,2015-14,517611591.0
2015-04-10,2015-15,516560565.0
2015-04-17,2015-16,518873418.0
2015-04-24,2015-17,518370280.0
2015-05-01,2015-18,512772447.0
2015-05-08,2015-19,514986839.0
2015-05-15,2015-20,510973998.0
2015-05-22,2015-21,506159576.0
2015-05-29,2015-22,505069469.0
2015-06-05,2015-23,507046513.0
2015-06-12,2015-24,510137157.0
2015-06-19,2015-25,507138298.0
2015-06-26,2015-26,506887733.0
2015-07-03,2015-27,507188611.0
2015-07-10,2015-28,503002431.0
2015-07-17,2015-29,503619822.0
2015-07-24,2015-30,513531785.0
2015-07-31,2015-31,515925008.0
2015-08-07,2015-32,515681969.0
2015-08-14,2015-33,517630947.0
2015-08-21,2015-34,515318922.0
2015-08-28,2015-35,512551499.0
2015-09-04,2015-36,525378549.0
2015-09-11,2015-37,524688931.0
2015-09-18,2015-38,521122682.0
2015-09-25,2015-39,523610623.0
2015-10-02,2015-40,529202135.0
2015-10-09,2015-41,525661955.0
2015-10-16,2015-42,525214025.0
2015-10-23,2015-43,521561717.0
2015-10-30,2015-44,517999615.0
2015-11-06,2015-45,524079356.0
2015-11-13,2015-46,527444479.0
2015-11-20,2015-47,520686348.0
2015-11-27,2015-48,521264315.0
2015-12-04,2015-49,528245456.0
2015-12-11,2015-50,533561044.0
2015-12-18,2015-51,529995607.0
2015-12-25,2015-52,539139399.0
2016-01-01,2016-1,539331307.0
2016-01-08,2016-2,552219284.0
2016-01-15,2016-3,552661875.0
2016-01-22,2016-4,554710517.0
2016-01-29,2016-5,548749772.0
2016-02-05,2016-6,553056261.0
2016-02-12,2016-7,551415690.0
2016-02-19,2016-8,552619843.0
2016-02-26,2016-9,549095368.0
2016-03-04,2016-10,555791612.0
2016-03-11,2016-11,555289948.0
2016-03-18,2016-12,552607047.0
2016-03-25,2016-13,554726993.0
2016-04-01,2016-14,554953397.0
2016-04-08,2016-15,557082307.0
2016-04-15,2016-16,555291911.0
2016-04-22,2016-17,554851044.0
2016-04-29,2016-18,553337453.0
2016-05-06,2016-19,563015530.0
2016-05-13,2016-20,569859057.0
2016-05-20,2016-21,569053960.0
2016-05-27,2016-22,571343302.0
2016-06-03,2016-23,574866409.0
2016-06-10,2016-24,574729564.0
2016-06-17,2016-25,574812416.0
2016-06-24,2016-26,576745257.0
