Tarih,TP_HPBITABLO1_4,TP_HPBITABLO1_4
2007-03-16,2007-11,22448569.0
2007-03-23,2007-12,21570376.0
2007-03-30,2007-13,22447970.0
2007-04-06,2007-14,21007607.0
2007-04-13,2007-15,22584467.0
2007-04-20,2007-16,22399408.0
2007-04-27,2007-17,22405952.0
2007-05-04,2007-18,21185645.0
2007-05-11,2007-19,23290987.0
2007-05-18,2007-20,23598007.0
2007-05-25,2007-21,23637957.0
2007-06-01,2007-22,24877836.0
2007-06-08,2007-23,23586056.0
2007-06-15,2007-24,25852671.0
2007-06-22,2007-25,25186551.0
2007-06-29,2007-26,25686546.0
2007-07-06,2007-27,23953720.0
2007-07-13,2007-28,25176089.0
2007-07-20,2007-29,24854411.0
2007-07-27,2007-30,25060730.3
2007-08-03,2007-31,23720792.4
2007-08-10,2007-32,24634341.4
2007-08-17,2007-33,26720308.8
2007-08-24,2007-34,25703176.0
2007-08-31,2007-35,27085834.0
2007-09-07,2007-36,25096573.0
2007-09-14,2007-37,26448036.0
2007-09-21,2007-38,26471626.0
2007-09-28,2007-39,26022437.0
2007-10-05,2007-40,27038612.0
2007-10-12,2007-41,26170127.0
2007-10-19,2007-42,25691247.0
2007-10-26,2007-43,25258582.0
2007-11-02,2007-44,25732265.0
2007-11-09,2007-45,24551867.0
2007-11-16,2007-46,26789592.0
2007-11-23,2007-47,26231534.0
2007-11-30,2007-48,27444702.0
2007-12-07,2007-49,25225909.0
2007-12-14,2007-50,29298306.0
2007-12-21,2007-51,27674274.0
2007-12-28,2007-52,29427691.0
2008-01-04,2008-1,25840149.0
2008-01-11,2008-2,25738529.0
2008-01-18,2008-3,26463690.0
2008-01-25,2008-4,26004089.0
2008-02-01,2008-5,26135460.0
2008-02-08,2008-6,25058512.0
2008-02-15,2008-7,27362575.0
2008-02-22,2008-8,25921994.0
2008-02-29,2008-9,28317071.0
2008-03-07,2008-10,26198202.0
2008-03-14,2008-11,28134663.0
2008-03-21,2008-12,27792562.9
2008-03-28,2008-13,29250975.0
2008-04-04,2008-14,27397101.0
2008-04-11,2008-15,28366731.0
2008-04-18,2008-16,29195668.0
2008-04-25,2008-17,28469128.0
2008-05-02,2008-18,29201710.9
2008-05-09,2008-19,27116225.3
2008-05-16,2008-20,29144549.7
2008-05-23,2008-21,27821967.9
2008-05-30,2008-22,27818142.0
2008-06-06,2008-23,27382270.0
2008-06-13,2008-24,29403485.5
2008-06-20,2008-25,28907395.0
2008-06-27,2008-26,30564953.0
2008-07-04,2008-27,27857510.0
2008-07-11,2008-28,28865227.0
2008-07-18,2008-29,29522685.0
2008-07-25,2008-30,29103249.0
2008-08-01,2008-31,30386020.0
2008-08-08,2008-32,27892916.0
2008-08-15,2008-33,30958949.0
2008-08-22,2008-34,29778214.0
2008-08-29,2008-35,28849893.6
2008-09-05,2008-36,28093121.0
2008-09-12,2008-37,29660886.0
2008-09-19,2008-38,30390389.0
2008-09-26,2008-39,33622672.0
2008-10-03,2008-40,31084969.0
2008-10-10,2008-41,30426151.0
2008-10-17,2008-42,31922046.0
2008-10-24,2008-43,31987362.0
2008-10-31,2008-44,31666370.0
2008-11-07,2008-45,28802682.0
2008-11-14,2008-46,30889560.0
2008-11-21,2008-47,30141381.0
2008-11-28,2008-48,29946318.0
2008-12-05,2008-49,30636682.0
2008-12-12,2008-50,29771641.0
2008-12-19,2008-51,30114469.0
2008-12-26,2008-52,30403738.0
2009-01-02,2009-1,30648043.0
2009-01-09,2009-2,27853251.9
2009-01-16,2009-3,31203272.0
2009-01-23,2009-4,30559665.0
2009-01-30,2009-5,30081967.0
2009-02-06,2009-6,28374384.0
2009-02-13,2009-7,30605655.0
2009-02-20,2009-8,30855918.0
2009-02-27,2009-9,33336559.0
2009-03-06,2009-10,31027933.0
2009-03-13,2009-11,32100331.0
2009-03-20,2009-12,31969210.0
2009-03-27,2009-13,31459320.0
2009-04-03,2009-14,29865410.0
2009-04-10,2009-15,31361048.0
2009-04-17,2009-16,31807529.0
2009-04-24,2009-17,32491192.0
2009-05-01,2009-18,33514375.0
2009-05-08,2009-19,29985152.0
2009-05-15,2009-20,34302167.0
2009-05-22,2009-21,32462249.0
2009-05-29,2009-22,33205993.6
2009-06-05,2009-23,30911240.0
2009-06-12,2009-24,33842160.0
2009-06-19,2009-25,33559058.0
2009-06-26,2009-26,33660590.0
2009-07-03,2009-27,31864932.1
2009-07-10,2009-28,33039761.0
2009-07-17,2009-29,36002537.0
2009-07-24,2009-30,34019308.0
2009-07-31,2009-31,35642752.0
2009-08-07,2009-32,32285714.0
2009-08-14,2009-33,35554629.0
2009-08-21,2009-34,34607932.0
2009-08-28,2009-35,34502557.0
2009-09-04,2009-36,32841863.0
2009-09-11,2009-37,35443848.1
2009-09-18,2009-38,37352926.0
2009-09-25,2009-39,35845191.0
2009-10-02,2009-40,37361553.0
2009-10-09,2009-41,34645913.0
2009-10-16,2009-42,37706672.0
2009-10-23,2009-43,36842466.0
2009-10-30,2009-44,36635967.0
2009-11-06,2009-45,34121864.0
2009-11-13,2009-46,36698177.0
2009-11-20,2009-47,39110238.0
2009-11-27,2009-48,39230299.0
2009-12-04,2009-49,35000205.0
2009-12-11,2009-50,37331057.0
2009-12-18,2009-51,39835972.0
2009-12-25,2009-52,41154310.0
2010-01-01,2010-1,44737540.0
2010-01-08,2010-2,37336856.0
2010-01-15,2010-3,40718280.0
2010-01-22,2010-4,39879501.0
2010-01-29,2010-5,39434866.3
2010-02-05,2010-6,37631103.0
2010-02-12,2010-7,38616334.0
2010-02-19,2010-8,39077750.0
2010-02-26,2010-9,42894740.0
2010-03-05,2010-10,38464028.0
2010-03-12,2010-11,39494430.0
2010-03-19,2010-12,40419098.0
2010-03-26,2010-13,40484049.0
2010-04-02,2010-14,41348444.0
2010-04-09,2010-15,38927375.0
2010-04-16,2010-16,42356081.0
2010-04-23,2010-17,42368076.0
2010-04-30,2010-18,43074436.0
2010-05-07,2010-19,40350742.0
2010-05-14,2010-20,44821717.0
2010-05-21,2010-21,44179663.0
2010-05-28,2010-22,43904642.0
2010-06-04,2010-23,41823138.0
2010-06-11,2010-24,43650464.2
2010-06-18,2010-25,45575302.0
2010-06-25,2010-26,46164917.0
2010-07-02,2010-27,46290719.0
2010-07-09,2010-28,44113260.0
2010-07-16,2010-29,47246665.0
2010-07-23,2010-30,46477764.0
2010-07-30,2010-31,45738427.0
2010-08-06,2010-32,43158866.0
2010-08-13,2010-33,45623038.0
2010-08-20,2010-34,45603399.0
2010-08-27,2010-35,47084648.0
2010-09-03,2010-36,45419216.0
2010-09-10,2010-37,47755828.0
2010-09-17,2010-38,47822347.0
2010-09-24,2010-39,47953783.0
2010-10-01,2010-40,49009612.0
2010-10-08,2010-41,45265949.0
2010-10-15,2010-42,49046906.0
2010-10-22,2010-43,48509101.0
2010-10-29,2010-44,48235141.0
2010-11-05,2010-45,47971361.0
2010-11-12,2010-46,54034774.0
2010-11-19,2010-47,52513750.0
2010-11-26,2010-48,48221993.0
2010-12-03,2010-49,46522981.0
2010-12-10,2010-50,48043489.0
2010-12-17,2010-51,51982516.0
2010-12-24,2010-52,54105043.0
2010-12-31,2010-53,59611531.0
2011-01-07,2011-1,50404907.0
2011-01-14,2011-2,54902503.0
2011-01-21,2011-3,54071910.0
2011-01-28,2011-4,53995945.0
2011-02-04,2011-5,51710078.0
2011-02-11,2011-6,52612337.0
2011-02-18,2011-7,53526468.0
2011-02-25,2011-8,56110630.0
2011-03-04,2011-9,53451098.0
2011-03-11,2011-10,52827495.0
2011-03-18,2011-11,55221372.0
2011-03-25,2011-12,54864825.0
2011-04-01,2011-13,55475655.0
2011-04-08,2011-14,53369454.0
2011-04-15,2011-15,57637771.0
2011-04-22,2011-16,56699878.0
2011-04-29,2011-17,57025861.0
2011-05-06,2011-18,54098463.0
2011-05-13,2011-19,57664286.0
2011-05-20,2011-20,58123296.0
2011-05-27,2011-21,58634377.0
2011-06-03,2011-22,57575096.0
2011-06-10,2011-23,57662506.0
2011-06-17,2011-24,60801301.0
2011-06-24,2011-25,61777993.0
2011-07-01,2011-26,62316056.0
2011-07-08,2011-27,57804532.0
2011-07-15,2011-28,63041614.0
2011-07-22,2011-29,64043565.0
2011-07-29,2011-30,62127252.0
2011-08-05,2011-31,58186140.0
2011-08-12,2011-32,60030345.0
2011-08-19,2011-33,62124621.0
2011-08-26,2011-34,64824746.0
2011-09-02,2011-35,59887489.0
2011-09-09,2011-36,58155991.0
2011-09-16,2011-37,61100928.0
2011-09-23,2011-38,61717452.0
2011-09-30,2011-39,62884048.0
2011-10-07,2011-40,57421759.0
2011-10-14,2011-41,61748495.0
2011-10-21,2011-42,61163426.0
2011-10-28,2011-43,60407948.0
2011-11-04,2011-44,61612602.0
2011-11-11,2011-45,59386353.0
2011-11-18,2011-46,59386815.0
2011-11-25,2011-47,59911476.0
2011-12-02,2011-48,59629491.0
2011-12-09,2011-49,57131081.0
2011-12-16,2011-50,60969541.0
2011-12-23,2011-51,62150534.0
2011-12-30,2011-52,65220312.0
2012-01-06,2012-1,55242100.0
2012-01-13,2012-2,59966912.0
2012-01-20,2012-3,57972696.0
2012-01-27,2012-4,56841152.0
2012-02-03,2012-5,54021521.0
2012-02-10,2012-6,53788538.0
2012-02-17,2012-7,56896243.0
2012-02-24,2012-8,57669608.0
2012-03-02,2012-9,56417318.0
2012-03-09,2012-10,54886255.0
2012-03-16,2012-11,58824843.0
2012-03-23,2012-12,58406658.0
2012-03-30,2012-13,58519831.0
2012-04-06,2012-14,53547880.0
2012-04-13,2012-15,59595028.0
2012-04-20,2012-16,59755716.0
2012-04-27,2012-17,59791802.0
2012-05-04,2012-18,55306874.0
2012-05-11,2012-19,57039684.0
2012-05-18,2012-20,59830572.0
2012-05-25,2012-21,59803716.0
2012-06-01,2012-22,61777691.0
2012-06-08,2012-23,58185386.0
2012-06-15,2012-24,64174438.0
2012-06-22,2012-25,63200345.0
2012-06-29,2012-26,66135556.0
2012-07-06,2012-27,58562896.0
2012-07-13,2012-28,63716598.0
2012-07-20,2012-29,62543100.0
2012-07-27,2012-30,62621780.0
2012-08-03,2012-31,58935213.0
2012-08-10,2012-32,60418965.0
2012-08-17,2012-33,65517649.0
2012-08-24,2012-34,63812285.0
2012-08-31,2012-35,65325970.0
2012-09-07,2012-36,60797982.0
2012-09-14,2012-37,66462808.0
2012-09-21,2012-38,66396382.0
2012-09-28,2012-39,69553374.0
2012-10-05,2012-40,61874977.0
2012-10-12,2012-41,66657090.0
2012-10-19,2012-42,70673627.0
2012-10-26,2012-43,66772664.0
2012-11-02,2012-44,66014669.0
2012-11-09,2012-45,62060586.0
2012-11-16,2012-46,67413932.0
2012-11-23,2012-47,66500319.0
2012-11-30,2012-48,66992260.0
2012-12-07,2012-49,62090323.0
2012-12-14,2012-50,67372421.0
2012-12-21,2012-51,69203060.0
2012-12-28,2012-52,75304164.0
2013-01-04,2013-1,64768770.0
2013-01-11,2013-2,64897698.0
2013-01-18,2013-3,67766703.0
2013-01-25,2013-4,67568204.0
2013-02-01,2013-5,68938891.0
2013-02-08,2013-6,64527043.0
2013-02-15,2013-7,71216535.0
2013-02-22,2013-8,68823635.0
2013-03-01,2013-9,71615507.0
2013-03-08,2013-10,65876440.0
2013-03-15,2013-11,73468784.0
2013-03-22,2013-12,72300030.0
2013-03-29,2013-13,74190512.0
2013-04-05,2013-14,67057262.0
2013-04-12,2013-15,70360858.0
2013-04-19,2013-16,73284013.0
2013-04-26,2013-17,71801013.0
2013-05-03,2013-18,70942544.0
2013-05-10,2013-19,71037744.0
2013-05-17,2013-20,75786911.0
2013-05-24,2013-21,76557458.0
2013-05-31,2013-22,81589519.0
2013-06-07,2013-23,76921287.0
2013-06-14,2013-24,82973308.0
2013-06-21,2013-25,84234002.0
2013-06-28,2013-26,88127459.0
2013-07-05,2013-27,80172771.0
2013-07-12,2013-28,83367747.0
2013-07-19,2013-29,84597281.0
2013-07-26,2013-30,83682647.0
2013-08-02,2013-31,84160182.0
2013-08-09,2013-32,86302398.0
2013-08-16,2013-33,86308539.0
2013-08-23,2013-34,86368583.0
2013-08-30,2013-35,88323603.0
2013-09-06,2013-36,82483287.0
2013-09-13,2013-37,86675508.0
2013-09-20,2013-38,86802617.0
2013-09-27,2013-39,91281396.0
2013-10-04,2013-40,84034816.0
2013-10-11,2013-41,96678040.0
2013-10-18,2013-42,93458363.0
2013-10-25,2013-43,86580092.0
2013-11-01,2013-44,88556255.0
2013-11-08,2013-45,84397013.0
2013-11-15,2013-46,90774609.0
2013-11-22,2013-47,87781229.0
2013-11-29,2013-48,88859238.0
2013-12-06,2013-49,83768518.0
2013-12-13,2013-50,88833233.0
2013-12-20,2013-51,90685989.0
2013-12-27,2013-52,94575852.0
2014-01-03,2014-1,89902953.0
2014-01-10,2014-2,88561815.0
2014-01-17,2014-3,93230079.0
2014-01-24,2014-4,92326619.0
2014-01-31,2014-5,92802359.0
2014-02-07,2014-6,83869231.0
2014-02-14,2014-7,89527430.0
2014-02-21,2014-8,88097054.0
2014-02-28,2014-9,90442255.0
2014-03-07,2014-10,84118610.0
2014-03-14,2014-11,91672305.0
2014-03-21,2014-12,92400644.0
2014-03-28,2014-13,91276801.0
2014-04-04,2014-14,84392239.0
2014-04-11,2014-15,86188136.0
2014-04-18,2014-16,90959148.0
2014-04-25,2014-17,89891182.0
2014-05-02,2014-18,90631098.0
2014-05-09,2014-19,84780980.0
2014-05-16,2014-20,91449060.0
2014-05-23,2014-21,89703389.0
2014-05-30,2014-22,90154002.0
2014-06-06,2014-23,85811963.0
2014-06-13,2014-24,90595053.0
2014-06-20,2014-25,93038245.0
2014-06-27,2014-26,98509923.0
2014-07-04,2014-27,91005483.0
2014-07-11,2014-28,92803455.0
2014-07-18,2014-29,97593961.0
2014-07-25,2014-30,100818858.0
2014-08-01,2014-31,98459809.0
2014-08-08,2014-32,93387604.0
2014-08-15,2014-33,100765747.0
2014-08-22,2014-34,98861006.0
2014-08-29,2014-35,98986470.0
2014-09-05,2014-36,92727180.0
2014-09-12,2014-37,97030690.0
2014-09-19,2014-38,100543110.0
2014-09-26,2014-39,102275879.0
2014-10-03,2014-40,97048822.0
2014-10-10,2014-41,96476491.0
2014-10-17,2014-42,99375460.0
2014-10-24,2014-43,99236645.0
2014-10-31,2014-44,99391442.0
2014-11-07,2014-45,90879472.0
2014-11-14,2014-46,97192620.0
2014-11-21,2014-47,96016495.0
2014-11-28,2014-48,97879302.0
2014-12-05,2014-49,93297349.0
2014-12-12,2014-50,97950673.0
2014-12-19,2014-51,104818207.0
2014-12-26,2014-52,105042324.0
2015-01-02,2015-1,105613614.0
2015-01-09,2015-2,97092689.0
2015-01-16,2015-3,102244898.0
2015-01-23,2015-4,102539576.0
2015-01-30,2015-5,103971020.0
2015-02-06,2015-6,99621601.0
2015-02-13,2015-7,103293844.0
2015-02-20,2015-8,102484458.0
2015-02-27,2015-9,109627816.0
2015-03-06,2015-10,103243543.0
2015-03-13,2015-11,106066164.0
2015-03-20,2015-12,106063422.0
2015-03-27,2015-13,106484919.0
2015-04-03,2015-14,103015624.0
2015-04-10,2015-15,107052433.0
2015-04-17,2015-16,113256000.0
2015-04-24,2015-17,113606371.0
2015-05-01,2015-18,113059517.0
2015-05-08,2015-19,108649990.0
2015-05-15,2015-20,114631584.0
2015-05-22,2015-21,110230356.0
2015-05-29,2015-22,112180400.0
2015-06-05,2015-23,109217199.0
2015-06-12,2015-24,111204232.0
2015-06-19,2015-25,113257419.0
2015-06-26,2015-26,110903199.0
2015-07-03,2015-27,108358367.0
2015-07-10,2015-28,113157753.0
2015-07-17,2015-29,118640330.0
2015-07-24,2015-30,113722110.0
2015-07-31,2015-31,117423033.0
2015-08-07,2015-32,110707963.0
2015-08-14,2015-33,116460664.0
2015-08-21,2015-34,118555863.0
2015-08-28,2015-35,117949917.0
2015-09-04,2015-36,115970905.4
2015-09-11,2015-37,118394590.9
2015-09-18,2015-38,131393793.4
2015-09-25,2015-39,121313893.1
2015-10-02,2015-40,114180038.1
2015-10-09,2015-41,113015458.6
2015-10-16,2015-42,118127437.7
2015-10-23,2015-43,117771850.6
2015-10-30,2015-44,114886346.0
2015-11-06,2015-45,112904171.3
2015-11-13,2015-46,115160120.2
2015-11-20,2015-47,116144098.1
2015-11-27,2015-48,119615200.6
2015-12-04,2015-49,114128984.7
2015-12-11,2015-50,117304716.0
2015-12-18,2015-51,120960107.2
2015-12-25,2015-52,123367891.3
2016-01-01,2016-1,125194596.1
2016-01-08,2016-2,118522330.9
2016-01-15,2016-3,127179713.3
2016-01-22,2016-4,124046308.2
2016-01-29,2016-5,121636711.0
2016-02-05,2016-6,114349410.5
2016-02-12,2016-7,118652339.8
2016-02-19,2016-8,121825148.0
2016-02-26,2016-9,122554103.2
2016-03-04,2016-10,116724156.6
2016-03-11,2016-11,116318873.6
2016-03-18,2016-12,120064870.2
2016-03-25,2016-13,119236469.4
2016-04-01,2016-14,118815653.5
2016-04-08,2016-15,118018886.6
2016-04-15,2016-16,125467817.0
2016-04-22,2016-17,122555523.4
2016-04-29,2016-18,122883827.8
2016-05-06,2016-19,123728197.1
2016-05-13,2016-20,127878308.8
2016-05-20,2016-21,130997371.6
2016-05-27,2016-22,129864689.9
2016-06-03,2016-23,128641617.5
2016-06-10,2016-24,128504183.0
2016-06-17,2016-25,135571359.1
2016-06-24,2016-26,136222992.5
