Tarih,TP_HPBITABLO1_5,TP_HPBITABLO1_5
2007-03-16,2007-11,22433948.0
2007-03-23,2007-12,21557262.0
2007-03-30,2007-13,22434519.0
2007-04-06,2007-14,20995432.0
2007-04-13,2007-15,22547353.0
2007-04-20,2007-16,22375630.0
2007-04-27,2007-17,22390149.0
2007-05-04,2007-18,21171952.0
2007-05-11,2007-19,23265337.0
2007-05-18,2007-20,23582320.0
2007-05-25,2007-21,23619249.0
2007-06-01,2007-22,24755270.0
2007-06-08,2007-23,23567786.0
2007-06-15,2007-24,25825924.0
2007-06-22,2007-25,25168770.0
2007-06-29,2007-26,25668827.0
2007-07-06,2007-27,23937208.0
2007-07-13,2007-28,25125582.0
2007-07-20,2007-29,24822893.0
2007-07-27,2007-30,25039162.3
2007-08-03,2007-31,23693151.6
2007-08-10,2007-32,24602154.1
2007-08-17,2007-33,26697913.3
2007-08-24,2007-34,25683893.0
2007-08-31,2007-35,27070937.0
2007-09-07,2007-36,25084703.0
2007-09-14,2007-37,26424299.0
2007-09-21,2007-38,26462808.0
2007-09-28,2007-39,26014796.0
2007-10-05,2007-40,27013118.0
2007-10-12,2007-41,26156708.0
2007-10-19,2007-42,25676229.0
2007-10-26,2007-43,25245951.0
2007-11-02,2007-44,25716926.0
2007-11-09,2007-45,24532911.0
2007-11-16,2007-46,26756969.0
2007-11-23,2007-47,26205674.0
2007-11-30,2007-48,27424599.0
2007-12-07,2007-49,25205556.0
2007-12-14,2007-50,29269054.0
2007-12-21,2007-51,27653192.0
2007-12-28,2007-52,29379856.0
2008-01-04,2008-1,25818251.0
2008-01-11,2008-2,25712187.0
2008-01-18,2008-3,26439233.0
2008-01-25,2008-4,25982980.0
2008-02-01,2008-5,26113579.0
2008-02-08,2008-6,25038877.0
2008-02-15,2008-7,27332326.0
2008-02-22,2008-8,25897406.0
2008-02-29,2008-9,28297566.0
2008-03-07,2008-10,26177019.0
2008-03-14,2008-11,28111545.0
2008-03-21,2008-12,27769632.3
2008-03-28,2008-13,29227440.0
2008-04-04,2008-14,27372326.0
2008-04-11,2008-15,28334248.0
2008-04-18,2008-16,29158554.0
2008-04-25,2008-17,28433862.0
2008-05-02,2008-18,29185564.7
2008-05-09,2008-19,27106164.5
2008-05-16,2008-20,29127475.3
2008-05-23,2008-21,27802062.3
2008-05-30,2008-22,27802428.2
2008-06-06,2008-23,27370831.0
2008-06-13,2008-24,29389377.5
2008-06-20,2008-25,28891392.0
2008-06-27,2008-26,30551312.0
2008-07-04,2008-27,27844796.0
2008-07-11,2008-28,28843597.0
2008-07-18,2008-29,29498012.0
2008-07-25,2008-30,29082536.0
2008-08-01,2008-31,30327032.0
2008-08-08,2008-32,27817214.0
2008-08-15,2008-33,30870609.0
2008-08-22,2008-34,29762325.0
2008-08-29,2008-35,28833999.7
2008-09-05,2008-36,28075985.0
2008-09-12,2008-37,29629959.0
2008-09-19,2008-38,30373731.0
2008-09-26,2008-39,33610536.0
2008-10-03,2008-40,31057869.0
2008-10-10,2008-41,30399945.0
2008-10-17,2008-42,31898036.0
2008-10-24,2008-43,31951225.0
2008-10-31,2008-44,31632479.0
2008-11-07,2008-45,28782592.0
2008-11-14,2008-46,30873971.0
2008-11-21,2008-47,30125071.0
2008-11-28,2008-48,29932404.0
2008-12-05,2008-49,30627360.0
2008-12-12,2008-50,29756452.0
2008-12-19,2008-51,30084944.0
2008-12-26,2008-52,30379101.0
2009-01-02,2009-1,30511173.0
2009-01-09,2009-2,27828068.0
2009-01-16,2009-3,31184275.0
2009-01-23,2009-4,30539997.0
2009-01-30,2009-5,30062428.0
2009-02-06,2009-6,28356928.0
2009-02-13,2009-7,30586467.0
2009-02-20,2009-8,30837979.0
2009-02-27,2009-9,33326131.0
2009-03-06,2009-10,31018174.0
2009-03-13,2009-11,32082671.0
2009-03-20,2009-12,31955918.0
2009-03-27,2009-13,31449117.0
2009-04-03,2009-14,29853265.0
2009-04-10,2009-15,31345545.0
2009-04-17,2009-16,31788664.0
2009-04-24,2009-17,32468640.0
2009-05-01,2009-18,33479705.0
2009-05-08,2009-19,29965078.0
2009-05-15,2009-20,34284350.0
2009-05-22,2009-21,32449118.0
2009-05-29,2009-22,33191830.6
2009-06-05,2009-23,30900224.0
2009-06-12,2009-24,33829522.0
2009-06-19,2009-25,33545782.0
2009-06-26,2009-26,33647249.0
2009-07-03,2009-27,31850589.9
2009-07-10,2009-28,33004274.0
2009-07-17,2009-29,35983005.0
2009-07-24,2009-30,34001511.0
2009-07-31,2009-31,35631624.0
2009-08-07,2009-32,32273490.0
2009-08-14,2009-33,35524914.0
2009-08-21,2009-34,34598062.0
2009-08-28,2009-35,34488364.0
2009-09-04,2009-36,32831017.0
2009-09-11,2009-37,35422618.3
2009-09-18,2009-38,37339770.0
2009-09-25,2009-39,35833832.0
2009-10-02,2009-40,37349811.0
2009-10-09,2009-41,34614254.0
2009-10-16,2009-42,37694804.0
2009-10-23,2009-43,36833194.0
2009-10-30,2009-44,36626789.0
2009-11-06,2009-45,34108672.0
2009-11-13,2009-46,36676404.0
2009-11-20,2009-47,39096279.0
2009-11-27,2009-48,39215798.0
2009-12-04,2009-49,34979556.0
2009-12-11,2009-50,37308659.0
2009-12-18,2009-51,39810594.0
2009-12-25,2009-52,41128688.0
2010-01-01,2010-1,44675970.0
2010-01-08,2010-2,37314523.0
2010-01-15,2010-3,40702740.0
2010-01-22,2010-4,39870182.0
2010-01-29,2010-5,39420413.1
2010-02-05,2010-6,37545474.0
2010-02-12,2010-7,38600198.0
2010-02-19,2010-8,39068149.0
2010-02-26,2010-9,42884744.0
2010-03-05,2010-10,38450728.0
2010-03-12,2010-11,39464226.0
2010-03-19,2010-12,40408688.0
2010-03-26,2010-13,40472031.0
2010-04-02,2010-14,41337987.0
2010-04-09,2010-15,38906257.0
2010-04-16,2010-16,42342104.0
2010-04-23,2010-17,42351535.0
2010-04-30,2010-18,43057484.0
2010-05-07,2010-19,40336668.0
2010-05-14,2010-20,44808488.0
2010-05-21,2010-21,44169284.0
2010-05-28,2010-22,43883019.0
2010-06-04,2010-23,41811011.0
2010-06-11,2010-24,43641799.5
2010-06-18,2010-25,45559267.0
2010-06-25,2010-26,46151923.0
2010-07-02,2010-27,46272640.0
2010-07-09,2010-28,44086846.0
2010-07-16,2010-29,47226977.0
2010-07-23,2010-30,46463237.0
2010-07-30,2010-31,45727014.0
2010-08-06,2010-32,43148156.0
2010-08-13,2010-33,45598511.0
2010-08-20,2010-34,45588564.0
2010-08-27,2010-35,47072745.0
2010-09-03,2010-36,45407356.0
2010-09-10,2010-37,47744590.0
2010-09-17,2010-38,47810995.0
2010-09-24,2010-39,47943215.0
2010-10-01,2010-40,48997616.0
2010-10-08,2010-41,45234094.0
2010-10-15,2010-42,49037266.0
2010-10-22,2010-43,48491535.0
2010-10-29,2010-44,48219368.0
2010-11-05,2010-45,47961540.0
2010-11-12,2010-46,54021500.0
2010-11-19,2010-47,52498777.0
2010-11-26,2010-48,48210768.0
2010-12-03,2010-49,46501850.0
2010-12-10,2010-50,48030649.0
2010-12-17,2010-51,51959047.0
2010-12-24,2010-52,54080178.0
2010-12-31,2010-53,59479818.0
2011-01-07,2011-1,50390322.0
2011-01-14,2011-2,54885650.0
2011-01-21,2011-3,54063886.0
2011-01-28,2011-4,53977842.0
2011-02-04,2011-5,51699002.0
2011-02-11,2011-6,52586289.0
2011-02-18,2011-7,53517564.0
2011-02-25,2011-8,56096740.0
2011-03-04,2011-9,53439553.0
2011-03-11,2011-10,52815012.0
2011-03-18,2011-11,55210013.0
2011-03-25,2011-12,54853568.0
2011-04-01,2011-13,55463209.0
2011-04-08,2011-14,53348362.0
2011-04-15,2011-15,57618188.0
2011-04-22,2011-16,56688677.0
2011-04-29,2011-17,57008761.0
2011-05-06,2011-18,54081036.0
2011-05-13,2011-19,57643954.0
2011-05-20,2011-20,58102134.0
2011-05-27,2011-21,58616632.0
2011-06-03,2011-22,57557226.0
2011-06-10,2011-23,57643126.0
2011-06-17,2011-24,60788715.0
2011-06-24,2011-25,61760077.0
2011-07-01,2011-26,62301932.0
2011-07-08,2011-27,57768988.0
2011-07-15,2011-28,63021811.0
2011-07-22,2011-29,64012959.0
2011-07-29,2011-30,62115509.0
2011-08-05,2011-31,58162319.0
2011-08-12,2011-32,60014305.0
2011-08-19,2011-33,62105715.0
2011-08-26,2011-34,64815671.0
2011-09-02,2011-35,59868458.0
2011-09-09,2011-36,58143087.0
2011-09-16,2011-37,61088196.0
2011-09-23,2011-38,61707645.0
2011-09-30,2011-39,62871944.0
2011-10-07,2011-40,57408071.0
2011-10-14,2011-41,61710132.0
2011-10-21,2011-42,61143788.0
2011-10-28,2011-43,60394729.0
2011-11-04,2011-44,61595586.0
2011-11-11,2011-45,59367181.0
2011-11-18,2011-46,59378108.0
2011-11-25,2011-47,59901686.0
2011-12-02,2011-48,59617119.0
2011-12-09,2011-49,57100377.0
2011-12-16,2011-50,60948016.0
2011-12-23,2011-51,62106245.0
2011-12-30,2011-52,65168519.0
2012-01-06,2012-1,55232678.0
2012-01-13,2012-2,59958621.0
2012-01-20,2012-3,57962355.0
2012-01-27,2012-4,56832112.0
2012-02-03,2012-5,54012918.0
2012-02-10,2012-6,53779114.0
2012-02-17,2012-7,56886222.0
2012-02-24,2012-8,57660183.0
2012-03-02,2012-9,56402455.0
2012-03-09,2012-10,54869501.0
2012-03-16,2012-11,58811599.0
2012-03-23,2012-12,58394800.0
2012-03-30,2012-13,58510009.0
2012-04-06,2012-14,53534069.0
2012-04-13,2012-15,59583113.0
2012-04-20,2012-16,59742116.0
2012-04-27,2012-17,59769379.0
2012-05-04,2012-18,55285432.0
2012-05-11,2012-19,57020064.0
2012-05-18,2012-20,59807565.0
2012-05-25,2012-21,59784062.0
2012-06-01,2012-22,61755580.0
2012-06-08,2012-23,58166400.0
2012-06-15,2012-24,64157167.0
2012-06-22,2012-25,63184644.0
2012-06-29,2012-26,66119533.0
2012-07-06,2012-27,58541850.0
2012-07-13,2012-28,63693909.0
2012-07-20,2012-29,62527579.0
2012-07-27,2012-30,62607487.0
2012-08-03,2012-31,58913846.0
2012-08-10,2012-32,60402969.0
2012-08-17,2012-33,65503975.0
2012-08-24,2012-34,63800034.0
2012-08-31,2012-35,65319759.0
2012-09-07,2012-36,60781754.0
2012-09-14,2012-37,66449155.0
2012-09-21,2012-38,66384323.0
2012-09-28,2012-39,69546581.0
2012-10-05,2012-40,61857579.0
2012-10-12,2012-41,66636736.0
2012-10-19,2012-42,70654615.0
2012-10-26,2012-43,66752479.0
2012-11-02,2012-44,65995330.0
2012-11-09,2012-45,62033793.0
2012-11-16,2012-46,67401619.0
2012-11-23,2012-47,66488634.0
2012-11-30,2012-48,66984203.0
2012-12-07,2012-49,62071871.0
2012-12-14,2012-50,67350532.0
2012-12-21,2012-51,69182771.0
2012-12-28,2012-52,75237391.0
2013-01-04,2013-1,64757280.0
2013-01-11,2013-2,64881933.0
2013-01-18,2013-3,67746522.0
2013-01-25,2013-4,67551771.0
2013-02-01,2013-5,68916940.0
2013-02-08,2013-6,64501683.0
2013-02-15,2013-7,71194957.0
2013-02-22,2013-8,68800795.0
2013-03-01,2013-9,71599921.0
2013-03-08,2013-10,65856603.0
2013-03-15,2013-11,73452931.0
2013-03-22,2013-12,72284087.0
2013-03-29,2013-13,74182459.0
2013-04-05,2013-14,67045557.0
2013-04-12,2013-15,70345142.0
2013-04-19,2013-16,73258671.0
2013-04-26,2013-17,71784742.0
2013-05-03,2013-18,70921560.0
2013-05-10,2013-19,71026693.0
2013-05-17,2013-20,75772100.0
2013-05-24,2013-21,76548415.0
2013-05-31,2013-22,81581090.0
2013-06-07,2013-23,76908985.0
2013-06-14,2013-24,82960984.0
2013-06-21,2013-25,84223506.0
2013-06-28,2013-26,88119224.0
2013-07-05,2013-27,80160448.0
2013-07-12,2013-28,83356819.0
2013-07-19,2013-29,84585295.0
2013-07-26,2013-30,83658584.0
2013-08-02,2013-31,84148463.0
2013-08-09,2013-32,86287253.0
2013-08-16,2013-33,86289625.0
2013-08-23,2013-34,86350430.0
2013-08-30,2013-35,88305450.0
2013-09-06,2013-36,82472811.0
2013-09-13,2013-37,86665269.0
2013-09-20,2013-38,86792539.0
2013-09-27,2013-39,91271023.0
2013-10-04,2013-40,84025916.0
2013-10-11,2013-41,96670061.0
2013-10-18,2013-42,93449853.0
2013-10-25,2013-43,86572833.0
2013-11-01,2013-44,88544745.0
2013-11-08,2013-45,84382497.0
2013-11-15,2013-46,90764432.0
2013-11-22,2013-47,87774362.0
2013-11-29,2013-48,88851327.0
2013-12-06,2013-49,83756383.0
2013-12-13,2013-50,88811856.0
2013-12-20,2013-51,90661493.0
2013-12-27,2013-52,94517502.0
2014-01-03,2014-1,89891790.0
2014-01-10,2014-2,88552189.0
2014-01-17,2014-3,93219869.0
2014-01-24,2014-4,92316807.0
2014-01-31,2014-5,92793133.0
2014-02-07,2014-6,83859594.0
2014-02-14,2014-7,89519390.0
2014-02-21,2014-8,88089369.0
2014-02-28,2014-9,90433459.0
2014-03-07,2014-10,84109814.0
2014-03-14,2014-11,91659509.0
2014-03-21,2014-12,92391222.0
2014-03-28,2014-13,91268849.0
2014-04-04,2014-14,84381653.0
2014-04-11,2014-15,86178225.0
2014-04-18,2014-16,90946102.0
2014-04-25,2014-17,89882450.0
2014-05-02,2014-18,90616959.0
2014-05-09,2014-19,84763957.0
2014-05-16,2014-20,91440680.0
2014-05-23,2014-21,89694553.0
2014-05-30,2014-22,90145584.0
2014-06-06,2014-23,85801181.0
2014-06-13,2014-24,90586338.0
2014-06-20,2014-25,93029988.0
2014-06-27,2014-26,98501666.0
2014-07-04,2014-27,90994927.0
2014-07-11,2014-28,92794639.0
2014-07-18,2014-29,97585782.0
2014-07-25,2014-30,100811510.0
2014-08-01,2014-31,98444651.0
2014-08-08,2014-32,93361491.0
2014-08-15,2014-33,100752445.0
2014-08-22,2014-34,98849580.0
2014-08-29,2014-35,98976527.0
2014-09-05,2014-36,92710820.0
2014-09-12,2014-37,97017425.0
2014-09-19,2014-38,100531818.0
2014-09-26,2014-39,102265851.0
2014-10-03,2014-40,97038645.0
2014-10-10,2014-41,96466260.0
2014-10-17,2014-42,99365990.0
2014-10-24,2014-43,99227776.0
2014-10-31,2014-44,99383174.0
2014-11-07,2014-45,90862863.0
2014-11-14,2014-46,97174935.0
2014-11-21,2014-47,95998476.0
2014-11-28,2014-48,97865715.0
2014-12-05,2014-49,93283666.0
2014-12-12,2014-50,97930847.0
2014-12-19,2014-51,104797421.0
2014-12-26,2014-52,105016033.0
2015-01-02,2015-1,105557781.0
2015-01-09,2015-2,97077769.0
2015-01-16,2015-3,102231673.0
2015-01-23,2015-4,102526351.0
2015-01-30,2015-5,103959036.0
2015-02-06,2015-6,99605270.0
2015-02-13,2015-7,103279435.0
2015-02-20,2015-8,102470897.0
2015-02-27,2015-9,109615305.0
2015-03-06,2015-10,103227282.0
2015-03-13,2015-11,106048336.0
2015-03-20,2015-12,106048797.0
2015-03-27,2015-13,106471086.0
2015-04-03,2015-14,102998883.0
2015-04-10,2015-15,107038103.0
2015-04-17,2015-16,113240869.0
2015-04-24,2015-17,113592458.0
2015-05-01,2015-18,113047316.0
2015-05-08,2015-19,108635034.0
2015-05-15,2015-20,114614000.0
2015-05-22,2015-21,110208697.0
2015-05-29,2015-22,112161430.0
2015-06-05,2015-23,109195017.0
2015-06-12,2015-24,111186439.0
2015-06-19,2015-25,113241358.0
2015-06-26,2015-26,110886827.0
2015-07-03,2015-27,108340057.0
2015-07-10,2015-28,113142484.0
2015-07-17,2015-29,118626057.0
2015-07-24,2015-30,113709641.0
2015-07-31,2015-31,117405518.0
2015-08-07,2015-32,110688212.0
2015-08-14,2015-33,116442072.0
2015-08-21,2015-34,118542103.0
2015-08-28,2015-35,117936725.0
2015-09-04,2015-36,115954264.0
2015-09-11,2015-37,118380032.0
2015-09-18,2015-38,131381357.0
2015-09-25,2015-39,121302301.0
2015-10-02,2015-40,114163820.0
2015-10-09,2015-41,113002173.0
2015-10-16,2015-42,118115019.0
2015-10-23,2015-43,117760038.0
2015-10-30,2015-44,114874492.0
2015-11-06,2015-45,112891265.0
2015-11-13,2015-46,115145252.0
2015-11-20,2015-47,116129848.0
2015-11-27,2015-48,119602657.0
2015-12-04,2015-49,114116263.0
2015-12-11,2015-50,117287861.0
2015-12-18,2015-51,120941255.0
2015-12-25,2015-52,123327798.0
2016-01-01,2016-1,125185910.0
2016-01-08,2016-2,118493006.0
2016-01-15,2016-3,127164826.0
2016-01-22,2016-4,124033847.0
2016-01-29,2016-5,121625315.0
2016-02-05,2016-6,114334636.0
2016-02-12,2016-7,118639660.0
2016-02-19,2016-8,121813221.0
2016-02-26,2016-9,122542674.0
2016-03-04,2016-10,116709314.0
2016-03-11,2016-11,116298119.0
2016-03-18,2016-12,120050275.0
2016-03-25,2016-13,119224187.0
2016-04-01,2016-14,118797001.0
2016-04-08,2016-15,117993135.0
2016-04-15,2016-16,125453859.0
2016-04-22,2016-17,122543629.0
2016-04-29,2016-18,122872519.0
2016-05-06,2016-19,123715095.0
2016-05-13,2016-20,127865532.0
2016-05-20,2016-21,130986288.0
2016-05-27,2016-22,129853097.0
2016-06-03,2016-23,128625866.0
2016-06-10,2016-24,128491480.0
2016-06-17,2016-25,135558822.0
2016-06-24,2016-26,136211700.0
