Tarih,TP_HPBITABLO1_20,TP_HPBITABLO1_20
2007-03-16,2007-11,18875145.0
2007-03-23,2007-12,18577464.0
2007-03-30,2007-13,18389714.0
2007-04-06,2007-14,18564939.0
2007-04-13,2007-15,18805439.0
2007-04-20,2007-16,19188682.0
2007-04-27,2007-17,18974402.0
2007-05-04,2007-18,19265184.0
2007-05-11,2007-19,19538449.0
2007-05-18,2007-20,19723042.0
2007-05-25,2007-21,19391958.0
2007-06-01,2007-22,19049658.0
2007-06-08,2007-23,19302973.0
2007-06-15,2007-24,19611787.0
2007-06-22,2007-25,19704799.0
2007-06-29,2007-26,20177900.0
2007-07-06,2007-27,20151521.0
2007-07-13,2007-28,20359390.0
2007-07-20,2007-29,21136986.0
2007-07-27,2007-30,20334978.4
2007-08-03,2007-31,20026679.8
2007-08-10,2007-32,19937730.5
2007-08-17,2007-33,20547592.7
2007-08-24,2007-34,20771232.0
2007-08-31,2007-35,20538930.0
2007-09-07,2007-36,20358918.0
2007-09-14,2007-37,20534789.0
2007-09-21,2007-38,20400390.0
2007-09-28,2007-39,20196516.0
2007-10-05,2007-40,20138894.0
2007-10-12,2007-41,20646972.0
2007-10-19,2007-42,20897719.0
2007-10-26,2007-43,20901160.0
2007-11-02,2007-44,20240696.0
2007-11-09,2007-45,20536461.0
2007-11-16,2007-46,21710141.0
2007-11-23,2007-47,20787186.0
2007-11-30,2007-48,20805069.0
2007-12-07,2007-49,20552109.0
2007-12-14,2007-50,20839178.0
2007-12-21,2007-51,20816282.0
2007-12-28,2007-52,20755872.0
2008-01-04,2008-1,20602797.0
2008-01-11,2008-2,20630245.0
2008-01-18,2008-3,20947417.0
2008-01-25,2008-4,21079894.0
2008-02-01,2008-5,20470503.0
2008-02-08,2008-6,20588727.0
2008-02-15,2008-7,20960160.0
2008-02-22,2008-8,21067593.0
2008-02-29,2008-9,20697013.0
2008-03-07,2008-10,21018356.0
2008-03-14,2008-11,21639942.0
2008-03-21,2008-12,21879834.9
2008-03-28,2008-13,22105586.0
2008-04-04,2008-14,22380028.0
2008-04-11,2008-15,23018739.0
2008-04-18,2008-16,23273806.0
2008-04-25,2008-17,22895091.0
2008-05-02,2008-18,22222840.3
2008-05-09,2008-19,22373802.6
2008-05-16,2008-20,22146246.0
2008-05-23,2008-21,21686096.5
2008-05-30,2008-22,21308116.1
2008-06-06,2008-23,21193993.0
2008-06-13,2008-24,21804614.6
2008-06-20,2008-25,21690413.0
2008-06-27,2008-26,21218738.0
2008-07-04,2008-27,21147748.0
2008-07-11,2008-28,21201696.0
2008-07-18,2008-29,21771922.0
2008-07-25,2008-30,21232827.0
2008-08-01,2008-31,20601802.0
2008-08-08,2008-32,20649332.0
2008-08-15,2008-33,21064569.0
2008-08-22,2008-34,20841727.0
2008-08-29,2008-35,20404482.8
2008-09-05,2008-36,20237183.0
2008-09-12,2008-37,20792684.0
2008-09-19,2008-38,21073471.0
2008-09-26,2008-39,20853963.0
2008-10-03,2008-40,20934011.0
2008-10-10,2008-41,21630362.0
2008-10-17,2008-42,22172487.0
2008-10-24,2008-43,22335869.0
2008-10-31,2008-44,21652876.0
2008-11-07,2008-45,21465204.0
2008-11-14,2008-46,21517849.0
2008-11-21,2008-47,21637905.0
2008-11-28,2008-48,21470540.0
2008-12-05,2008-49,21125736.0
2008-12-12,2008-50,21196083.0
2008-12-19,2008-51,21138875.0
2008-12-26,2008-52,20735698.0
2009-01-02,2009-1,20441381.0
2009-01-09,2009-2,20471061.8
2009-01-16,2009-3,21415391.0
2009-01-23,2009-4,22077743.0
2009-01-30,2009-5,22015100.0
2009-02-06,2009-6,22463935.0
2009-02-13,2009-7,22443737.0
2009-02-20,2009-8,22816626.0
2009-02-27,2009-9,23156189.0
2009-03-06,2009-10,23370935.0
2009-03-13,2009-11,24060267.0
2009-03-20,2009-12,24105051.0
2009-03-27,2009-13,23900022.0
2009-04-03,2009-14,23794712.0
2009-04-10,2009-15,24043036.0
2009-04-17,2009-16,24553428.0
2009-04-24,2009-17,24695369.0
2009-05-01,2009-18,24160611.0
2009-05-08,2009-19,24003644.0
2009-05-15,2009-20,24252133.0
2009-05-22,2009-21,23860248.0
2009-05-29,2009-22,24012974.0
2009-06-05,2009-23,23442638.0
2009-06-12,2009-24,23245449.0
2009-06-19,2009-25,23813477.0
2009-06-26,2009-26,23825196.0
2009-07-03,2009-27,23301519.9
2009-07-10,2009-28,23190245.0
2009-07-17,2009-29,23335502.0
2009-07-24,2009-30,23233998.0
2009-07-31,2009-31,22610302.0
2009-08-07,2009-32,22836055.0
2009-08-14,2009-33,22810276.0
2009-08-21,2009-34,23267130.0
2009-08-28,2009-35,22957020.0
2009-09-04,2009-36,22900473.0
2009-09-11,2009-37,22739202.8
2009-09-18,2009-38,23136087.0
2009-09-25,2009-39,23072564.0
2009-10-02,2009-40,22944233.0
2009-10-09,2009-41,22979408.0
2009-10-16,2009-42,23177897.0
2009-10-23,2009-43,23185809.0
2009-10-30,2009-44,22952345.0
2009-11-06,2009-45,23040051.0
2009-11-13,2009-46,22794359.0
2009-11-20,2009-47,23073383.0
2009-11-27,2009-48,23194245.0
2009-12-04,2009-49,22878992.0
2009-12-11,2009-50,23036477.0
2009-12-18,2009-51,23638516.0
2009-12-25,2009-52,23513848.0
2010-01-01,2010-1,23050460.0
2010-01-08,2010-2,23081455.0
2010-01-15,2010-3,23483684.0
2010-01-22,2010-4,23374856.0
2010-01-29,2010-5,23057219.4
2010-02-05,2010-6,23031831.0
2010-02-12,2010-7,22722604.0
2010-02-19,2010-8,23069748.0
2010-02-26,2010-9,23052380.0
2010-03-05,2010-10,22991842.0
2010-03-12,2010-11,22811838.0
2010-03-19,2010-12,23277880.0
2010-03-26,2010-13,23195854.0
2010-04-02,2010-14,23114599.0
2010-04-09,2010-15,22970626.0
2010-04-16,2010-16,23315223.0
2010-04-23,2010-17,22866637.0
2010-04-30,2010-18,22401461.0
2010-05-07,2010-19,23145489.0
2010-05-14,2010-20,23311448.0
2010-05-21,2010-21,23668822.0
2010-05-28,2010-22,23298523.0
2010-06-04,2010-23,23122263.0
2010-06-11,2010-24,23090175.7
2010-06-18,2010-25,23469229.0
2010-06-25,2010-26,23470601.0
2010-07-02,2010-27,23275619.0
2010-07-09,2010-28,23064957.0
2010-07-16,2010-29,23490048.0
2010-07-23,2010-30,23213482.0
2010-07-30,2010-31,22946716.0
2010-08-06,2010-32,22531617.0
2010-08-13,2010-33,22373847.0
2010-08-20,2010-34,22594163.0
2010-08-27,2010-35,22396991.0
2010-09-03,2010-36,22344088.0
2010-09-10,2010-37,23088559.0
2010-09-17,2010-38,22993570.0
2010-09-24,2010-39,22747467.0
2010-10-01,2010-40,22508327.0
2010-10-08,2010-41,22476532.0
2010-10-15,2010-42,22986818.0
2010-10-22,2010-43,22791380.0
2010-10-29,2010-44,22803533.0
2010-11-05,2010-45,22576515.0
2010-11-12,2010-46,23099529.0
2010-11-19,2010-47,23411982.0
2010-11-26,2010-48,22719632.0
2010-12-03,2010-49,22403865.0
2010-12-10,2010-50,22728160.0
2010-12-17,2010-51,23195403.0
2010-12-24,2010-52,23341675.0
2010-12-31,2010-53,23327561.0
2011-01-07,2011-1,23898562.0
2011-01-14,2011-2,24187620.0
2011-01-21,2011-3,24088855.0
2011-01-28,2011-4,23728556.0
2011-02-04,2011-5,24179734.0
2011-02-11,2011-6,23870987.0
2011-02-18,2011-7,23812646.0
2011-02-25,2011-8,23512757.0
2011-03-04,2011-9,23585595.0
2011-03-11,2011-10,23583983.0
2011-03-18,2011-11,23832315.0
2011-03-25,2011-12,23367735.0
2011-04-01,2011-13,23436585.0
2011-04-08,2011-14,23899786.0
2011-04-15,2011-15,24589997.0
2011-04-22,2011-16,23823102.0
2011-04-29,2011-17,23775846.0
2011-05-06,2011-18,23981252.0
2011-05-13,2011-19,23865531.0
2011-05-20,2011-20,23969496.0
2011-05-27,2011-21,23724505.0
2011-06-03,2011-22,23620840.0
2011-06-10,2011-23,24152289.0
2011-06-17,2011-24,23964347.0
2011-06-24,2011-25,23688614.0
2011-07-01,2011-26,23264532.0
2011-07-08,2011-27,23214036.0
2011-07-15,2011-28,23676372.0
2011-07-22,2011-29,23457893.0
2011-07-29,2011-30,22990440.0
2011-08-05,2011-31,23244723.0
2011-08-12,2011-32,22866966.0
2011-08-19,2011-33,23109341.0
2011-08-26,2011-34,22561954.0
2011-09-02,2011-35,22449076.0
2011-09-09,2011-36,22349642.0
2011-09-16,2011-37,22816816.0
2011-09-23,2011-38,22783615.0
2011-09-30,2011-39,22111723.0
2011-10-07,2011-40,22414327.0
2011-10-14,2011-41,22612420.0
2011-10-21,2011-42,22546556.0
2011-10-28,2011-43,21877904.0
2011-11-04,2011-44,21655813.0
2011-11-11,2011-45,21926320.0
2011-11-18,2011-46,22073491.0
2011-11-25,2011-47,21641669.0
2011-12-02,2011-48,21863686.0
2011-12-09,2011-49,21189087.0
2011-12-16,2011-50,21266863.0
2011-12-23,2011-51,21045599.0
2011-12-30,2011-52,20556252.0
2012-01-06,2012-1,20337557.0
2012-01-13,2012-2,20288732.0
2012-01-20,2012-3,21009782.0
2012-01-27,2012-4,21212708.0
2012-02-03,2012-5,21022012.0
2012-02-10,2012-6,20844574.0
2012-02-17,2012-7,20959269.0
2012-02-24,2012-8,20623935.0
2012-03-02,2012-9,20319404.0
2012-03-09,2012-10,20287185.0
2012-03-16,2012-11,20678227.0
2012-03-23,2012-12,20425121.0
2012-03-30,2012-13,20129858.0
2012-04-06,2012-14,20531439.0
2012-04-13,2012-15,20372848.0
2012-04-20,2012-16,20694805.0
2012-04-27,2012-17,21064921.0
2012-05-04,2012-18,20465974.0
2012-05-11,2012-19,19871154.0
2012-05-18,2012-20,20460485.0
2012-05-25,2012-21,20095603.0
2012-06-01,2012-22,20217061.0
2012-06-08,2012-23,20167765.0
2012-06-15,2012-24,20544536.0
2012-06-22,2012-25,20414109.0
2012-06-29,2012-26,20209782.0
2012-07-06,2012-27,20514368.0
2012-07-13,2012-28,20187958.0
2012-07-20,2012-29,20173473.0
2012-07-27,2012-30,20033457.0
2012-08-03,2012-31,19059902.0
2012-08-10,2012-32,19063258.0
2012-08-17,2012-33,19148566.0
2012-08-24,2012-34,19009887.0
2012-08-31,2012-35,18491236.0
2012-09-07,2012-36,18695423.0
2012-09-14,2012-37,18819721.0
2012-09-21,2012-38,18937489.0
2012-09-28,2012-39,18212796.0
2012-10-05,2012-40,18373117.0
2012-10-12,2012-41,18461724.0
2012-10-19,2012-42,18667080.0
2012-10-26,2012-43,18632110.0
2012-11-02,2012-44,18042978.0
2012-11-09,2012-45,18139614.0
2012-11-16,2012-46,19295877.0
2012-11-23,2012-47,17942786.0
2012-11-30,2012-48,17440742.0
2012-12-07,2012-49,17471422.0
2012-12-14,2012-50,17702480.0
2012-12-21,2012-51,17593049.0
2012-12-28,2012-52,17289299.0
2013-01-04,2013-1,17406527.0
2013-01-11,2013-2,17648792.0
2013-01-18,2013-3,17689401.0
2013-01-25,2013-4,17557699.0
2013-02-01,2013-5,17287764.0
2013-02-08,2013-6,17297735.0
2013-02-15,2013-7,17409894.0
2013-02-22,2013-8,17110391.0
2013-03-01,2013-9,16561725.0
2013-03-08,2013-10,17077822.0
2013-03-15,2013-11,17729790.0
2013-03-22,2013-12,17509459.0
2013-03-29,2013-13,17298704.0
2013-04-05,2013-14,17322461.0
2013-04-12,2013-15,15462235.0
2013-04-19,2013-16,15748316.0
2013-04-26,2013-17,15554424.0
2013-05-03,2013-18,15633927.0
2013-05-10,2013-19,15821042.0
2013-05-17,2013-20,16373029.0
2013-05-24,2013-21,16314041.0
2013-05-31,2013-22,15977425.0
2013-06-07,2013-23,16218053.0
2013-06-14,2013-24,16326824.0
2013-06-21,2013-25,16663771.0
2013-06-28,2013-26,16077706.0
2013-07-05,2013-27,14675796.0
2013-07-12,2013-28,14702528.0
2013-07-19,2013-29,15069438.0
2013-07-26,2013-30,14879099.0
2013-08-02,2013-31,14510702.0
2013-08-09,2013-32,14911779.0
2013-08-16,2013-33,13599576.0
2013-08-23,2013-34,14510702.0
2013-08-30,2013-35,9529771.0
2013-09-06,2013-36,13426863.0
2013-09-13,2013-37,13364083.0
2013-09-20,2013-38,13598480.0
2013-09-27,2013-39,13510770.0
2013-10-04,2013-40,13475138.0
2013-10-11,2013-41,13449067.0
2013-10-18,2013-42,13636858.0
2013-10-25,2013-43,13216239.0
2013-11-01,2013-44,13078337.0
2013-11-08,2013-45,11605990.0
2013-11-15,2013-46,11360327.0
2013-11-22,2013-47,11328769.0
2013-11-29,2013-48,11141988.0
2013-12-06,2013-49,11256019.0
2013-12-13,2013-50,11248036.0
2013-12-20,2013-51,11308389.0
2013-12-27,2013-52,11229143.0
2014-01-03,2014-1,11326509.0
2014-01-10,2014-2,11388460.0
2014-01-17,2014-3,11823657.0
2014-01-24,2014-4,11748186.0
2014-01-31,2014-5,11242446.0
2014-02-07,2014-6,10958331.0
2014-02-14,2014-7,10954131.0
2014-02-21,2014-8,10922600.0
2014-02-28,2014-9,10615250.0
2014-03-07,2014-10,10876373.0
2014-03-14,2014-11,11132923.0
2014-03-21,2014-12,11416636.0
2014-03-28,2014-13,11092739.0
2014-04-04,2014-14,10995278.0
2014-04-11,2014-15,11176355.0
2014-04-18,2014-16,11439007.0
2014-04-25,2014-17,11430815.0
2014-05-02,2014-18,11058137.0
2014-05-09,2014-19,11100411.0
2014-05-16,2014-20,11404340.0
2014-05-23,2014-21,11313304.0
2014-05-30,2014-22,11247898.0
2014-06-06,2014-23,11663781.0
2014-06-13,2014-24,11515264.0
2014-06-20,2014-25,11771456.0
2014-06-27,2014-26,11769559.0
2014-07-04,2014-27,11567551.0
2014-07-11,2014-28,11642901.0
2014-07-18,2014-29,12050984.0
2014-07-25,2014-30,11883172.0
2014-08-01,2014-31,11814828.0
2014-08-08,2014-32,12003760.0
2014-08-15,2014-33,12428620.0
2014-08-22,2014-34,12341872.0
2014-08-29,2014-35,12217762.0
2014-09-05,2014-36,12495472.0
2014-09-12,2014-37,12268848.0
2014-09-19,2014-38,12531881.0
2014-09-26,2014-39,12423983.0
2014-10-03,2014-40,12423983.0
2014-10-10,2014-41,12231551.0
2014-10-17,2014-42,12488347.0
2014-10-24,2014-43,12586023.0
2014-10-31,2014-44,11969739.0
2014-11-07,2014-45,12576111.0
2014-11-14,2014-46,12259707.0
2014-11-21,2014-47,12381770.0
2014-11-28,2014-48,12200803.0
2014-12-05,2014-49,12213398.0
2014-12-12,2014-50,12514615.0
2014-12-19,2014-51,13159242.0
2014-12-26,2014-52,13091779.0
2015-01-02,2015-1,12880344.0
2015-01-09,2015-2,12813750.0
2015-01-16,2015-3,13030594.0
2015-01-23,2015-4,13226917.0
2015-01-30,2015-5,13162816.0
2015-02-06,2015-6,13437317.0
2015-02-13,2015-7,13417984.0
2015-02-20,2015-8,13431487.0
2015-02-27,2015-9,13445859.0
2015-03-06,2015-10,13548052.0
2015-03-13,2015-11,13369801.0
2015-03-20,2015-12,13628372.0
2015-03-27,2015-13,13695204.0
2015-04-03,2015-14,13466096.0
2015-04-10,2015-15,13610948.0
2015-04-17,2015-16,14230846.0
2015-04-24,2015-17,14475040.0
2015-05-01,2015-18,13794197.0
2015-05-08,2015-19,13868265.0
2015-05-15,2015-20,13273548.0
2015-05-22,2015-21,13313397.0
2015-05-29,2015-22,12880684.0
2015-06-05,2015-23,12923175.0
2015-06-12,2015-24,13320971.0
2015-06-19,2015-25,13455773.0
2015-06-26,2015-26,13206773.0
2015-07-03,2015-27,13616562.4
2015-07-10,2015-28,13460803.0
2015-07-17,2015-29,13722782.5
2015-07-24,2015-30,13935518.2
2015-07-31,2015-31,13759908.9
2015-08-07,2015-32,13903969.7
2015-08-14,2015-33,13997659.2
2015-08-21,2015-34,14038803.3
2015-08-28,2015-35,13924492.1
2015-09-04,2015-36,13815476.7
2015-09-11,2015-37,13900426.3
2015-09-18,2015-38,13788434.7
2015-09-25,2015-39,14120432.2
2015-10-02,2015-40,13448394.4
2015-10-09,2015-41,13178895.0
2015-10-16,2015-42,13299414.1
2015-10-23,2015-43,13297383.3
2015-10-30,2015-44,12913796.2
2015-11-06,2015-45,12870219.9
2015-11-13,2015-46,12822381.3
2015-11-20,2015-47,12768287.3
2015-11-27,2015-48,12558299.4
2015-12-04,2015-49,12607775.6
2015-12-11,2015-50,12402901.4
2015-12-18,2015-51,12594764.8
2015-12-25,2015-52,12563088.2
2016-01-01,2016-1,12165012.1
2016-01-08,2016-2,12318807.4
2016-01-15,2016-3,12849202.6
2016-01-22,2016-4,12624696.6
2016-01-29,2016-5,12181055.3
2016-02-05,2016-6,11832475.1
2016-02-12,2016-7,11988678.7
2016-02-19,2016-8,12173701.3
2016-02-26,2016-9,12051430.3
2016-03-04,2016-10,11651718.6
2016-03-11,2016-11,11666469.6
2016-03-18,2016-12,11819749.6
2016-03-25,2016-13,11909254.5
2016-04-01,2016-14,11566698.1
2016-04-08,2016-15,11215194.8
2016-04-15,2016-16,12027838.9
2016-04-22,2016-17,12086065.1
2016-04-29,2016-18,11768625.3
2016-05-06,2016-19,12206953.1
2016-05-13,2016-20,12434912.3
2016-05-20,2016-21,12508135.6
2016-05-27,2016-22,12638158.6
2016-06-03,2016-23,12504940.9
2016-06-10,2016-24,12349006.0
2016-06-17,2016-25,12652791.1
2016-06-24,2016-26,12600333.0
