Tarih,TP_HPBITABLO1_19,TP_HPBITABLO1_19
2007-03-16,2007-11,4275710.0
2007-03-23,2007-12,4427177.0
2007-03-30,2007-13,3580002.0
2007-04-06,2007-14,5405974.0
2007-04-13,2007-15,4584518.0
2007-04-20,2007-16,4085068.0
2007-04-27,2007-17,3948644.0
2007-05-04,2007-18,5448565.0
2007-05-11,2007-19,4991395.0
2007-05-18,2007-20,4960766.0
2007-05-25,2007-21,4831695.0
2007-06-01,2007-22,5633377.0
2007-06-08,2007-23,5831063.0
2007-06-15,2007-24,5650017.0
2007-06-22,2007-25,6193404.0
2007-06-29,2007-26,5202939.0
2007-07-06,2007-27,4936687.0
2007-07-13,2007-28,5748161.0
2007-07-20,2007-29,4671935.0
2007-07-27,2007-30,5960821.4
2007-08-03,2007-31,5360031.8
2007-08-10,2007-32,5809832.5
2007-08-17,2007-33,5397717.6
2007-08-24,2007-34,5456597.0
2007-08-31,2007-35,4701760.0
2007-09-07,2007-36,6294444.0
2007-09-14,2007-37,5063053.0
2007-09-21,2007-38,5469725.0
2007-09-28,2007-39,4252503.0
2007-10-05,2007-40,5868919.0
2007-10-12,2007-41,5284666.0
2007-10-19,2007-42,5608099.0
2007-10-26,2007-43,4867198.0
2007-11-02,2007-44,5568135.0
2007-11-09,2007-45,5164687.0
2007-11-16,2007-46,5521745.0
2007-11-23,2007-47,4776855.0
2007-11-30,2007-48,5156352.0
2007-12-07,2007-49,4971951.0
2007-12-14,2007-50,5001192.0
2007-12-21,2007-51,4937322.0
2007-12-28,2007-52,4293366.0
2008-01-04,2008-1,5164059.0
2008-01-11,2008-2,4979366.0
2008-01-18,2008-3,4313209.0
2008-01-25,2008-4,4734975.0
2008-02-01,2008-5,4357394.0
2008-02-08,2008-6,5181703.0
2008-02-15,2008-7,4875331.0
2008-02-22,2008-8,4703921.0
2008-02-29,2008-9,4105605.0
2008-03-07,2008-10,5520383.0
2008-03-14,2008-11,4555987.0
2008-03-21,2008-12,4693429.4
2008-03-28,2008-13,4369125.0
2008-04-04,2008-14,5342930.0
2008-04-11,2008-15,4274018.0
2008-04-18,2008-16,4843369.0
2008-04-25,2008-17,3827934.0
2008-05-02,2008-18,4260400.9
2008-05-09,2008-19,5359053.6
2008-05-16,2008-20,4014875.2
2008-05-23,2008-21,3743820.0
2008-05-30,2008-22,3986576.1
2008-06-06,2008-23,4094684.0
2008-06-13,2008-24,4437773.6
2008-06-20,2008-25,3575878.0
2008-06-27,2008-26,4144942.0
2008-07-04,2008-27,4663863.0
2008-07-11,2008-28,5398145.0
2008-07-18,2008-29,4010058.0
2008-07-25,2008-30,6137578.0
2008-08-01,2008-31,4059197.0
2008-08-08,2008-32,4913906.0
2008-08-15,2008-33,4350632.0
2008-08-22,2008-34,4523406.0
2008-08-29,2008-35,4258355.8
2008-09-05,2008-36,4766201.0
2008-09-12,2008-37,4404651.0
2008-09-19,2008-38,4581892.0
2008-09-26,2008-39,4631593.0
2008-10-03,2008-40,4519180.0
2008-10-10,2008-41,5680093.0
2008-10-17,2008-42,5361137.0
2008-10-24,2008-43,4911032.0
2008-10-31,2008-44,4612683.0
2008-11-07,2008-45,4467442.0
2008-11-14,2008-46,4725911.0
2008-11-21,2008-47,4670279.0
2008-11-28,2008-48,4286417.0
2008-12-05,2008-49,3698548.0
2008-12-12,2008-50,4437073.0
2008-12-19,2008-51,3731849.0
2008-12-26,2008-52,3442654.0
2009-01-02,2009-1,3404708.0
2009-01-09,2009-2,4283705.9
2009-01-16,2009-3,3364281.0
2009-01-23,2009-4,3990778.0
2009-01-30,2009-5,3786463.0
2009-02-06,2009-6,4589888.0
2009-02-13,2009-7,3659005.0
2009-02-20,2009-8,4174144.0
2009-02-27,2009-9,3424144.0
2009-03-06,2009-10,4824332.0
2009-03-13,2009-11,3447470.0
2009-03-20,2009-12,4231530.0
2009-03-27,2009-13,3522579.0
2009-04-03,2009-14,5879822.0
2009-04-10,2009-15,3973705.0
2009-04-17,2009-16,4204670.0
2009-04-24,2009-17,4211980.0
2009-05-01,2009-18,4542571.0
2009-05-08,2009-19,5147737.0
2009-05-15,2009-20,4162262.0
2009-05-22,2009-21,4012016.0
2009-05-29,2009-22,4162641.1
2009-06-05,2009-23,4996248.0
2009-06-12,2009-24,4269290.0
2009-06-19,2009-25,3883205.0
2009-06-26,2009-26,3745356.0
2009-07-03,2009-27,4626734.8
2009-07-10,2009-28,4349566.0
2009-07-17,2009-29,3275510.0
2009-07-24,2009-30,3207015.0
2009-07-31,2009-31,3368177.0
2009-08-07,2009-32,4583895.0
2009-08-14,2009-33,3478337.0
2009-08-21,2009-34,3632422.0
2009-08-28,2009-35,3580918.0
2009-09-04,2009-36,5010350.0
2009-09-11,2009-37,3667844.7
2009-09-18,2009-38,4010011.0
2009-09-25,2009-39,3672386.0
2009-10-02,2009-40,4225653.0
2009-10-09,2009-41,5033355.0
2009-10-16,2009-42,4223410.0
2009-10-23,2009-43,4116059.0
2009-10-30,2009-44,4365337.0
2009-11-06,2009-45,5515753.0
2009-11-13,2009-46,5458535.0
2009-11-20,2009-47,4427556.0
2009-11-27,2009-48,4212666.0
2009-12-04,2009-49,5717920.0
2009-12-11,2009-50,5307950.0
2009-12-18,2009-51,4233340.0
2009-12-25,2009-52,4466476.0
2010-01-01,2010-1,3599806.0
2010-01-08,2010-2,5184233.0
2010-01-15,2010-3,4041077.0
2010-01-22,2010-4,4086534.0
2010-01-29,2010-5,4253478.6
2010-02-05,2010-6,4723906.0
2010-02-12,2010-7,4979839.0
2010-02-19,2010-8,4377336.0
2010-02-26,2010-9,4669421.0
2010-03-05,2010-10,5907479.0
2010-03-12,2010-11,5520830.0
2010-03-19,2010-12,4922879.0
2010-03-26,2010-13,4450552.0
2010-04-02,2010-14,4839481.0
2010-04-09,2010-15,5270051.0
2010-04-16,2010-16,4559504.0
2010-04-23,2010-17,4641435.0
2010-04-30,2010-18,4539889.0
2010-05-07,2010-19,6255784.0
2010-05-14,2010-20,4336707.0
2010-05-21,2010-21,4834012.0
2010-05-28,2010-22,4441589.0
2010-06-04,2010-23,5436595.0
2010-06-11,2010-24,4668717.2
2010-06-18,2010-25,3713406.0
2010-06-25,2010-26,3982268.0
2010-07-02,2010-27,3957941.0
2010-07-09,2010-28,4658332.0
2010-07-16,2010-29,3554602.0
2010-07-23,2010-30,3834226.0
2010-07-30,2010-31,3492347.0
2010-08-06,2010-32,4395624.0
2010-08-13,2010-33,4405160.0
2010-08-20,2010-34,3509939.0
2010-08-27,2010-35,3289795.0
2010-09-03,2010-36,4855408.0
2010-09-10,2010-37,4736288.0
2010-09-17,2010-38,3601844.0
2010-09-24,2010-39,3683236.0
2010-10-01,2010-40,5508414.0
2010-10-08,2010-41,4752712.0
2010-10-15,2010-42,4989536.0
2010-10-22,2010-43,4069219.0
2010-10-29,2010-44,5113664.0
2010-11-05,2010-45,4189398.0
2010-11-12,2010-46,4550082.0
2010-11-19,2010-47,4356594.0
2010-11-26,2010-48,4731496.0
2010-12-03,2010-49,5900865.0
2010-12-10,2010-50,6344190.0
2010-12-17,2010-51,3965817.0
2010-12-24,2010-52,4815889.0
2010-12-31,2010-53,3946153.0
2011-01-07,2011-1,4999765.0
2011-01-14,2011-2,3942681.0
2011-01-21,2011-3,3878334.0
2011-01-28,2011-4,4296892.0
2011-02-04,2011-5,5278650.0
2011-02-11,2011-6,4946406.0
2011-02-18,2011-7,3414897.0
2011-02-25,2011-8,3961954.0
2011-03-04,2011-9,4655706.0
2011-03-11,2011-10,4590776.0
2011-03-18,2011-11,3094024.0
2011-03-25,2011-12,4021882.0
2011-04-01,2011-13,4464757.0
2011-04-08,2011-14,5754888.0
2011-04-15,2011-15,4138004.0
2011-04-22,2011-16,4153880.0
2011-04-29,2011-17,4661211.0
2011-05-06,2011-18,5692787.0
2011-05-13,2011-19,5714688.0
2011-05-20,2011-20,4153236.0
2011-05-27,2011-21,4881387.0
2011-06-03,2011-22,5096457.0
2011-06-10,2011-23,6069317.0
2011-06-17,2011-24,3721525.0
2011-06-24,2011-25,3971792.0
2011-07-01,2011-26,3441095.0
2011-07-08,2011-27,6241270.0
2011-07-15,2011-28,4007678.0
2011-07-22,2011-29,3250602.0
2011-07-29,2011-30,3548893.0
2011-08-05,2011-31,4846463.0
2011-08-12,2011-32,4307943.0
2011-08-19,2011-33,3798733.0
2011-08-26,2011-34,2847988.0
2011-09-02,2011-35,5522609.0
2011-09-09,2011-36,4502985.0
2011-09-16,2011-37,3481277.0
2011-09-23,2011-38,2810800.0
2011-09-30,2011-39,3939095.0
2011-10-07,2011-40,3873772.0
2011-10-14,2011-41,3674853.0
2011-10-21,2011-42,2693307.0
2011-10-28,2011-43,3756854.0
2011-11-04,2011-44,4525262.0
2011-11-11,2011-45,5260495.0
2011-11-18,2011-46,3805390.0
2011-11-25,2011-47,4784801.0
2011-12-02,2011-48,4929542.0
2011-12-09,2011-49,6309656.0
2011-12-16,2011-50,4834477.0
2011-12-23,2011-51,4813180.0
2011-12-30,2011-52,3890683.0
2012-01-06,2012-1,6722850.0
2012-01-13,2012-2,4015242.0
2012-01-20,2012-3,5356067.0
2012-01-27,2012-4,4042697.0
2012-02-03,2012-5,6155500.0
2012-02-10,2012-6,5574820.0
2012-02-17,2012-7,4512036.0
2012-02-24,2012-8,3314078.0
2012-03-02,2012-9,5520230.0
2012-03-09,2012-10,4971440.0
2012-03-16,2012-11,4385355.0
2012-03-23,2012-12,3521798.0
2012-03-30,2012-13,5007300.0
2012-04-06,2012-14,5414869.0
2012-04-13,2012-15,4537492.0
2012-04-20,2012-16,3935970.0
2012-04-27,2012-17,6318362.0
2012-05-04,2012-18,5996074.0
2012-05-11,2012-19,7249217.0
2012-05-18,2012-20,3976652.0
2012-05-25,2012-21,5329408.0
2012-06-01,2012-22,4684171.0
2012-06-08,2012-23,6114695.0
2012-06-15,2012-24,3759374.0
2012-06-22,2012-25,5057451.0
2012-06-29,2012-26,4452374.0
2012-07-06,2012-27,8731945.0
2012-07-13,2012-28,5975123.0
2012-07-20,2012-29,5544948.0
2012-07-27,2012-30,5074145.0
2012-08-03,2012-31,9032399.0
2012-08-10,2012-32,8896063.0
2012-08-17,2012-33,5797914.0
2012-08-24,2012-34,5010875.0
2012-08-31,2012-35,5412601.0
2012-09-07,2012-36,5852413.0
2012-09-14,2012-37,5696752.0
2012-09-21,2012-38,5016233.0
2012-09-28,2012-39,6181712.0
2012-10-05,2012-40,9248782.0
2012-10-12,2012-41,6536775.0
2012-10-19,2012-42,4894521.0
2012-10-26,2012-43,4927071.0
2012-11-02,2012-44,4446890.0
2012-11-09,2012-45,6465317.0
2012-11-16,2012-46,4891528.0
2012-11-23,2012-47,5619725.0
2012-11-30,2012-48,4660466.0
2012-12-07,2012-49,7574161.0
2012-12-14,2012-50,5821253.0
2012-12-21,2012-51,6075392.0
2012-12-28,2012-52,7033800.0
2013-01-04,2013-1,7118990.0
2013-01-11,2013-2,5309955.0
2013-01-18,2013-3,5459235.0
2013-01-25,2013-4,4700700.0
2013-02-01,2013-5,5973727.0
2013-02-08,2013-6,5654952.0
2013-02-15,2013-7,6120419.0
2013-02-22,2013-8,5461668.0
2013-03-01,2013-9,7689128.0
2013-03-08,2013-10,5132334.0
2013-03-15,2013-11,5106699.0
2013-03-22,2013-12,5304654.0
2013-03-29,2013-13,7426551.0
2013-04-05,2013-14,5065366.0
2013-04-12,2013-15,7639669.0
2013-04-19,2013-16,5313455.0
2013-04-26,2013-17,6661341.0
2013-05-03,2013-18,5491282.0
2013-05-10,2013-19,7151885.0
2013-05-17,2013-20,6345486.0
2013-05-24,2013-21,8216392.0
2013-05-31,2013-22,6027118.0
2013-06-07,2013-23,8638813.0
2013-06-14,2013-24,6011583.0
2013-06-21,2013-25,7689572.0
2013-06-28,2013-26,4888327.0
2013-07-05,2013-27,6693087.0
2013-07-12,2013-28,5741287.0
2013-07-19,2013-29,8458909.0
2013-07-26,2013-30,6269269.0
2013-08-02,2013-31,7550388.0
2013-08-09,2013-32,6259688.0
2013-08-16,2013-33,8204016.0
2013-08-23,2013-34,5783483.0
2013-08-30,2013-35,10391035.0
2013-09-06,2013-36,4599300.0
2013-09-13,2013-37,7633132.0
2013-09-20,2013-38,5314399.0
2013-09-27,2013-39,6931067.0
2013-10-04,2013-40,5280923.0
2013-10-11,2013-41,5887080.0
2013-10-18,2013-42,5274709.0
2013-10-25,2013-43,7035616.0
2013-11-01,2013-44,5295882.0
2013-11-08,2013-45,8301819.0
2013-11-15,2013-46,5676042.0
2013-11-22,2013-47,7402491.0
2013-11-29,2013-48,5742919.0
2013-12-06,2013-49,7788518.0
2013-12-13,2013-50,5592592.0
2013-12-20,2013-51,8056455.0
2013-12-27,2013-52,5672097.0
2014-01-03,2014-1,7432853.0
2014-01-10,2014-2,5946173.0
2014-01-17,2014-3,7531415.0
2014-01-24,2014-4,5083105.0
2014-01-31,2014-5,10118650.0
2014-02-07,2014-6,7960773.0
2014-02-14,2014-7,8735975.0
2014-02-21,2014-8,8718975.0
2014-02-28,2014-9,8549596.0
2014-03-07,2014-10,8897952.0
2014-03-14,2014-11,8831517.0
2014-03-21,2014-12,8707469.0
2014-03-28,2014-13,8592972.0
2014-04-04,2014-14,8409052.0
2014-04-11,2014-15,9620254.0
2014-04-18,2014-16,8992763.0
2014-04-25,2014-17,10023769.0
2014-05-02,2014-18,8268051.0
2014-05-09,2014-19,8922049.0
2014-05-16,2014-20,9227831.0
2014-05-23,2014-21,8644726.0
2014-05-30,2014-22,6715926.0
2014-06-06,2014-23,9331920.0
2014-06-13,2014-24,7415775.0
2014-06-20,2014-25,9380529.0
2014-06-27,2014-26,6636496.0
2014-07-04,2014-27,7842774.0
2014-07-11,2014-28,6374912.0
2014-07-18,2014-29,8306753.0
2014-07-25,2014-30,5621450.0
2014-08-01,2014-31,6732103.0
2014-08-08,2014-32,5535004.0
2014-08-15,2014-33,7964847.0
2014-08-22,2014-34,5823978.0
2014-08-29,2014-35,9034771.0
2014-09-05,2014-36,5361298.0
2014-09-12,2014-37,6226520.0
2014-09-19,2014-38,4910314.0
2014-09-26,2014-39,7140855.0
2014-10-03,2014-40,6739690.0
2014-10-10,2014-41,7189251.0
2014-10-17,2014-42,6534847.0
2014-10-24,2014-43,9706562.0
2014-10-31,2014-44,6965722.0
2014-11-07,2014-45,8310850.0
2014-11-14,2014-46,6564783.0
2014-11-21,2014-47,8972639.0
2014-11-28,2014-48,6845923.0
2014-12-05,2014-49,8696062.0
2014-12-12,2014-50,6856483.0
2014-12-19,2014-51,9752334.0
2014-12-26,2014-52,6280778.0
2015-01-02,2015-1,7869835.0
2015-01-09,2015-2,6427715.0
2015-01-16,2015-3,9763434.0
2015-01-23,2015-4,6845131.0
2015-01-30,2015-5,8617082.0
2015-02-06,2015-6,6470504.0
2015-02-13,2015-7,8112015.0
2015-02-20,2015-8,6395929.0
2015-02-27,2015-9,8379591.0
2015-03-06,2015-10,7307082.0
2015-03-13,2015-11,8610340.0
2015-03-20,2015-12,6390540.0
2015-03-27,2015-13,8823510.0
2015-04-03,2015-14,6981448.0
2015-04-10,2015-15,8313211.0
2015-04-17,2015-16,6790223.0
2015-04-24,2015-17,9488892.0
2015-05-01,2015-18,6378828.0
2015-05-08,2015-19,8039113.0
2015-05-15,2015-20,6987373.0
2015-05-22,2015-21,9771606.0
2015-05-29,2015-22,6841188.0
2015-06-05,2015-23,10201039.0
2015-06-12,2015-24,8145003.0
2015-06-19,2015-25,7759818.0
2015-06-26,2015-26,6552473.0
2015-07-03,2015-27,6484836.0
2015-07-10,2015-28,5525164.7
2015-07-17,2015-29,8567266.9
2015-07-24,2015-30,5554473.0
2015-07-31,2015-31,6240813.0
2015-08-07,2015-32,5726960.9
2015-08-14,2015-33,6730361.6
2015-08-21,2015-34,6011491.0
2015-08-28,2015-35,7944800.6
2015-09-04,2015-36,6198446.4
2015-09-11,2015-37,7357411.0
2015-09-18,2015-38,5140298.2
2015-09-25,2015-39,6881002.4
2015-10-02,2015-40,5278643.7
2015-10-09,2015-41,6613627.9
2015-10-16,2015-42,5604331.8
2015-10-23,2015-43,6998945.8
2015-10-30,2015-44,5306817.7
2015-11-06,2015-45,6904975.7
2015-11-13,2015-46,6123902.8
2015-11-20,2015-47,7141212.6
2015-11-27,2015-48,5122309.5
2015-12-04,2015-49,5935977.2
2015-12-11,2015-50,5047772.7
2015-12-18,2015-51,6712995.2
2015-12-25,2015-52,5043517.8
2016-01-01,2016-1,4637562.7
2016-01-08,2016-2,5641871.2
2016-01-15,2016-3,7499834.1
2016-01-22,2016-4,5283253.5
2016-01-29,2016-5,6585394.5
2016-02-05,2016-6,5550297.8
2016-02-12,2016-7,5757801.7
2016-02-19,2016-8,5471253.1
2016-02-26,2016-9,7328319.1
2016-03-04,2016-10,6248310.5
2016-03-11,2016-11,7003019.1
2016-03-18,2016-12,6181493.7
2016-03-25,2016-13,7504399.6
2016-04-01,2016-14,5777806.2
2016-04-08,2016-15,6648779.4
2016-04-15,2016-16,6612183.0
2016-04-22,2016-17,7098373.0
2016-04-29,2016-18,5833509.8
2016-05-06,2016-19,6719321.5
2016-05-13,2016-20,6366617.5
2016-05-20,2016-21,7575095.6
2016-05-27,2016-22,5754310.9
2016-06-03,2016-23,6588261.2
2016-06-10,2016-24,5069634.0
2016-06-17,2016-25,5816926.7
2016-06-24,2016-26,5034491.8
