Tarih,TP_UFEYD05
2016-04-01,155.93
2016-05-01,160.6
2016-06-01,159.87
2016-07-01,160.67
2016-08-01,162.12
2016-09-01,162.22
2016-10-01,166.89
2016-11-01,175.26
2016-12-01,184.38
2017-01-01,197.72
2017-02-01,195.9
2017-03-01,196.78
2017-04-01,196.87
2017-05-01,195.24
2017-06-01,195.03
2017-07-01,199.45
2017-08-01,201.23
2017-09-01,201.48
2017-10-01,210.06
2017-11-01,221.03
2017-12-01,221.05
2018-01-01,221.93
2018-02-01,225.71
2018-03-01,230.72
2018-04-01,239.92
2018-05-01,255.23
2018-06-01,263.96
2018-07-01,270.93
2018-08-01,320.15
2018-09-01,352.61
2018-10-01,326.25
2018-11-01,298.7
2018-12-01,294.79
2019-01-01,300.23
2019-02-01,294.83
2019-03-01,304.85
2019-04-01,319.89
2019-05-01,333.24
2019-06-01,322.52
2019-07-01,314.92
2019-08-01,310.4
2019-09-01,312.81
2019-10-01,316.49
2019-11-01,315.08
2019-12-01,320.83
2020-01-01,328.55
2020-02-01,330.99
2020-03-01,342.59
2020-04-01,361.22
2020-05-01,366.59
2020-06-01,370.17
2020-07-01,376.23
2020-08-01,404.1
2020-09-01,416.44
2020-10-01,435.62
2020-11-01,444.47
2020-12-01,441.28
2021-01-01,435.31
2021-02-01,424.64
2021-03-01,456.13
2021-04-01,488.69
2021-05-01,511.78
2021-06-01,531.87
2021-07-01,533.63
2021-08-01,528.67
2021-09-01,537.05
2021-10-01,579.78
2021-11-01,657.95
2021-12-01,828.25
2022-01-01,854.97
2022-02-01,874.83
2022-03-01,938.44
2022-04-01,963.08
2022-05-01,1025.7
2022-06-01,1120.21
2022-07-01,1127.8
2022-08-01,1157.67
2022-09-01,1165.13
2022-10-01,1181.12
2022-11-01,1208.23
2022-12-01,1241.92
2023-01-01,1291.77
2023-02-01,1296.82
2023-03-01,1318.32
2023-04-01,1350.34
2023-05-01,1356.4
2023-06-01,1568.66
2023-07-01,1809.35
2023-08-01,1844.53
2023-09-01,1833.58
2023-10-01,1857.88
2023-11-01,1922.83
2023-12-01,1966.63
2024-01-01,2057.07
2024-02-01,2106.18
2024-03-01,2204.95
2024-04-01,2234.26
2024-05-01,2242.63
2024-06-01,2264.29
2024-07-01,2303.35
2024-08-01,2371.99
2024-09-01,2425.27
2024-10-01,2427.29
2024-11-01,2407.5
2024-12-01,2429.28
2025-01-01,2477.74
2025-02-01,2527.95
2025-03-01,2630.43
2025-04-01,2747.54
2025-05-01,2812.29
2025-06-01,2909.13
2025-07-01,2996.65
2025-08-01,3036.77
