Tarih,TP_AKONUTSAT4_T53
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,1089.0
2013-02-01,991.0
2013-03-01,1175.0
2013-04-01,1153.0
2013-05-01,1285.0
2013-06-01,1136.0
2013-07-01,1292.0
2013-08-01,1184.0
2013-09-01,1451.0
2013-10-01,958.0
2013-11-01,1221.0
2013-12-01,1269.0
2014-01-01,1070.0
2014-02-01,973.0
2014-03-01,1078.0
2014-04-01,1081.0
2014-05-01,1047.0
2014-06-01,1180.0
2014-07-01,951.0
2014-08-01,1440.0
2014-09-01,1498.0
2014-10-01,1148.0
2014-11-01,1153.0
2014-12-01,1452.0
2015-01-01,1073.0
2015-02-01,1302.0
2015-03-01,1555.0
2015-04-01,1448.0
2015-05-01,1269.0
2015-06-01,1277.0
2015-07-01,1157.0
2015-08-01,1582.0
2015-09-01,1245.0
2015-10-01,1371.0
2015-11-01,1361.0
2015-12-01,1608.0
2016-01-01,1073.0
2016-02-01,1291.0
2016-03-01,1498.0
2016-04-01,1319.0
2016-05-01,1422.0
2016-06-01,1257.0
2016-07-01,1023.0
2016-08-01,1337.0
2016-09-01,1448.0
