Tarih,TP_AKONUTSAT4_TOPLAM
2016-09-01,57946.0
2016-10-01,68597.0
2016-11-01,69188.0
2016-12-01,70921.0
2017-01-01,51154.0
2017-02-01,56253.0
2017-03-01,72547.0
2017-04-01,62458.0
2017-05-01,63582.0
2017-06-01,52146.0
2017-07-01,61920.0
2017-08-01,63700.0
2017-09-01,70279.0
2017-10-01,65888.0
2017-11-01,63378.0
2017-12-01,66311.0
2018-01-01,52656.0
2018-02-01,52240.0
2018-03-01,60204.0
2018-04-01,55553.0
2018-05-01,64153.0
2018-06-01,62349.0
2018-07-01,66261.0
2018-08-01,55792.0
2018-09-01,67108.0
2018-10-01,71721.0
2018-11-01,48805.0
2018-12-01,66984.0
2019-01-01,41889.0
2019-02-01,45802.0
2019-03-01,60883.0
2019-04-01,58287.0
2019-05-01,54691.0
2019-06-01,38090.0
2019-07-01,63305.0
2019-08-01,69904.0
2019-09-01,95510.0
2019-10-01,92629.0
2019-11-01,89463.0
2019-12-01,126594.0
2020-01-01,77575.0
2020-02-01,81450.0
2020-03-01,74581.0
2020-04-01,27935.0
2020-05-01,34076.0
2020-06-01,131380.0
2020-07-01,161420.0
2020-08-01,118285.0
2020-09-01,95368.0
2020-10-01,82598.0
2020-11-01,75825.0
2020-12-01,69083.0
2021-01-01,48319.0
2021-02-01,56485.0
2021-03-01,77876.0
2021-04-01,66651.0
2021-05-01,40962.0
2021-06-01,94639.0
2021-07-01,75113.0
2021-08-01,98761.0
2021-09-01,103176.0
2021-10-01,95487.0
2021-11-01,123108.0
2021-12-01,149756.0
2022-01-01,61103.0
2022-02-01,68690.0
2022-03-01,95833.0
2022-04-01,96637.0
2022-05-01,89907.0
2022-06-01,105777.0
2022-07-01,65214.0
2022-08-01,84466.0
2022-09-01,77448.0
2022-10-01,69968.0
2022-11-01,80426.0
2022-12-01,130074.0
2023-01-01,70176.0
2023-02-01,56555.0
2023-03-01,72577.0
2023-04-01,58700.0
2023-05-01,78863.0
2023-06-01,57750.0
2023-07-01,77907.0
2023-08-01,86781.0
2023-09-01,72168.0
2023-10-01,64531.0
2023-11-01,63042.0
2023-12-01,87334.0
2024-01-01,55045.0
2024-02-01,65308.0
2024-03-01,70995.0
2024-04-01,51484.0
2024-05-01,75030.0
2024-06-01,53888.0
2024-07-01,86304.0
2024-08-01,92242.0
2024-09-01,96061.0
2024-10-01,107459.0
2024-11-01,103740.0
2024-12-01,136008.0
2025-01-01,79388.0
2025-02-01,79034.0
2025-03-01,77488.0
2025-04-01,83726.0
2025-05-01,90479.0
2025-06-01,74154.0
2025-07-01,98874.0
2025-08-01,99403.0
2025-09-01,103540.0
