Tarih,TP_BL029_A
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,6409704.0
2013-02-01,6314340.0
2013-03-01,6123312.0
2013-04-01,6552329.0
2013-05-01,7520580.0
2013-06-01,8109430.0
2013-07-01,9388716.0
2013-08-01,9971132.0
2013-09-01,11462642.0
2013-10-01,12204505.0
2013-11-01,11931247.0
2013-12-01,13307134.0
2014-01-01,15939819.0
2014-02-01,17760823.0
2014-03-01,18486071.0
2014-04-01,19131123.0
2014-05-01,18846073.0
2014-06-01,19339465.0
2014-07-01,18937879.0
2014-08-01,19866679.0
2014-09-01,20282234.0
2014-10-01,19143154.0
2014-11-01,19031595.0
2014-12-01,19328800.0
2015-01-01,18588196.0
2015-02-01,19333007.0
2015-03-01,19639651.0
2015-04-01,20685046.0
2015-05-01,20787071.0
2015-06-01,22137476.0
2015-07-01,22952113.0
2015-08-01,24759142.0
2015-09-01,24640862.0
2015-10-01,23177070.0
2015-11-01,23039238.0
2015-12-01,22719309.0
2016-01-01,23077922.0
2016-02-01,22541722.0
2016-03-01,24000170.0
2016-04-01,25045014.0
2016-05-01,27015172.0
2016-06-01,26250923.0
