Tarih,TP_BL010_A
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,8165048.0
2013-02-01,8470370.0
2013-03-01,9012841.0
2013-04-01,9315913.0
2013-05-01,7950187.0
2013-06-01,7726557.0
2013-07-01,7229478.0
2013-08-01,7671986.0
2013-09-01,8478717.0
2013-10-01,9020528.0
2013-11-01,9706730.0
2013-12-01,8931101.0
2014-01-01,8835962.0
2014-02-01,8869076.0
2014-03-01,8245684.0
2014-04-01,8971537.0
2014-05-01,9092447.0
2014-06-01,9094247.0
2014-07-01,9068663.0
2014-08-01,9693304.0
2014-09-01,8893776.0
2014-10-01,9140681.0
2014-11-01,9267326.0
2014-12-01,9166544.0
2015-01-01,8980764.0
2015-02-01,9084723.0
2015-03-01,9326152.0
2015-04-01,9487835.0
2015-05-01,8757572.0
2015-06-01,7861458.0
2015-07-01,8082290.0
2015-08-01,8216197.0
2015-09-01,8313363.0
2015-10-01,8712933.0
2015-11-01,8690808.0
2015-12-01,8677647.0
2016-01-01,7575275.0
2016-02-01,6609998.0
2016-03-01,7011629.0
2016-04-01,7463363.0
2016-05-01,8149711.0
2016-06-01,9002003.0
