Tarih,TP_BL122_A
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,146109920.0
2013-02-01,148575854.0
2013-03-01,153910435.0
2013-04-01,164704756.0
2013-05-01,161476458.0
2013-06-01,157776740.0
2013-07-01,167429662.0
2013-08-01,192988757.0
2013-09-01,190048267.0
2013-10-01,192489010.0
2013-11-01,191935813.0
2013-12-01,203287845.0
2014-01-01,214543372.0
2014-02-01,218984743.0
2014-03-01,212837771.0
2014-04-01,214986185.0
2014-05-01,211432602.0
2014-06-01,217964867.0
2014-07-01,203214751.0
2014-08-01,211075316.0
2014-09-01,216451764.0
2014-10-01,209628570.0
2014-11-01,212481638.0
2014-12-01,211353443.0
2015-01-01,226390263.0
2015-02-01,231942336.0
2015-03-01,231908367.0
2015-04-01,245090288.0
2015-05-01,240031372.0
2015-06-01,242756642.0
2015-07-01,256116211.0
2015-08-01,272079032.0
2015-09-01,281490733.0
2015-10-01,265566378.0
2015-11-01,262774015.0
2015-12-01,248472188.0
2016-01-01,259811980.0
2016-02-01,263409545.0
2016-03-01,262708532.0
2016-04-01,264552413.0
2016-05-01,275491755.0
2016-06-01,276026535.0
