Tarih,TP_BL085_A
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,11881137.0
2013-02-01,11200475.0
2013-03-01,11991902.0
2013-04-01,14946812.0
2013-05-01,13955781.0
2013-06-01,12347700.0
2013-07-01,13239239.0
2013-08-01,18173295.0
2013-09-01,18039312.0
2013-10-01,15461254.0
2013-11-01,17104974.0
2013-12-01,16124779.0
2014-01-01,18758296.0
2014-02-01,19807405.0
2014-03-01,20384850.0
2014-04-01,18853704.0
2014-05-01,17082940.0
2014-06-01,17586879.0
2014-07-01,15924561.0
2014-08-01,16873861.0
2014-09-01,15160530.0
2014-10-01,17764114.0
2014-11-01,17314930.0
2014-12-01,17549430.0
2015-01-01,17987918.0
2015-02-01,21183652.0
2015-03-01,18277230.0
2015-04-01,23015421.0
2015-05-01,22266995.0
2015-06-01,20878327.0
2015-07-01,23886056.0
2015-08-01,28532068.0
2015-09-01,36351439.0
2015-10-01,28201106.0
2015-11-01,28527966.0
2015-12-01,22955502.0
2016-01-01,30556329.0
2016-02-01,30017353.0
2016-03-01,31921499.0
2016-04-01,33370465.0
2016-05-01,34004729.0
2016-06-01,33927717.0
